stringsfile version 1
4199
str_no_string NO_STRING!
str_npc11_home_intro I_see_the_mountains._We_must_be_getting_near_home.
str_npc12_home_intro We're_passing_by_the_site_of_one_of_the_core_Roman_administrative_centers_in_northern_Britannia,_if_that_interests_you.
str_npc13_home_intro Do_you_see_that_fortress_up_there,_on_the_spur_over_the_valley?_It_is_called_Aileach,_and_it_belongs_to_the_Irish_Kingdom_of_Ui_Neill.
str_npc14_home_intro Ah,_Dun_Iasgach!_Such_a_lovely_spot,_at_the_foot_of_the_Irish_lands._The_region_of_Mhumhain,_or_Munster,_is_certainly_the_most_poetic_and_beautiful_place_of_all_Hibernia.
str_npc15_home_intro Do_you_see_that_small_settlement_over_there?_It_is_the_town_known_as_'Ford_of_the_Ox',_or,_as_their_Saxon_inhabitants_say:_'Oxenaforda'.
str_npc16_home_intro Pray_now,_and_have_fear,_as_only_God_can_protect_us_now._For_we_are_close_to_the_demonic_site_of_an_ancient_pagan_ritual.
str_npc_bashe_home_intro Do_you_see_that_Pictish_town?_I_spent_many_winters_there_some_years_back,_during_my_childhood.
str_npc_sange_home_intro Do_you_see_that_Pictish_town?_I_spent_many_winters_there_some_years_back,_during_my_childhood.
str_npc_paintrain_home_intro I_haven't_a_home.
str_npc_hammertime_home_intro After_arriving_at_Britannia,_I_turned_to_the_life_of_a_tournament_warrior_to_make_ends_meet,_travelling_from_city_to_city_with_a_small_comitatus(band_of_sworn_followers)._This_phase_kept_me_afloat_until_the_day_I_won_the_tournament_in_Licidfelth,_Mierce.
str_npc_tank_home_intro I_haven't_a_home.
str_npc_backwoodsharry_home_intro I_haven't_a_home.
str_npc_deadeye_home_intro I_haven't_a_home.
str_npc_probulator_home_intro Do_you_remember_my_story?_Far_from_my_homeland_I_found_myself_as_having_traveled_to_Temair,_finding_a_home_on_the_streets_along_with_all_the_other_bastards_and_orphans.
str_npc_grim_home_intro I_see_we_are_near_old_remembers.__Some_time_back,_I_heard_from_a_bard_of_a_battle_fought_here_against_a_king._The_bard_told_me_the_victors_gained_nothing_for_all_their_trouble._The_dead_king's_lands_were_split_by_two_other_kings,_who_hadn't_even_fought_in_that_battle.
str_npc_enchantress_home_intro You_can_remember_about_the_story_of_my_life?._It_was_here...
str_npc1_home_description Well,_the_place_is_as_old_as_Britannia_herself,_for_there_have_been_people_living_there_long_before_Angles_and_Saxons_reached_her_shores._Its_name_comes_from_the_vast_flocks_of_seals_that_occasionally_sunbathe_in_the_sea_coast_close_to_the_city.
str_npc2_home_description People_say_that_the_Saxons_and_Jutes_are_a_bunch_of_bloodthirsty_barbarians,_but_they_have_a_good_head_for_trade,_if_you_ask_me._They_make_the_people_up_and_down_the_coast_produce_pottery,_textiles_and_leather._It_can't_compete_with_Roman_and_Greek_products,_but_they_are_fine_by_the_standard_quality_of_Britannia's_trade_goods._The_town_is_also_famous_for_its_gold_mints,_which_produce_some_of_the_best_gold_coins_in_Europe.
str_npc3_home_description Dun_Keltair_is_named_after_a_legendary_hero_called_Keltar,_who_once_built_his_fortress_where_the_town_now_lies.
str_npc4_home_description Swswen_was_an_ancient_Roman_queen,_from_the_time_that_the_Roman_Empire_reached_even_the_lands_of_Wales._The_people_here_are_very_proud_of_their_supposed_Roman_heritage.
str_npc5_home_description People_from_Dumnonia_usually_call_their_selves_'Defnas',_which_simply_means_'men_of_Dumnonia'._Our_land_is_famous_for_the_high_quality_of_tin_extracted_from_its_many_mines_--_the_metal_is_so_good_that_merchants_from_every_nation_come_to_Dumnonia_to_import_large_quantities_to_the_continent.
str_npc6_home_description The_Emperors_Hadrian,_Septimius_Severus,_and_Constantius_I_all_held_court_in_Eoferwic_during_their_various_war_campaigns_in_Britannia._During_his_stay,_the_Emperor_Severus_proclaimed_Eoferwic_capital_of_the_Roman_province_of_Britannia_Inferior,_and_the_place_got_the_privileges_of_a_Roman_city_itself!
str_npc7_home_description Southerners_believe_us_Picts_are_a_bunch_of_savage_barbarians,_but_this_is_not_true._Of_course,_we_have_war_paints_and_tattoos,_and_we_can_be_very_brutal_in_battle._But_most_of_us_are_also_farmers_living_in_small_villages,_just_like_almost_everyone_else_in_Britannia.
str_npc8_home_description The_warriors_of_Gewissae_are_famous_for_the_Battle_of_Deorham._In_577_AD,_the_Saxons_defeated_a_coalition_of_three_Brythonic_kings_near_Hinton_hill._The_kings_--_Commagil,_Condidan,_and_Farinmagil_of_Bath_--_were_all_killed_in_the_battle,_and_their_routed_forces_barely_escaped_death.
str_npc9_home_description The_kings_of_East_Engla_are_from_the_Wuffing_dynasty,_whose_name_is_taken_from_the_legendary_king_Wuffa._Their_origins_remount_to_the_Geats,_just_like_in_the_tale_of_Beowulf,_and_they_are_the_most_powerful_of_the_Anglo-Saxon_kingdoms.
str_npc10_home_description Here_once_stood_Londinium,_the_Roman_Capital_of_Britannia._Lundenwic_lies_very_close_to_the_ruins_of_Londinium_-_from_which_now_remains_a_fort_usually_called_Lundenburh._Its_name_means_'trading_town_of_Londinium',_or,_as_us_Saxons_say,_'London'.
str_npc11_home_description I'm_from_Din_Gonwy,_in_the_Kingdom_of_Gwynedd._I_think_I_have_managed_to_become_a_fine_warrior_by_your_side_because_war_runs_in_the_blood_of_every_Brythonic_man_and_woman_of_Gwynedd._And,_as_far_as_I've_heard,_we_have_recently_taught_a_fine_lesson_to_those_Angle_and_Saxon_invaders.
str_npc12_home_description This_place_is_where_the_Civitas_Carvetiorum_once_stood,_now_the_Brythonic_Kingdom_of_Rheged_inhabits_this_land._They_have_a_legendary_king_called_Urien,_who_obtained_many_important_victories_against_the_forces_of_Bernaccia._This_powerful_king_traces_his_origins_back_to_the_even_more_legendary_Coel_Hen,_who_ruled_almost_all_of_northern_Britannia_during_the_5th_century.
str_npc13_home_description This_kingdom's_name_means_'descendants_of_Niall'._Niall_Noigiallach,_or_Niall_of_the_Nine_Hostages,_was_a_powerfull_High_King_of_Ireland,_who_died_during_the_beginning_of_the_5th_century.
str_npc14_home_description This_is_the_home_of_the_best_songs_and_bards_of_these_lands._Even_small_boys_and_girls_from_this_kingdom_are_better_singers_than_all_the_bards_from_the_rest_of_Britannia._Many_of_the_people_also_respect_the_old_traditions_and_gods,_and_thus_Munster_is_the_most_prosperous_land_in_all_of_Hibernia.
str_npc15_home_description The_name_of_the_city_is_a_curiosity_from_an_architectural_perspective._You_see,_this_place_was_occupied_because_its_ford_is_very_secure_and_easy_to_use._Apparently,_the_Saxons_are_not_good_at_building_bridges,_or_else_they_would_not_have_choosen_a_spot_for_a_town_based_mostly_on_the_presence_of_a_ford_for_their_herds.
str_npc16_home_description We_are_close_to_Rath_Cruachan,_near_the_town_of_Cruaghan,_Capital_of_Connaught._Rath_Cruachan_is_a_horrid_pagan_cemetery,_and_it_also_hosted_--_and_sometimes_still_hosts_--_ritual_gatherings_in_the_name_of_the_old_gods,_where_terrible_deeds_are_committed_my_faithless_lost_souls.
str_npc_bashe_home_description It_is_the_most_pleasant_countryside_in_this_whole_island,_and_a_great_place_for_a_retired_warrior_to_settle_down.
str_npc_sange_home_description It_is_the_most_pleasant_countryside_in_this_whole_island,_and_a_great_place_for_a_retired_warrior_to_settle_down.
str_npc_paintrain_home_description My_home_is_with_your_party_now.
str_npc_hammertime_home_description Following_my_victory,_I_was_honored_at_the_feast_with_a_meeting_with_Penda,_ruler_of_The_March,_who_took_a_liking_to_me_and,_more_importantly_with_Priest_Leofdan,_Penda's_pagan_advisor._Leofdan,_upon_discovering_my_strong_belief_in_Christianity,_rather_directly,_cursed_me_and_turned_me_into_an_outlaw._This_abrupt_turn_of_events_turned_me_permanently_against_the_Mercians,_thus_changing_the_course_of_history.
str_npc_tank_home_description My_home_is_with_your_party_now.
str_npc_backwoodsharry_home_description My_home_is_with_your_party_now.
str_npc_deadeye_home_description My_home_is_with_your_party_now.
str_npc_probulator_home_description For_three_years_I_faced_the_brutality_of_the_streets_until_a_veteran_spearmen_turned_shopkeeper_caught_me_stealing_at_the_market;_a_crime_I_could_have_lost_my_hand_for._However_instead_of_dragging_me_to_the_town_guards_he_brought_me_inside_his_home,_lifted_up_a_shield_and_handed_it_to_me._With_tears_in_his_eyes_he_dropped_to_one_knee_and_told_me_the_woes_of_the_Battle_of_Cennbag,_how_a_year_after_it_he_had_returned_home_to_find_no_one_and_about_my_father's_and_the_king's_deaths._The_shield_was_of_my_family,_and_while_I_could_no_longer_be_considered_a_noble_at_the_very_least_I_could_carry_around_my_family's_name_and_legacy.
str_npc_grim_home_description My_home_is_with_your_party_now.
str_npc_enchantress_home_description Before_our_attacks,_the_clans_sent_many_a_warband_to_deal_with_this_menace,_but_none_returned._When_the_missing_men_were_found_days_or_weeks_later_by_patrols,_it_was_always_with_their_throats_slit_from_ear_to_ear,_soon_earning_Connors_shieldwall,_my_warriors,_the_name_'Cutthroats'._Connors_Cutthroats._A_fierce_band_of_horsemen_known_both_for_their_ruthlessness_towards_their_foes_and_their_compassion_and_kindness_towards_the_common_and_low-born_of_the_lands,_whom_they_would_often_give_what_food_and_coin_they_could_spare_from_their_spoils.
str_npc1_home_description_2 They_are_fine_animals,_those_seals._They_have_good_furs_and_provide_a_lot_of_fat_and_grease._But_Seals-Ey_is_also_famous_for_its_gold_pieces,_which_usually_have_beautiful_runic_patterns_inscribed_on_their_exterior.
str_npc2_home_description_2 I_had_loaded_up_on_furs,_skins,_walrus-tusk_ivory,_and_a_chest_full_of_scillingas._I_estimated_that_I_could_buy_clothes,_cured_leather,_and_wool,_and_I'd_still_make_a_profit._I_just_hadn't_figured_in_the_rage_of_the_sea,_the_source_of_that_terrible_storm_that_destroyed_everything_I_had.
str_npc3_home_description_2 Just_like_the_rest_of_Hibernia,_the_place_is_plagued_by_constant_wars_and_cattle_raids._I,_myself,_you_know,_became_a_slave_as_a_war_prize._Anyways,_this_regions_is_my_birthplace,_and_it_is_very_good_to_see_it_again_as_a_free_woman.
str_npc4_home_description_2 Maybe_their_pride_really_has_some_foundation,_because_we_can_still_see_today_two_forts_that_are_of_clear_Roman_origin._I,_myself,_don't_care_about_this_at_all,_but_Caer_Sws_is_one_of_the_finest_towns_in_Britannia,_if_you_want_my_opinion.
str_npc5_home_description_2 The_'Defnas'_are_also_very_pious_Christians._We_were_one_the_first_realms_to_convert_to_Christianity_in_Britannia,_and_we_like_to_say_that_in_Dumnonia_alone_there_is_twice_the_amount_of_churches_and_monasteries_than_in_the_rest_of_Britannia.
str_npc6_home_description_2 But_this_is_not_all._When_the_Emperor_Constantius_I_died_in_306_AD_during_his_stay_in_Eoferwic,_his_son_Constantine_the_Great_was_proclaimed_Emperor_by_the_troops_based_in_the_town's_fortress._This_place_is_truly_blessed_by_God.
str_npc7_home_description_2 We_are_also_fine_shepherds_and_hunters,_and_no_one_is_as_good_as_us_in_training_dogs_and_falcons_for_the_hunt._One_day_we_shall_get_tired_of_being_always_taken_for_stupid_barbarians,_and,_when_this_happens,_all_of_Britannia_will_tremble_before_our_armies.
str_npc8_home_description_2 That_victory_allowed_the_Saxons_to_reach_their_actual_might._Since_then,_three_cities_in_the_region_of_Bath_have_been_taken_from_the_Britons._If_you_ever_plan_to_fight_against_Gewissae,_you_better_be_extremely_well_prepared.
str_npc9_home_description_2 They_harbor_a_great_hatred_against_the_rival_Kingdoms_of_Bernaccia_and_Mercia,_which_are_their_natural_regional_enemies._Curiously_enough,_their_territory_is_one_of_the_few_parts_of_Britannia_where_rainfall_is_sparse_and_the_climate_is_dry._So,_I_am_not_really_sure_if_you_will_ever_want_to_fight_their_warriors_for_such_a_piece_of_land_--_I_don't_think_it'd_be_worth_it.
str_npc10_home_description_2 The_mouth_of_the_River_Fleet_serves_Lundenwic_as_a_harbour_for_both_trade_and_fishing,_merchants_from_all_the_nations_of_Europe_are_slowly_flocking_to_Lundenwic_in_search_of_good_commercial_opportunities._And_here,_the_old_gods_are_still_very_well_respected,_but_I_should_not_say_any_more_about_that...
str_npc11_home_description_2 Our_former_king_Cadwallon_raised_an_enormous_army_and_invaded_Dumnonia,_relieving_our_Brythonic_brothers_from_the_west_who_were_suffering_a_Mercian_invasion,_and_forced_Penda,_the_pagan_king_of_Mercia,_into_an_alliance_against_Deira_and_Bernaccia._With_new_vigor_he_returned_to_his_foes,_devastated_their_armies_and_slaughtered_their_kings._He_even_captured_and_sacked_Eoferwic_in_633_AD._He_is_said_to_have_massacred_so_many_Angles_and_Saxons_that_everyone_believed_it_was_his_intention_to_exterminate_them_completely._Unfortunately_he_died_in_battle_the_next_year,_close_to_Hadrians's_Wall._What_a_pity._
str_npc12_home_description_2 Anyways,_the_fame_of_Urien_is_mostly_due_to_the_fact_that_his_victories_over_the_Angle_chieftains_are_celebrated_by_the_bard_Taliesin,_in_eight_songs_that_are_very_popular_in_almost_every_feast_and_tavern_of_Britannia_and_Hibernia._Maybe_someday_you_will_also_have_a_great_bard_composing_songs_about_your_amazing_victories.
str_npc13_home_description_2 The_High_King_of_Ireland_is_essentially_a_ceremonial,_weak_overlord_that_is_dependant_upon_the_other_petty_kings_of_Hibernia,_who_exercise_actual_power_only_within_the_realm_of_which_he_was_actually_king._But_the_actual_lords_of_Ui_Neill,_backed_by_the_historical_authority_of_Niall,_have_some_serious_intentions_of_governing_all_of_Ireland._Maybe_we_should_help_them._Or_stop_them._This_is_up_to_you.
str_npc14_home_description_2 Their_nobility,_of_which_I_am_also_part,_I_must_admit,_is_also_the_noblest_of_the_nobilities._This_is_because_all_of_us_have_at_least_one_drop_of_the_blood_of_the_nine_goddesses_that_bless_our_homeland_within_us._These_goddesses_are:_Anann,_Aine,_Grian,_Cliodhna,_Aimend,_Mor_Muman,_Bebinn,_Aibell,_and_the_infamous,_but_extremely_beautiful_Queen_Mongfind._Settle_here,_oh_valorous_one,_and_some_day_one_of_those_goddesses_might_come_to_your_bed_in_the_dark_of_the_night,_just_as_Mongfind_came_to_me_twelve_winters_ago.
str_npc15_home_description_2 So,_if_this_town,_or_any_other_Saxon_area_ever_becomes_yours,_I_would_strongly_suggest_the_employment_of_experienced_masons_and_architects_like_myself_and_some_others_to_fully_develop_the_lands_and_cities_of_your_realm.
str_npc16_home_description_2 This_unholy_site_is_commonly_associated_with_that_superstitious_pagan_feast_called_Samhain._The_ignorant_rabble_still_believes_that_during_this_time_the_gods_and_the_dead_walk_on_Earth_alongside_mortals._This_is_false,_of_course,_but_the_Devil_may_very_well_use_this_kind_of_belief_for_his_own_purposes._If_you_ever_rule_over_this_land,_I_recommend_that_you_destroy_Rath_Cruachan_and_level_it_to_the_ground.
str_npc_bashe_home_description_2 If_anyone_were_ever_to_unify_these_islands_of_ours,_I'd_eventually_return_to_my_birthplace,_get_a_small_house_and_a_nice_woman_to_raise_some_kids_of_my_own._But,_alas,_I_am_only_dreaming,_of_course.
str_npc_sange_home_description_2 If_anyone_were_ever_to_unify_these_islands_of_ours,_I'd_eventually_return_to_my_birthplace,_get_a_small_house_and_a_nice_woman_to_raise_some_kids_of_my_own._But,_alas,_I_am_only_dreaming,_of_course.
str_npc_paintrain_home_description_2 If_anyone_were_ever_to_unify_these_islands_of_ours,_I'd_eventually_return_to_my_birthplace,_get_a_small_house_and_a_nice_woman_to_raise_some_kids_of_my_own._But,_alas,_I_am_only_dreaming,_of_course.
str_npc_hammertime_home_description_2 Licidfelth_brings_me_bad_memories.
str_npc_tank_home_description_2 If_anyone_were_ever_to_unify_these_islands_of_ours,_I'd_eventually_return_to_my_birthplace,_get_a_small_house_and_a_nice_woman_to_raise_some_kids_of_my_own._But,_alas,_I_am_only_dreaming,_of_course.
str_npc_backwoodsharry_home_description_2 If_anyone_were_ever_to_unify_these_islands_of_ours,_I'd_eventually_return_to_my_birthplace,_get_a_small_house_and_a_nice_man_to_raise_some_kids_of_my_own._But,_alas,_I_am_only_dreaming,_of_course.
str_npc_deadeye_home_description_2 If_anyone_were_ever_to_unify_these_islands_of_ours,_I'd_eventually_return_to_my_birthplace,_get_a_small_house_and_a_nice_woman_to_raise_some_kids_of_my_own._But,_alas,_I_am_only_dreaming,_of_course.
str_npc_probulator_home_description_2 The_spearman_feeling_some_sort_of_obligation_to_my_father_took_me_in_and_offered_me_a_sort_of_training_in_the_ways_of_war,_as_apparently_the_man_was_of_drill_rank._I_felt_as_if_he_were_my_father_and_for_the_next_four_years_I_lived_and_learned_under_him,_becoming_a_confident_young_man._Once_again_tragedy_strook_as_a_cold_winter_swept_the_land_killing_my_beloved_patron_and_once_again_sentenced_me_to_the_streets._However_I_was_now_of_the_age_of_16,_battle_able_and_trained_in_the_way_of_war._I_went_to_a_tavern_and_found_there_a_leader_of_a_group_of_mercenaries_and_laymen_and_asked_to_join_them._And_now_I_am_here,_with_you.
str_npc_grim_home_description_2 After_the_battle,_the_leader_of_the_three_victors_could_not_secure_these_lands,_and_they_were_added_to_others'_lands.__I_have_heard_tell_that_the_dead_king's_bard_still_lives_in_the_wilderness_of_Cellidon_and_can_yet_be_found_there.
str_npc_enchantress_home_description_2 Having_grown_into_the_role_of_a_leader_of_free_men,_a_dauntless_warrior,_a_tactician,_and_a_horseman,_I,_Connor,_never_vowed_himself_to_any_one_lord_or_Kingdom._Our_enemies_was_united_against_us,_I_was_betrayed_and_they_ambushed_us,_my_enemies_killed_my_men_and_I_only_managed_to_escape._Now_I'm_here,_alone,_without_fame_or_honour,_and_with_the_guilt_of_having_failed_my_people.
