3604
qstr_Breaking_camp... Breaking_camp...
qstr_The_priest_is_happy_ The_priest_is_happy_about_donations,_but_clearly_is_annoyed_that_you_are_trying_to_buy_him_off._Perhaps_it's_time_to_let_it_go,_for_a_while.
qstr_You_are_now_a_pagan_ You_are_now_a_pagan,_a_follower_of_Odin_and_other_Norse_gods.
qstr_The_priest_is_happy_a The_priest_is_happy_about_being_paid_to_talk,_but_clearly_is_annoyed_that_you_are_trying_to_buy_him_off._Perhaps_it's_time_to_let_it_go_for_a_while.
qstr___The_abbot_looks_yo --The_abbot_looks_you_up_and_down,_unconvinced.--
qstr_Welcome_then._Listen Welcome,_then._Listen_to_me:_we_need_your_support.
qstr_In_nomine_pater_the_ In_nomine_pater,_the_jarl_insults_us_by_sending_a_pagan._Okay,_if_that's_how_he_wants_to_play_this..._Now,_listen.
qstr_Then_welcome_{player Then_welcome_{playername}._I'll_explain_what's_going_on.
qstr___The_abbot_after_ru --The_abbot,_after_rummaging_through_his_books,_draws_out_a_letter_to_show_you.--
qstr___The_document_seems --The_document_seems_quite_believable,_with_good_penmanship,_where_a_man_named_Frethwi_gives_the_monastery_several_parcels_of_land._It_is_signed_by_several_witnesses.--^^
qstr___You_look_at_the_te --You_look_at_the_text._It_is_all_very_nice,_with_the_letters_nicely_aligned,_but,_without_accompanying_illustrations,_you_do_not_understand_anything.--^^
qstr_Note_1:_You_chose_to Note_1:_You_chose_to_give_the_land_to_the_monastery_near_{s3}.
qstr_Note_1:_You_chose_no Note_1:_You_chose_not_to_give_the_land_to_the_monastery_near_{s3}.
qstr___The_abbot_opens_hi --The_abbot_opens_his_eyes_wide.--
qstr_Note:_You_returned__ Note:_You_returned_'The_Cathach_of_Colum_Cille'_to_Gleann_Da_Loch.
qstr_The_abbot_of_Finian_ The_abbot_of_Finian_told_you_that_Mael_Bresail,_his_patron,_is_in_{s3}_awaiting_your_news_about_Flaithbertach's_grandchildren.
qstr_So_you_re_{playernam So_you're_{playername}._I've_heard_about_you._Personally,_I_dislike_the_reports_of_your_sinfulness,_but_I_wasn't_the_one_making_the_decision._Here_is_one_thousand_peningas._Now_listen...
qstr_So_you_re_{playername So_you're_{playername}._I've_heard_about_you._You're_someone_who_loves_the_people_and_treats_others_with_kindness._You_deserve_this_one_thousand_peningas._Now_listen,_for_my_patron_has_a_mission_for_you...
qstr_So_you_re_{playername} So_you're_{playername}._I_cannot_deny_that_your_reputation_precedes_you._I_have_heard_of_you_from_many_travelers._For_better_or_worse,_you_seem_destined_to_leave_your_mark_on_the_world._Here_is_one_thousand_peningas._Now_listen,_for_my_patron_has_a_mission_for_you...
qstr_So_you_re_{playername}. So_you're_{playername}._I_do_not_know_much_about_you,_and_I'm_not_particularly_interested_to_learn._However,_my_patron_gave_me_a_list,_and_it_included_your_name._Here_is_one_thousand_peningas._Now_listen,_for_my_patron_has_a_mission_for_you...
qstr_The_abbot_of_Finian_h The_abbot_of_Finian_has_asked_you_travel_to_{s3}_and_kill_a_man_called_'The_Snake.'_Go_to_the_mead_hall_and_meet_him.
qstr_You_are_working_for_ You_are_working_for_the_anonymous_patron_of_the_abbot_of_Finian.
qstr_The_abbot_of_Finian_ha The_abbot_of_Finian_has_asked_you_travel_to_{s3}_and_learn_the_whereabouts_of_Flaithbertach's_grandchildren_from_the_mayor_called_Donngal.
qstr_The_abbot_of_Finian_has The_abbot_of_Finian_has_asked_you_travel_to_{s3}_and_investigate_what_kind_of_evil_is_attacking_fishermen._Enter_the_village_and_look_for_a_man_there_called_Caliacas.
qstr_You_have_finished_th You_have_finished_the_missions_given_to_you_by_the_abbot_of_Finian._It's_time_to_talk_with_Mael_Bresail,_his_patron,_who_is_awaiting_you_in_{s3}.
qstr_You_need_to_learn_th You_need_to_learn_the_location_of_Mael_Bresail,_but_the_abbot_of_Finian_refuses_to_give_it_to_you._Maybe_you_should_come_back_with_more_silver_or_increase_your_powers_of_persuasion_or_intimidation.
qstr_The_abbot_of_Finian_t The_abbot_of_Finian_told_you_that_Mael_Bresail_hides_in_Cornubia,_on_a_site_built_for_his_mother_near_{s3}.
qstr_The_abbot_of_{s3}_as The_abbot_of_{s3}_asked_you_to_bring_them_{reg33}_pallets_of_timber.
qstr_Of_course_my_{reg59? Of_course,_my_{reg59?daughter:son}._We_have_a_big_batch_of_our_wine.
qstr_We_have_some_wine_st We_have_some_wine_still_available.
qstr___A_huge_creature_is --A_huge_creature_is_looking_down_on_you,_seemingly_unintimidated_by_your_presence_or_your_equipment.--
qstr___You_see_a_short_th --You_see_a_short,_thin_man_with_a_strange_face_in_front_of_you.--
qstr___The_Swedish_Viking --The_Swedish_Viking_looks_you_up_and_down,_studying_you.--
qstr___The_man_flattening --The_man,_flattening_the_floor_with_his_feet,_suddenly_turns_towards_you_when_you_approach_him._At_first,_he_seems_surprised,_but_quickly_flashes_a_smile.--
qstr_I_was_just_leaving._ I_was_just_leaving._(Phlegmatic)
qstr_I_think_we_are_both_ I_think_we_are_both_too_old_for_games_like_this._(Melancholic)
qstr_Heh_I_ve_played_game Heh,_I've_played_games_with_worse_odds._Proceed._(Choleric)
qstr_Very_well_but_if_I_s Very_well,_but_if_I_solve_your_riddle_but_do_not_like_your_answers,_I'll_take_your_soul._(Sanguine)
qstr_When_you_open_your_e When_you_open_your_eyes_again,_you_receive_the_blessing_of_the_gods_and_goddesses._Maybe_this_is_just_your_imagination_but_you_feel_more_skillful_with_weapons.
qstr_When_you_open_your_ey When_you_open_your_eyes_again,_you_receive_the_blessing_of_the_gods_and_goddesses._Maybe_this_is_just_your_imagination_but_you_feel_more_attractive.
qstr_When_you_open_your_eye When_you_open_your_eyes_again,_you_receive_the_blessing_of_the_gods_and_goddesses._Maybe_this_is_just_your_imagination_but_you_feel_stronger.
qstr_When_you_open_your_eyes When_you_open_your_eyes_again,_you_receive_the_blessing_of_the_gods_and_goddesses._Maybe_this_is_just_your_imagination_but_you_feel_smarter.
qstr_When_you_open_your_eyes_ When_you_open_your_eyes_again,_you_receive_the_blessing_of_the_gods_and_goddesses._Maybe_this_is_just_your_imagination,_but_you_feel_more_agile.
qstr_You_open_your_eyes_a You_open_your_eyes_again,_but_nothing_happens._The_gods_do_not_accept_this_sacrifice.
qstr_An_old_Roman_at_{s3} An_old_Roman_at_{s3}_asked_you_bring_him_eight_sacks_of_wheat.
qstr_{!}payment_type_will {!}payment_type_will_be:_{reg7}
qstr_I_have_a_good_load_o I_have_a_good_load_of_mineral_available.
qstr_I_have_loads_of_both I_have_loads_of_both_mineral_and_stone_available.
qstr_I_have_a_good_load_of I_have_a_good_load_of_stone_available.
qstr_I_have_some_soapston I_have_some_soapstone_available.
qstr_I_have_loads_of_salt I_have_loads_of_salt_today.
qstr_Come_with_me._I_ll_s Come_with_me._I'll_show_you_what_we've_got.
qstr_I_have_some_salt. I_have_some_salt.
qstr_I_have_plenty_of_tim I_have_plenty_of_timber_available.
qstr_I_have_some_timber_a I_have_some_timber_available.
qstr_I_have_nice_cows_hug I_have_nice_cows,_huge_and_fat,_ready_to_sell_in_the_town._I'd_be_happy_to_sell_them_right_now.
qstr_I_have_raw_materials I_have_raw_materials_and_produce.
qstr_I_have_a_few_food_it I_have_a_few_food_items_for_sale.
qstr_I_am_the_reeve_of_th I_am_the_reeve_of_the_fort_of_{s9}._I_manage_the_affairs_of_the_fort_in_your_name,_my_{reg59?lady:lord}
qstr_I_am_the_reeve_of_the I_am_the_reeve_of_the_fort_of_{s9}._I_manage_the_affairs_of_the_castle_in_my_lord's_name.
qstr_Your_highness Your_highness
qstr_May_I_remind_you_tha May_I_remind_you_that_the_populace_is_paying_normal_taxes_to_you?
qstr_May_I_remind_you_that May_I_remind_you_that_the_populace_is_paying_low_taxes_to_you?_They_are_exceptionally_grateful_to_you.
qstr_May_I_remind_you_that_ May_I_remind_you_that_the_populace_is_paying_high_taxes_to_you?_Your_name_is_being_cursed_on_every_corner_and_at_every_market_stall.
qstr_Donngal_mayor_of_{s3 Donngal,_mayor_of_{s3},_wants_you_to_improve_relations_with_his_town_before_giving_you_information_about_Flaithbertach's_grandchildren._You_need_to_raise_relations_above_10_points.
qstr_Donngal_told_you_tha Donngal_told_you_that_Flaithbertach's_grandchildren_are_at_a_farm_near_{s3}._It's_time_to_return_with_the_news_to_the_abbot_and_collect_your_reward.
qstr_Note_1:_You_chose_to_ Note_1:_You_chose_to_kill_Flaithbertach's_grandchildren.
qstr_The_children_who_wil The_children_who_will_be_at_the_farm_will_be_slaves._Dongall_will_hide_Flaithbertach's_grandchildren_elsewhere.
qstr_Note_1:_You_chose_to_s Note_1:_You_chose_to_save_Flaithbertach's_grandchildren._You_instead_sacrificed_the_lives_of_other,_slave_children.
qstr_Dongall_will_remove_ Dongall_will_remove_Flaithbertach's_grandchildren_from_the_farm_near_Dinas_Bran,_so_when_the_murderers_come,_they_will_not_find_anyone._It_is_possible_that_this_will_put_you_at_odds_with_the_highest_power_in_Eriu,_but_you_are_willing_to_take_that_risk.
qstr_Note_1:_You_chose_to_sa Note_1:_You_chose_to_save_Flaithbertach's_grandchildren.
qstr__May_I_remind_you_th _May_I_remind_you_that_the_populace_is_paying_normal_taxes_to_you?
qstr__May_I_remind_you_tha _May_I_remind_you_that_the_populace_is_paying_low_taxes_to_you?_They_are_exceptionally_grateful_to_you.
qstr__May_I_remind_you_that _May_I_remind_you_that_the_populace_is_paying_high_taxes_to_you?_Your_name_is_being_cursed_on_every_corner_and_at_every_market_stall.
qstr_town town
qstr_village village
qstr_The_mayor_of_{s13}_h The_mayor_of_{s13}_has_asked_you_to_deal_with_looters_in_the_surrounding_countryside.
qstr_{s9}_of_{s3}_asked_y {s9}_of_{s3}_asked_you_to_deliver_{reg5}_units_of_{s6}_to_the_mead_hall_in_{s4}_in_7_days.
qstr_Escort_the_merchant_ Escort_the_merchant_caravan_to_the_town_of_{s8}.
qstr_Merchant_{s9}_of_{s4 Merchant_{s9}_of_{s4}_asked_you_to_hunt_down_the_troublesome_bandits_in_the_vicinity_of_the_town.
qstr_The_mayor_of_{s4}_ga The_mayor_of_{s4}_gave_you_{reg12}_peningas_to_pay_the_ransom_of_a_girl_kidnapped_by_bandits._You_are_to_meet_the_bandits_near_{s3}_and_pay_them_the_ransom_fee._After_that,_you_are_to_bring_the_girl_back_to_{s4}.
qstr_The_mayor_of_{s4}_pr The_mayor_of_{s4}_promised_you_{reg12}_peningas_if_you_can_make_sure_that_{s12}_and_{s13}_no_longer_pose_a_threat_to_a_peace_settlement_between_the_{s15}_and_the_{s14}._In_order_to_do_that,_you_must_either_convince_them_or_make_sure_they_fall_captive_and_remain_so_until_a_peace_agreement_is_made.
qstr_The_mayor_of_{s14}_h The_mayor_of_{s14}_has_asked_you_to_deal_with_a_group_of_bandits_terrorising_the_streets_of_{s14}._They_only_come_out_at_night,_and_only_attack_lone_travellers_on_the_streets.
qstr_The_mayor_of_{s10}_a The_mayor_of_{s10}_asked_you_to_move_a_cattle_herd_to_{s13}._You_will_earn_{reg8}_peningas_in_return.
qstr_Yes_{playername}_I_h Yes,_{playername},_I_have_a_delicate_task_to_ask_of_you._I_was_in_the_possession_of_a_wonderful_musical_instrument,_a_{s13},_which_was_made_by_one_of_the_greatest_artisans_of_yore,_{s50}_of..._well,_not_really_sure_where_he_was_from._Regardless,_it_looks_like_it_was_stolen_from_me_by_a_local_guard._He_went_into_hiding,_and_no_one_can_find_him._He's_probably_hiding_in_one_of_the_local_villages_nearby._If_you_return_{s13}_to_me,_I_will_reward_you_with_{reg33}_peningas.
qstr_{s10}^{s11} {s10}^{s11}
qstr_The_{s9}_of_{s3}_ask The_{s9}_of_{s3}_asked_you_to_recover_a_{s13}_stolen_from_him.^^Look_Into:^{s10}
qstr_Yes_{playername}_one Yes,_{playername},_one_of_the_merchants_here_is_looking_to_expand,_and_he_needs_some_stone_for_that._Unfortunately,_with_all_the_fighting_around,_bandits_and_all_that,_he_was_unable_to_procure_the_stone_at_the_acceptable_price._Perhaps,_you_can_go_to_the_nearest_stone_quarry_and_get_{reg33}_loads_of_stone?
qstr_Yes_{playername}_one_ Yes,_{playername},_one_of_the_merchants_here_had_an_unusually_high_demand_for_salt_lately,_and_he_is_running_low._Unfortunately,_with_all_the_fighting_around,_bandits_and_all_that,_his_last_shipment_never_arrived,_and_he_was_unable_to_procure_the_salt_at_the_acceptable_price._Perhaps,_you_can_go_to_the_nearest_salt_mine_and_get_{reg33}_loads_of_salt_for_him?
qstr_{s9}_of_{s3}_asked_yo {s9}_of_{s3}_asked_you_to_bring_{reg33}_loads_of_{s33}.
qstr___His_eyes_widen.__ --His_eyes_widen.--
qstr_He_has_killed_many_p He_has_killed_many_people,_but_he_also_killed_my_mother._I_need_to_find_him!_(Phlegmatic)
qstr_I_know_but_he_must_d I_know,_but_he_must_die!_He_is_my_mortal_enemy_now!_Where_is_Sven,_Thonkrik?_(Melancholic)
qstr_Sven_had_the_audacit Sven_had_the_audacity_to_attack_my_ship._He_will_pay_dearly!_Where_is_he?_(Choleric)
qstr_Sven_is_my_goal_now. Sven_is_my_goal_now._Anyone_who_gets_in_my_way_is_my_enemy!_Where_is_Sven?_(Sanguine)
qstr___He_looks_frightene --He_looks_frightened.--
qstr_Note_1:_Doccinga_fis Note_1:_Doccinga_fishermen_rescued_you_from_the_sea._Looks_like_you're_the_only_survivor._Sven_attacked_your_ship.
qstr_{s9}_told_me_that_{s {s9}_told_me_that_{s3},_jarl_of_{s1},_might_know_where_Sven_Bull_Neck_is.
qstr___He_rubs_his_hands_ --He_rubs_his_hands_nervously.--
qstr___He_points_to_the_s --He_points_to_the_sea,_where_you_can_distinguish_three_sails.--
qstr___He_seems_nervous_n --He_seems_nervous,_not_gesturing_with_hands.--
qstr_Thonkrik_from_{s3}_t Thonkrik_from_{s3}_told_you_that_{s9}_might_be_allied_with_Sven_Neck_Bull_in_his_attempt_to_capture_the_throne_of_Friese.
qstr_Note_4:_You_chose_to_ Note_4:_You_chose_to_kill_the_Viking_prisoner_in_{s3}.
qstr_Note_4:_You_chose_to_s Note_4:_You_chose_to_spare_the_life_the_Viking_prisoner_in_{s3}.
qstr_Note_2:_The_Viking_p Note_2:_The_Viking_prisoner_in_{s3}_told_you_there_were_other_survivors_of_the_attack_on_the_Woden_Ric._They_seem_to_have_been_taken_to_a_hideout_that_Sven_Bull_Neck_has_in_Danmark.
qstr_{s11}_told_me_that_I {s11}_told_me_that_I_have_a_boat_waiting_for_me_at_a_beach_near_to_Doccinga._The_only_condition_is_to_take_his_daughter_with_me._It's_time_to_leave_Friese.
qstr__May_I_remind_you_that_ _May_I_remind_you_that_currently_we_are_paying_medium_taxes_to_your_{reg59?ladyship:lordship}?
qstr__May_I_remind_you_that_c _May_I_remind_you_that_currently_we_are_paying_low_taxes_to_your_{reg59?ladyship:lordship}?_We_are_infinitely_grateful_for_such_generosity.
qstr__May_I_remind_you_that_cu _May_I_remind_you_that_currently_we_are_paying_high_taxes_to_your_{reg59?ladyship:lordship}?_Many_people_are_cursing_you_for_your_greed.
qstr_Old_gods?_This_is_a_ Old_gods?_This_is_a_concern._I_have_never_faced_any_'god'_before._(Phlegmatic)
qstr_Tell_me_more_about_t Tell_me_more_about_these_'gods'_and_how_are_they_watching_you._(Melancholic)
qstr_Look_at_me._I_m_here Look_at_me._I'm_here_with_you,_listening,_Caliacas._Tell_me_more_about_those_'gods'_that_watching_you._(Choleric)
qstr_Come_on_man_no_need_ Come_on_man,_no_need_to_be_sad._Now_I'm_here,_and_I'll_take_care_of_this_problem._Tell_me,_who_is_watching_you?_(Sanguine)
qstr_Demons?_This_could_b Demons?_This_could_be_a_serious_problem,_indeed._(Phlegmatic)
qstr_I_sure_hope_I_am_rea I_sure_hope_I_am_ready_to_face_a_'demon.'_(Melancholic)
qstr_Morrigan_is_a_pretty Morrigan_is_a_pretty_name,_even_for_a_'demon.'_(Choleric)
qstr_Tuatha_De_Danann?_I_ Tuatha_De_Danann?_I_have_no_fear_of_'demons.'_(Sanguine)
qstr_Caliacas_told_you_th Caliacas_told_you_that_the_evil_attacking_them_is_an_ancient_demon_called_Morrigan,_the_Raven_Goddess,_who_leads_a_bunch_of_beasts._You've_discovered_that_you're_not_the_only_hero_destined_to_defeat_Morrigan,_and_have_to_meet_the_other_two_in_the_burnt_hut_of_the_old_man_who_worshiped_the_old_gods.
qstr_It_seems_that_there_ It_seems_that_there_is_no_problem_in_the_village._It_was_all_a_false_alarm._Now_you_just_have_to_wait_for_the_messenger_from_the_two_champions.
qstr_{s40}_s_Levy {s40}'s_Levy
qstr_He_is_not_commanding He_is_not_commanding_any_men_at_the_moment.
qstr_He_currently_command He_currently_commands_{reg0}_men{reg1?,_of_which_around_{reg1}_are_wounded:}.
qstr_{s33}_lost_1_point_o {s33}_lost_1_point_of_leadership
qstr_{s33}_lost_1_point_of {s33}_lost_1_point_of_charisma
qstr_{s33}_didn_t_suffer_ {s33}_didn't_suffer_any_injuries
qstr_I_am_the_leader_of_t I_am_the_leader_of_this_area._It_was_smart_for_you_to_ask_me.
qstr_Looking_for_men_who_ Looking_for_men_who_are_willing_to_risk_their_skin_for_glory_and_wealth,_eh?
qstr_Interesting._You_re_ Interesting._You're_looking_for_men_and_I,_by_coincidence,_know_people_in_the_area.
qstr_You_don_t_trust_me._I You_don't_trust_me._I_understand._I_may_be_new_here,_but_I_am_a_good_person._(Phlegmatic)
qstr_I_don_t_like_what_yo I_don't_like_what_you_say._I_came_here_to_recruit._Why_waste_my_time?_(Melancholic)
qstr_Believe_me_I_have_li Believe_me,_I_have_little_patience._We_can_do_things_the_easy_way,_or_the_hard_way._(Choleric)
qstr_I_see._Well_you_look I_see._Well,_you_look_like_someone_reasonable._Let's_negotiate..._(Sanguine).
qstr_You_a_good_person?_H You,_a_good_person?_Ha!_Your_reputation_says_otherwise._Very_much_so.
qstr_I_see_where_you_are_ I_see_where_you_are_going._Well,_I'd_rather_deal_with_you_now_than_lose_sleep_waiting_for_you_to_kill_me._Your_reputation_is_completely_justified.
qstr_I_understand_for_you I_understand,_for_your_reputation_precedes_you._I'd_rather_negotiate_than_be_your_enemy.
qstr_There_is_no_negotiat There_is_no_negotiation_between_the_cat_and_the_rat.
qstr_I_see_you_look_like_ I_see,_you_look_like_a_decent_person._Let's_talk.
qstr_It_is_you_who_wastes It_is_you_who_wastes_my_time_and_patience.
qstr_You_ll_get_nothing_w You'll_get_nothing_with_threats.
qstr_Very_well._Let_s_sta Very_well._Let's_start_the_negotiation.
qstr_I_don_t_trust_you._S I_don't_trust_you._Stop_wasting_my_time.
qstr_I_see_where_you_are_g I_see_where_you_are_going._Well,_I'd_rather_deal_with_you_now_than_lose_sleep_waiting_for_you_to_kill_me.
qstr_Yes_yes_I_got_it._Yo Yes,_yes,_I_got_it._Your_way_or_your_way.
qstr_Negotiation?_Ha!_Fin Negotiation?_Ha!_Find_yourself_a_friend,_for_you_can't_count_me_as_one!
qstr_I_see_you_look_like_s I_see,_you_look_like_someone_with_a_silver_tongue._Well,_let's_talk.
qstr_Yes_I_must_admit_you Yes,_I_must_admit_you're_right.
qstr_Interesting._Seems_I Interesting._Seems_I'm_not_talking_to_an_idiot.
qstr_From_this_moment_on_ From_this_moment_on,_you_may_recruit_in_this_village.
qstr_The_elder_of_the_vil The_elder_of_the_village_of_{s3}_asked_you_to_bring_them_{reg5}_sacks_of_wheat.
qstr_The_elder_of_the_vill The_elder_of_the_village_of_{s3}_asked_you_to_capture_and_bring_{reg5}_women_to_them_(as_prisoners).
qstr_I_see_your_problem_b I_see_your_problem,_but_wouldn't_it_be_unfair_to_those_women?
qstr_Hmmm_why_can_t_your_ Hmmm,_why_can't_your_men_marry_women_from_a_nearby_village?
qstr_Your_men_should_real Your_men_should_really_learn_how_to_control_their,_errr..._instincts.
qstr_Your_men_should_take Your_men_should_take_matters_into_their_own_hands,_don't_you_think?
qstr_Interesting_problem_ Interesting_problem,_and_even_more_interesting_solution...
qstr_Lonely_men_and_lack_ Lonely_men_and_lack_of_women?_Looks_like_I'm_not_the_only_one...
qstr_Huh_poor_boys_have_t Huh,_poor_boys_have_to_show_off_and_no_one_is_paying_attention...
qstr_I_can_sympathize_wit I_can_sympathize_with_your_men._Your_proposal_sounds_intriguing.
qstr_Your_men_are_patsies Your_men_are_patsies,_but_glorious_{playername}_is_always_up_to_the_challenge!
qstr_Unfair_you_say?_But_ Unfair_you_say?_But_our_men_are_hard_working_and_well_off,_not_some_kind_of_drunks._If_you_take_these_women_from_a_poor_village,_or_find_some_refugees,_you_in_fact_will_be_doing_them_a_favor._A_good,_caring_husband,_plenty_of_food,_and_a_warm_house._What_more_could_a_good_wife_possibly_need?
qstr_Well_it_s_a_long_sto Well,_it's_a_long_story._Let's_just_say_our_relations_aren't_that_great,_given_their_past_transgressions._Our_men_will_be_ridiculed_if_they_attempt_to_court_any_of_those_ladies._I_can't_allow_my_men_to_be_humiliated,_especially_by_the_indolent_louts_inhabiting_that_place!
