stringsfile version 1
3761
str_no_string {!}NO_STRING!
str_npc7_home_description The_Kingdom_of_Alban_is_simply_a_merger_of_two_people:_the_Dal_Riata,_people_who_migrated_generations_ago_from_Hibernia,_and_us_Picts._Our_nobles_and_kings_have_become_so_mixed_that_we_are_now_one_kingdom._The_common_people_have_their_differences_yet,_for_there_are_many_years_of_war_between_us.
str_npc8_home_description Frisians_are_a_reserved_people._They_like_to_be_left_alone_to_their_affairs,_and_the_Danish_are_better_lords_than_the_Franks._As_long_as_we_pay_taxes_and_accept_their_authority,_they_leave_us_alone.
str_npc9_home_description The_kings_of_East_Engle_are_from_the_Wuffing_dynasty,_descended_from_the_legendary_king_Wuffa._Their_origins_lie_with_the_Geats,_as_in_the_tale_of_Beowulf._They_were_the_most_powerful_of_the_Anglo-Saxon_kingdoms_back_in_the_day,_but_not_any_more._Now_they_are_just_servants_of_the_Danish.
str_npc10_home_description Here_once_stood_Londinium,_the_Roman_capital_of_Britannia._Lundenwic_lies_very_close_to_the_ruins_of_Londinium,_of_which_now_remains_a_fort_usually_called_Lundenburh._Its_name_means_'trading_town_of_Londinium,'_or_simply,_as_we_Saxons_say,_'London.'
str_npc11_home_description I'm_from_here,_you_know._I_think_I_have_managed_to_become_such_a_fine_warrior_by_your_side_because_war_runs_thick_in_the_blood_of_every_man_and_woman_of_Northvegr._These_are_times_of_war_in_this_land._The_jarls_fight_each_other_constantly.
str_npc12_home_description Heidabyr_is_not_the_oldest_site_in_Danmark,_but_it_is_becoming_important._Actually,_it_was_founded_a_few_generations_ago_by_Rerik_merchants._The_fled_here_when_their_city_was_destroyed_by_King_Gotrik.
str_npc13_home_description While_the_Danes_and_Norwegians_focus_on_the_west,_the_Svia_look_east_to_the_land_of_the_Slavs_and_beyond,_even_to_the_rich_trading_city_of_Mikligard.
str_npc14_home_description This_is_the_home_of_the_best_bards_from_these_lands._Even_small_boys_and_girls_from_this_kingdom_sing_better_than_the_bards_from_the_rest_of_world._Many_of_the_people_also_respect_the_old_traditions_and_gods,_and_thus_Munster_is_the_most_prosperous_land_in_all_of_Eriu.
str_npc15_home_description Hordaland_is_one_of_the_small_kingdoms_in_Northvegr._It_is_led_by_Eirik_Konungr,_who_was_my_master._I_know_him_well._He's_a_tough_man,_violent_and_loving_nothing_more_than_the_independence_of_his_kingdom._So_he_doesn't_like_the_vow_of_Harald_Tanglehair_to_unify_Northvegr_under_one_king.
str_npc16_home_description Witan_Ceaster_is_the_capital_of_the_Saxons_of_West_Seaxe._West_Seaxe_is_now_the_most_powerful_kingdom_in_Britannia_or_Englaland,_as_our_land_is_called._With_Mierce_weakened,_West_Seaxe_is_the_only_kingdom_that_can_stop_the_Danish.
str_npc1_home_description_2 Since_then,_it_has_passed_from_father_to_son._My_father,_the_old_Roman_that_you_met,_is_called_Caio._The_name_will_not_be_lost,_for_all_my_brothers_are_also_called_Caio._My_mother_called_us_Caio_Maior,_Caio_Secundo,_and_Caio_Minor_in_order_to_distinguish_us.
str_npc2_home_description_2 Someday_I'll_buy_a_farm_near_Ribe._I_will_marry_two_or_three_women_and_dedicate_myself_to_making_children._Or_maybe_not._I_may_soon_get_bored_of_it...
str_npc3_home_description_2 But_now_it_seems_that_the_Danish_may_be_worse,_in_fact,_than_the_Franks._Many_Frisians_have_rebelled_against_their_dominion._The_Danish_are_people_who_take_what_they_want,_regardless_of_who_is_harmed,_and_they_value_their_strength_above_our_laws._I_hate_them!_They_made_me_a_slave!
str_npc4_home_description_2 The_truth_is_that,_for_many_Gaels,_to_become_Scots_was_a_way_out_of_poverty,_especially_in_such_a_closed_society_like_Eriu._We_joined_a_brotherhood_and_threw_ourselves_to_the_dangers_of_the_sea._Looting_and_robbery_were_our_ways._It_was_not_very_different_from_what_others_are_doing_today,_but_we_were_never_as_bloody_as_the_Norwegians.
str_npc5_home_description_2 We_only_have_the_memories_and_history._Do_you_know_that_Din_Tagell_was_the_place_where_they_say_the_man,_Arthur,_whom_the_bards_sing_about,_was_born?
str_npc6_home_description_2 The_Jutes_conquered_this_land_from_the_Britons_after_Rome_left_Britannia._Curiously,_the_Danish,_who_are_the_Jutes'_relatives,_or_perhaps_their_descendants,_are_now_their_enemies_and_attack_this_land._I_remember_long_afternoons_with_the_Saxon_scholar,_an_old_man_named_Bedda,_who_informed_me_of_this_part_of_the_world_and_prepared_me_for_my_trip.
str_npc7_home_description_2 The_Picts_are_fine_shepherds_and_hunters,_but_these_Dal_Riata_are_a_clan_of_pirates,_Scots._But_I_should_not_say_that,_since_we_are_now_fighting_on_the_same_side_and_for_the_king_himself.
str_npc8_home_description_2 Many_of_us_prefer_our_own_government,_without_the_interference_from_either_the_Franks_or_Danish,_but_this_is_impossible_as_long_as_we_are_divided_and_unable_to_raise_an_army._Our_aethelings,_our_noblemen,_prefer_to_serve_the_Danish._Without_an_aetheling_to_lead_us,_the_frilings,_the_freemen,_are_unable_to_organize._Perhaps_our_fate_is_to_be_dominated_by_other_people_forever.
str_npc9_home_description_2 They_harbor_a_great_hatred_against_the_rival_kingdoms._Curiously_enough,_their_territory_is_one_of_the_few_parts_of_Britannia_where_rainfall_is_sparse_and_the_climate_is_dry._I_am_not_really_sure_if_you_will_ever_want_to_fight_their_warriors_for_such_a_piece_of_land._I_don't_think_it'd_be_worth_it.
str_npc10_home_description_2 The_mouth_of_the_river_Fleet_serves_Lundenwic_as_a_harbour_for_both_trade_and_fishing._Merchants_from_all_the_nations_of_Europe_are_slowly_flocking_to_Lundenwic_in_search_of_good_commercial_opportunities._And_here,_the_old_gods_are_still_very_well_respected,_but_I_should_not_say_any_more_about_that...
str_npc11_home_description_2 A_young_lord_from_Tunsberg,_Harald_Tanglehair,_intends_to_rule_over_all_Northvegr._He_is_smart_and_ruthless_--_like_you,_{reg59?my_pretty:handsome}!_Then,_he_says,_he_will_finally_comb_his_head_and_marry_Gyda_Eiriksdottir,_but_of_course_he'd_have_to_kill_her_father_first._Anyway,_Tunsberg_is_an_important_center_of_commerce,_and_I'm_sure_you'll_find_many_trade_goods_and_news_from_all_over_the_world._Shall_we_go?
str_npc12_home_description_2 I_am_sure_that_King_Gotrik's_name_sounds_familiar_to_you,_no?_He_was_a_famous_man_because,_fearing_an_invasion_of_the_Franks_from_the_south,_he_built_an_enormous_structure_to_defend_Danmark._We_called_it_the_Danavirki._It_is_an_important_linear_defensive_earthwork_constructed_across_the_neck_of_the_Danmark_peninsula.
str_npc13_home_description_2 Anyway,_I_will_not_bore_you_with_long_talks._We_could_talk_until_the_time_that_Midgardr_ends_and_Ragnarok_comes,_ha!
str_npc14_home_description_2 Their_nobility,_of_which_I_am_also_part,_I_must_admit,_is_also_the_noblest_of_the_nobilities._This_is_because_all_of_us_have_at_least_one_drop_of_the_blood_of_the_nine_goddesses_that_bless_our_homeland_within_us._These_goddesses_are:_Anann,_Aine,_Grian,_Cliodhna,_Aimend,_Mor_Muman,_Bebinn,_Aibell,_and_the_infamous,_but_extremely_beautiful_Queen_Mongfind._Settle_here,_oh_valorous_one,_and_someday_one_of_those_goddesses_might_come_to_your_bed_in_the_dark_of_the_night,_just_as_Mongfind_came_to_me_twelve_winters_ago.
str_npc15_home_description_2 Eirik_is_the_father_of_Gyda,_the_beautiful_girl_who_put_the_thought_of_unifying_Northvegr_in_Harald's_head._Now_the_silly_boy_will_not_allow_comb_to_touch_his_head_until_he_wins_her_hand._She's_a_regular_Helen_of_Troy._Perhaps_you_should_go_there_to_see_her_for_yourself.
str_npc16_home_description_2 I_grew_up_in_Witan_Ceaster,_played_in_its_muddy_streets_when_not_forced_to_study,_and_I_loved_running_around_the_stalls_when_we_went_to_the_market._Witan_Ceaster_was_an_important_town_in_Roman_times,_I_read,_but_it_was_almost_abandoned_later_until_King_Cenwalh_built_its_first_church._He_was_also_the_king_who_brought_Christianity_to_West_Seaxe,_for_which_he_repudiated_his_first_wife,_the_sister_of_pagan_King_Penda_of_Mierce.
str_npc1_home_recap I'm_from_near_Hadrian's_Wall,_where_I_lived_in_a_cave.
str_npc2_home_recap I_was_born_in_Ribe,_in_Danmark._I'm_a_warrior,_the_son_of_a_king_and_a_slave.
str_npc3_home_recap I_used_to_live_as_a_slave_in_{s20},_but_I_spent_my_childhood_in_Doccinga,_where_I_was_really_happy._I_just_hope_my_father,_Thonkrik,_does_not_think_badly_of_me,_as_I_have_had_to_live_as_a_slave..._They_would_have_killed_me_if_I_had_not_obeyed_the_jarl's_orders._A_parent_should_never_know_how_low_his_children_have_fallen.
str_npc4_home_recap I_am_a_Scot_and_a_Dal_Riata.
str_npc5_home_recap I_was_born_in_Cornubia,_but_have_been_forever_exiled_from_my_homeland._Only_with_your_shield_wall_am_I_allowed_to_travel_there_--_without,_that_is,_using_a_disguise.
str_npc6_home_recap I_am_from_Cantabria,_in_the_Kingdom_of_Asturias,_as_you_know._It_is_in_the_north_of_Hispania._We_are_warlike_people_who,_when_not_killing_Muslims,_are_dedicated_to_killing_each_other,_supporting_one_king_or_another._Our_current_king_is_Aldefonsus,_son_of_Ordonius._Ordonius_was_a_good_king,_but_he_died_recently._I_hope_his_son_is_a_worthy_successor.
str_npc7_home_recap I_was_born_in_Dun_Taruo,_in_the_Kingdom_of_Alban.
str_npc8_home_recap I_was_born_in_Friese_and_never_thought_I_would_leave_it._My_father_was_a_friling,_a_free_man_with_a_plot_of_land._I_inherited_the_land_but_sold_it_when_my_family_all_died._Now_I_have_nothing_but_the_strength_of_my_hands.
str_npc9_home_recap I_am_from_the_continent,_and_my_people_call_themselves_Franks.
str_npc10_home_recap I_am_a_Saxon,_not_an_Angle,_from_Lundenwic.
str_npc11_home_recap Why,_{reg59?my_pretty:handsome}?_I_am_from_Tunsberg,_in_Northvegr.
str_npc12_home_recap I_am_the_younger_son_of_a_hersir_in_Odinsve._I_traveled_to_Frankia_and_Rome_in_search_of_medical_lore.
str_npc13_home_recap I_am_a_Svia._My_people_are_destined_to_reign_over_all_the_east._The_Danish_will_be_destroyed_quickly_if_their_kings_still_covet_our_land.
str_npc14_home_recap Oh,_from_the_most_magnificent_region_of_Mhumhain,_in_the_southern_part_of_Hibernia,_land_of_bards_and_goddesses.
str_npc15_home_recap I_come_from_Konstantinoupolis,_the_most_beautiful_and_largest_city_in_the_world._The_largest_towns_here_are_but_small_villages_compared_to_Konstantinoupolis._Heck,_one_could_practically_fit_in_the_Hagia_Sofia,_the_main_church_there._You_should_travel_there_someday.
str_npc16_home_recap I_lived_in_Witan_Ceaster_for_many_years._That_city_brings_back_great_memories,_but_I_know_my_place_is_not_there.
str_npc1_honorific Warlord
str_npc2_honorific {reg59?Madame:Sir}
str_npc3_honorific {reg59?Madame:Sir}
str_npc4_honorific {reg59?Madame:Sir}
str_npc5_honorific {reg59?Madame:Sir}
str_npc6_honorific Dux
str_npc7_honorific Leader
str_npc8_honorific {playername}
str_npc9_honorific My_good_{reg59?lady:sir}
str_npc10_honorific Dryhten
str_npc11_honorific {reg59?My_pretty:Handsome}_--_I_mean_warlord
str_npc12_honorific Warlord
str_npc13_honorific Warlord
str_npc14_honorific Captain
str_npc15_honorific Strategos
str_npc16_honorific {reg59?Madame:Sir}
str_npc1_kingsupport_1 That's_a_great_idea,_Warlord._All_these_men_and_landed_nobles_who_rule_now,_with_their_prisons_and_gibbets_and_scaffolds,_whip,_brand_or_hang_any_man_who_might_be_driven_by_the_crying_of_his_children_to_steal_a_loaf_of_bread,_or_maybe_a_horse._This_land_deserves_something_better.
str_npc2_kingsupport_1 Well,_warlord,_I'd_support_you._I_think_you'd_give_this_world_the_kind_of_enlightened_rule_that_it_has_long_needed.
str_npc3_kingsupport_1 Well,_my_{reg59?lady:lord},_I_would_worry_for_you._Our_histories_tell_us_that_power_tends_to_corrupt,_but_in_the_end,_I_am_comforted_by_the_mercy_and_judgment_you_have_shown_as_lord_of_this_shield_wall.
str_npc4_kingsupport_1 I_think_that_you_would_be_the_kind_of_{reg59?queen:king}_that_well-born_warriors_such_as_I_would_be_proud_to_follow_into_battle.
str_npc5_kingsupport_1 A_fine_idea!_You_have_shown_that_you_know_how_to_govern_men._Mind_that_you_govern_them_justly,_though...
str_npc6_kingsupport_1 I_cannot_judge_the_legal_merits_of_your_claim._However,_I_think_that,_unlike_the_other_kings_here,_you_have_the_capacity_to_unify_this_land._That_would_put_a_stop_to_these_endless_wars_between_kingdom_and_kingdom,_noble_and_noble,_and_brother_and_brother,_that_have_brought_us_all_into_disgrace_in_the_eyes_of_the_gods.
str_npc7_kingsupport_1 Aye,_you'll_do_well._You_know_how_to_treat_trackers,_Picts,_and_women.
str_npc8_kingsupport_1 The_Saga_of_Beowulf_tells_us_that_a_man_who_does_deeds_greater_than_those_of_the_other_men_of_his_time_may_claim_a_throne_for_himself._I'd_say_that_you_could_make_that_claim.
str_npc9_kingsupport_1 Very_good,_Dryhten._I'm_a_Frank_by_blood,_but_Dagobert_didn't_support_me_when_I_was_cheated_of_my_inheritance._So_I_don't_owe_him_anything,_and_I_would_be_more_than_happy_to_have_you_as_my_{reg59?queen:king}.
str_npc10_kingsupport_1 Well,_warlord,_I_suppose_Englaland_really_needs_a_powerful_king._The_Welsh_and_Angles_are_but_weaklings_and_idiots,_while_the_Saxons,_incomprehensibly,_can't_seem_to_unite_to_conquer_the_whole_land.
str_npc11_kingsupport_1 Why,_that's_a_fine_idea,_{reg59?my_pretty:handsome}!_I_suppose_I_shall_have_to_learn_to_call_you_'King'_or_'Konungr,'_then..._Which_I'd_be_more_than_happy_to_do_if_you_called_me_'Royal_{reg59?Companion:Consort}.'
str_npc12_kingsupport_1 I_am_sure_that_you_would_make_a_fine_king,_warlord._I_flatter_myself_that_I_am_a_good_judge_of_character,_and_you_have_demonstrated_a_capacity_for_compassion_that_far_exceeds_that_of_these_others_who_call_themselves_monarchs.
str_npc13_kingsupport_1 Well,_{reg59?madame:sir},_the_heavens_have_instituted_a_hierarchy_in_this_world._Normally,_I_would_have_no_truck_with_usurpation,_but_I_also_think_that_the_kings_of_this_land_are_a_weak_and_sorry_lot,_not_worthy_the_name_of_king._Circumstance_leaves_the_crown_free_to_be_taken_by_a_better_ruler,_such_as_you.
str_npc14_kingsupport_1 That_would_be_a_fine_thing,_{reg59?my_lady:sir}!_Many_are_the_tales_of_kings_that_proved_their_worthiness_to_wear_a_crown_through_valor_and_courage._Perhaps_you_know_the_tale_of_Cu_Chulainn,_whose_bravery_and_feats_of_arms_are_unparalleled_in_Hibernia_and_Britannia._A_splendid_tale!
str_npc15_kingsupport_1 Well,_you_pay_your_men_on_time,_when_you_can,_generally_speaking._That's_the_best_qualification_for_kingship_there_is,_in_my_book._You_also_show_some_respect_for_the_rights_of_others.
str_npc16_kingsupport_1 It_seems_to_me_that_you_hear_my_words_and_that_your_soul_stirs_before_Christ's_teachings._Yes,_I_am_sure_that_God_not_only_approves_but_is_planning_your_ascension_as_a_rightful_king_over_the_sinful_people_of_these_lands.
str_npc1_kingsupport_2 Sure_would,_warlord,_but_let_me_tell_you_what_might_bring_others_to_your_cause_--_particularly_us_poor_folk._They_tell_us_that_in_the_old_days,_the_great_Roman_lords_--_they_were_called_governors,_or_maybe_senators,_I_can't_remember_--_would,_upon_ascending_to_power,_issue_amnesty_for_all_but_the_worst_prisoners_in_the_land's_dungeons,_giving_people_a_second_chance_to_make_something_of_themselves.
str_npc2_kingsupport_2 Most_of_the_lords_of_this_land,_well,_let's_just_say_that_they_never_held_a_pening_that_they_didn't_keep_as_rent_or_loot._You,_on_the_other_hand,_have_some_experience_of_commerce_and_trade,_due_to_acting_as_warlord_and_managing_your_domains._If_you_like,_warlord,_I_reckon_I_could_find_some_support_for_you_among_the_men_of_this_realm.
str_npc3_kingsupport_2 I_would,_my_{reg59?lady:lord},_but_I_would_ask_you_to_establish_at_least_a_minimal_amount_of_rights_for_slaves._They_need_to_be_protected_from_further_abuse._You_know_I_was_a_slave,_and_we_are_the_most_abused_people_in_the_land._Slaves_really_need_to_be_protected_by_a_rightful_and_fair_ruler.
str_npc4_kingsupport_2 Of_course,_warlord._The_trick_is_now_to_get_others_to_follow_you._As_you_know,_one's_lineage_is_a_great_determinant_of_one's_worthiness._Perhaps_you_have_a_long-lost_ancestor_of_whom_you_have_not_told_me...
str_npc5_kingsupport_2 I_would,_but_there_is_something_I_should_say_on_behalf_of_men_that_have_been_wronged_like_I_have._There_must_be_a_way_for_feuding_nobles_to_have_their_disputes_resolved_without_bloodshed._I_lost_everything_I_cherished_in_life_because_the_only_honorable_option_my_king_had_left_me_was_to_murder_my_enemies._There_should_be_some_kind_of_law,_some_kind_of..._common_law,_to_settle_this_kind_of_feud,_or,_maybe,_any_kind_of_dispute._That_law_would_be_based_on_the_uses_and_customs_of_the_land.
str_npc6_kingsupport_2 I_would._I_would_tell_anyone_who_listens_of_your_deeds_on_behalf_of_the_weak_and_helpless_and_of_your_ability_to_lead_men_against_great_odds_and_triumph._I_would_tell_them_that,_if_you_were_to_become_{reg59?queen:king},_there_would_be_one_law_and_one_peace_--_from_the_Pictish_highlands_to_the_Goidelic_woods,_from_the_lowlands_to_the_southern_shore._But_you_must_have_the_goal_to_go_further_and_reunite_what_was_once_a_glorious_empire,_to_rival_that_of_Rome.
str_npc7_kingsupport_2 Yes,_warlord,_I_would._A_{reg59?queen:king}'s_duty_is_to_adequately_respect_all_men_and_women_that_serve_under_{reg59?her:his}_banner._You_have_proven_more_than_able_to_do_this,_for,_to_you,_the_hunter_and_the_tracker,_the_woman_and_the_Pict,_are_as_important_as_the_warrior_and_the_soldier,_as_the_man_and_the_Briton.
str_npc8_kingsupport_2 I_would_--_on_one_condition._You'd_be_king_wherever_you_want_to_rule,_but_after_you_are_installed_in_your_hall_and_your_rule_is_unchallenged_throughout_the_land,_you_will_help_me_to_free_Friese.
