str_yes|是 
str_npc11_kingsupport_objection|我 聽 說 隊 伍 裡 有 人 要 出 去 傳 頌 有 關 你 榮 耀 和 名 聲 的 故 事 了 。 我 認 為 你 弄 錯 人 了 ， 很 明 顯 我 是 隊 伍 裡 面 最 好 的 詩 人 。 我 的 聲 音 ， 我 作 為 女 吟 游 詩 人 的 名 聲 ， 將 為 你 打 開 人 們 夢 寐 以 求 的 王 宮 大 門 。 
str_npc12_kingsupport_objection|長 官 ， 我 聽 說 你 要 從 大 伙 裡 面 選 個 僧 侶 去 充 當 某 種 使 者 。 傳 教 士 是 徹 頭 徹 尾 的 瘋 子 、 狂 熱 分 子 。 他 告 訴 過 我 當 你 的 王 國 建 立 起 來 後 ， 會 禁 止 一 切 的 醫 學 研 究 ， 他 聲 稱 這 是 舊 約 的 旨 意 。 如 果 你 聽 從 了 他 的 建 議 ， 世 界 將 會 陷 入 因 無 知 和 恐 懼 而 產 生 的 黑 暗 時 代 。 我 說 的 就 這 麼 多 了 。 
str_npc13_kingsupport_objection|我 聽 說 你 讓 別 人 向 大 家 宣 布 ， 你 取 得 王 位 後 會 把 這 片 土 地 上 的 所 有 流 氓 都 放 出 來 。 真 是 個 愚 蠢 的 主 意 啊 …人 必 須 得 處 於 管 理 監 督 之 下 ， 必 要 的 時 候 可 以 用 鞭 子 、 鎖 鏈 和 套 鎖 來 管 教 。 我 敢 保 證 你 當 上 {reg59?女 王 :國 王 }之 後 會 發 現 ， 情 況 會 萬 分 的 棘 手 。 
str_npc14_kingsupport_objection|我 聽 說 你 把 蘇 維 格 派 出 去 散 播 一 些 令 人 惱 火 的 內 容 ， 破 壞 這 片 土 地 上 所 有 人 民 視 若 珍 寶 的 東 西 ， 譴 責 老 國 王 們 通 過 謀 殺 篡 位 的 行 為 。 隊 長 ， 我 知 道 對 於 一 名 吟 游 詩 人 來 說 ， 人 們 得 有 能 夠 效 仿 的 英 雄 和 能 夠 拿 來 追 憶 的 黃 金 時 代 。 難 道 你 要 建 立 一 個 充 斥 著 學 者 和 犬 儒 的 國 度 嗎 ？ 我 覺 得 這 真 是 無 聊 透 頂 了 。 
str_npc15_kingsupport_objection|我 理 解 你 把 別 人 派 出 去 散 播 你 會 是 新 的 「 島 上 霸 主 」 的 瘋 話 。 我 只 想 說 ， 你 作 為 一 名 有 教 養 的 人 ， 卻 訴 諸 於 傳 說 和 迷 信 來 達 到 你 的 目 的 ， 這 讓 我 感 到 不 安 。 村 莊 的 男 男 女 女 都 是 朝 三 暮 四 的 人 。 現 在 的 話 ， 可 能 一 名 好 名 聲 的 占 星 家 推 演 出 的 星 象 會 告 訴 你 一 些 有 用 的 信 息 ， 但 在 我 們 這 個 恐 懼 和 無 知 的 年 代 這 很 難 得 。 
str_npc16_kingsupport_objection|我 聽 說 阿 斯 比 恩 離 開 隊 伍 去 對 他 的 人 民 唱 些 誘 人 的 歌 謠 了 ， 說 你 會 交 給 他 們 一 個 新 的 英 格 蘭 ， 在 那 裡 他 們 能 用 銀 盤 子 來 舉 辦 宴 會 ， 咂 著 嘴 享 用 珍 饈 。 我 希 望 你 只 是 開 開 玩 笑 。 阿 斯 比 恩 在 某 種 意 義 上 來 說 只 是 個 巫 師 ， 他 治 愈 疾 病 的 方 式 很 可 疑 。 與 他 為 伍 只 會 讓 你 也 變 成 一 個 巫 師 。 
str_npc1_intel_mission|好 吧 ， 閣 下 ， 湊 巧 的 是 ， 我 有 幾 個 堂 兄 弟 在 {s17} ， 不 同 於 我 家 裡 的 某 些 人 ， 他 們 仍 可 以 對 我 正 眼 相 看 。 他 們 在 經 營 皮 革 廠 — — 我 曾 不 止 一 次 地 給 他 們 提 供 貨 物 — — 他 們 知 道 一 些 關 於 {s18}的 小 道 消 息 。 我 可 以 去 那 裡 幾 天 ， 告 訴 你 我 所 打 聽 到 的 。 
str_npc2_intel_mission|{reg59?女 士 :先 生 } ， 如 果 你 對 {s18}感 興 趣 ， 我 仍 可 以 與 {s17}的 老 朋 友 取 得 聯 系 。 他 們 大 都 在 政 治 方 面 消 息 靈 通 。 
str_npc3_intel_mission|閣 下 ， 雖 然 我 和 父 親 已 經 在 {s17}的 鄉 村 居 住 一 段 時 間 了 ， 但 是 我 仍 然 可 以 接 觸 一 些 對 我 父 親 的 建 議 感 興 趣 的 年 長 智 者 。 比 方 說 退 休 的 商 人 、 富 農 、 大 牲 畜 業 主 、 富 裕 而 又 略 懂 政 治 的 人 ， 他 們 也 許 會 告 訴 我 很 多 {s18}的 情 況 。 
str_npc4_intel_mission|閣 下 ， 如 果 你 能 給 我 幾 天 的 時 間 ， 我 就 可 以 去 拜 訪 住 在 {s17}的 一 位 老 戰 友 ， 他 率 領 著 一 支 小 規 模 的 部 隊 ， 為 {s18}工 作 。 他 是 個 非 常 不 錯 的 家 伙 ， 善 於 傾 聽 和 思 考 而 非 誇 誇 其 談 。 而 且 我 確 定 和 他 喝 上 一 兩 杯 後 ， 我 將 能 從 他 口 中 套 出 這 一 地 區 的 政 治 狀 況 和 走 向 。 
str_npc5_intel_mission|閣 下 ， 如 果 你 感 興 趣 ， 我 可 以 嘗 試 接 觸 在 {s18}邊 境 上 我 的 一 些 家 庭 成 員 。 我 的 親 人 是 不 會 背 叛 我 的 ， 所 以 我 應 該 可 以 從 他 們 身 上 搜 集 {s18}的 情 報 。 如 果 你 感 興 趣 ， 他 們 也 許 會 為 你 提 供 一 些 有 關 國 之 重 臣 勾 心 斗 角 的 傳 聞 。 
str_npc6_intel_mission|趁 這 個 機 會 我 想 旅 行 去 西 撒 克 遜 ， 信 會 被 送 到 {s17}的 重 要 人 士 那 裡 。 如 果 你 給 我 一 段 時 間 ， 我 也 許 可 以 從 那 裡 的 諳 熟 政 治 事 務 的 人 口 中 搜 集 一 些 關 於 {s18}有 趣 的 信 息 。 
str_npc7_intel_mission|閣 下 ， 當 我 離 開 我 的 故 鄉 {s17}的 時 候 ， 我 就 發 誓 除 了 組 成 自 己 的 軍 隊 報 復 冤 枉 自 己 的 人 之 外 ， 我 是 不 會 憑 任 何 借 口 回 去 的 。 即 使 怒 火 如 焚 ， 我 還 是 對 家 人 們 的 現 狀 非 常 關 心 。 也 許 我 可 以 帶 給 他 們 一 些 禮 物 ， 讓 他 們 知 道 我 所 做 的 一 切 ！ 無 論 如 何 ， 他 們 都 是 可 憐 蟲 ， 但 是 就 像 落 水 狗 豎 起 耳 朵 去 聽 風 聲 ， 他 們 也 一 樣 。 如 果 你 能 給 我 幾 天 時 間 去 拜 訪 ， 也 許 我 能 讓 他 們 提 供 一 些 關 於 {s18}的 有 用 的 消 息 。 
str_npc8_intel_mission|如 果 你 對 發 生 在 {s18}的 事 情 感 興 趣 ， 我 曾 經 的 一 位 戰 友 退 休 後 在 {s17}附 近 經 營 著 一 座 農 場 。 他 和 許 多 其 他 的 老 戰 士 都 保 持 著 聯 系 。 我 可 以 去 走 一 趟 ， 然 後 回 來 告 訴 你 我 發 現 了 什 麼 。 
str_npc9_intel_mission|{reg59?女 士 :先 生 }— — 自 從 我 體 味 到 {s17}的 妙 處 以 來 已 有 一 段 時 日 了 ， 那 是 個 如 我 這 樣 的 上 流 人 士 往 來 不 絕 ， 享 受 主 人 慷 慨 款 待 的 地 方 。 如 果 你 想 ， 我 也 許 可 以 去 那 兒 打 探 一 下 上 流 人 士 們 對 {s18}的 看 法 。 
str_npc10_intel_mission|閣 下 — — 我 想 我 的 一 些 駐 扎 在 {s17}的 老 伙 計 們 會 很 高 興 看 到 我 去 拜 訪 他 們 。 他 們 都 是 些 好 小 伙 子 ， 絕 不 會 背 叛 自 己 的 城 鎮 ， 不 過 和 我 一 樣 ， 他 們 對 那 些 貴 族 也 沒 有 什 麼 特 別 的 感 情 ， 這 麼 一 來 ， 我 很 有 可 能 從 他 們 嘴 裡 旁 敲 側 擊 出 一 些 關 乎 政 治 和 軍 事 的 流 言 。 那 些 貴 族 們 常 常 會 因 為 一 些 小 事 而 爭 執 不 休 ， 但 是 那 些 小 伙 子 們 常 常 會 看 出 他 們 間 真 正 的 爭 執 和 分 歧 所 在 。 
str_npc11_intel_mission|{reg59?美 女 :帥 哥 }— — 我 想 我 已 經 很 久 沒 有 去 拜 訪 在 {s17}的 親 戚 了 。 他 們 過 去 對 我 很 好 ， 所 以 我 想 跟 他 們 分 享 一 些 關 懷 和 最 近 得 到 的 財 富 。 如 果 他 們 對 你 感 興 趣 ， 肯 定 會 樂 意 透 露 一 些 {s18}的 新 聞 。 
str_npc12_intel_mission|如 果 你 同 意 的 話 ， 我 可 以 去 拜 訪 一 位 現 在 受 雇 於 {s17}領 主 的 同 窗 。 我 曾 對 他 抱 有 很 大 的 期 待 ， 可 是 最 近 我 聽 說 他 熱 衷 於 用 甜 瓜 來 治 療 中 風 ， 理 由 是 它 冰 冷 的 汁 水 有 助 於 對 易 怒 的 治 療 。 就 醫 學 上 來 說 ， 這 是 一 種 可 笑 且 牽 強 的 理 由 ， 所 以 我 應 該 去 和 他 好 好 談 談 並 矯 正 他 的 錯 誤 。 當 然 ， 我 還 可 以 向 他 咨 詢 一 些 {s17}最 新 的 形 勢 ， 我 想 你 會 對 此 感 興 趣 的 。 
str_npc13_intel_mission|你 或 許 已 經 知 道 ， 我 希 望 去 訓 練 {s17}的 駐 軍 。 他 們 中 的 一 員 在 最 近 和 我 有 過 接 觸 ， 提 議 如 果 我 願 意 去 他 們 那 裡 走 一 趟 ， 他 們 很 樂 意 提 供 一 些 關 於 {s18}的 情 報 。 如 果 你 允 許 的 話 ， 我 很 樂 意 這 麼 做 。 雖 說 背 叛 者 是 應 該 被 唾 棄 的 ， 但 是 只 要 有 效 ， 我 不 介 意 披 上 背 叛 者 的 偽 裝 。 
str_npc14_intel_mission|在 你 的 允 許 下 ， 我 認 為 我 或 許 可 以 去 拜 訪 一 下 位 於 {s17}的 溪 谷 。 我 得 承 認 ， 我 的 確 是 想 去 看 看 一 位 與 我 交 好 的 年 輕 美 麗 的 牧 羊 女 現 在 過 得 怎 樣 。 在 我 去 探 望 她 的 路 上 ， 我 可 以 嘗 試 在 城 堡 中 稍 作 停 留 ， 而 且 我 有 信 心 靠 自 己 的 能 力 進 入 領 主 大 廳 ， 這 樣 一 來 ， 我 將 能 給 你 提 供 一 些 來 自 {s18}的 最 新 消 息 。 領 主 的 妻 子 會 把 一 切 都 告 訴 我 的 。 
str_npc15_intel_mission|將 軍 ， 你 也 許 知 道 ， 我 有 段 時 間 打 算 去 {s17}學 習 木 工 。 如 果 成 行 ， 我 的 一 名 同 事 現 在 正 在 那 裡 忙 著 城 牆 的 修 補 工 作 。 職 業 操 守 可 能 會 阻 止 他 向 我 透 露 任 何 防 御 上 的 弱 點 ， 但 我 猜 他 將 不 反 對 貢 獻 他 對 於 {s18}總 體 情 況 的 看 法 ， 如 果 那 讓 你 感 興 趣 的 話 。 
str_npc16_intel_mission|我 可 以 去 參 觀 接 近 {s17}的 修 道 院 ， 我 知 道 那 裡 有 一 些 博 學 的 牧 師 與 僧 侶 。 作 為 教 堂 與 神 旨 的 先 鋒 ， 這 些 基 督 徒 熟 識 {s18}的 政 治 局 勢 。 如 果 你 能 幫 助 我 們 在 這 片 土 地 上 傳 播 聖 經 的 教 義 ， 我 確 信 他 們 不 會 對 我 保 留 任 何 秘 密 。 
str_npc1_fief_acceptance|閣 下 ， 你 決 定 把 {s17}分 封 給 我 嗎 ？ 我 想 說 ， 長 久 以 來 ， 這 是 別 人 為 我 做 過 的 最 仁 慈 的 事 情 了 。 嘿 ， 我 會 盡 力 而 為 的 — — 你 可 以 信 賴 我 。 不 過 不 得 不 說 — — 我 還 真 不 知 道 ， 在 得 知 小 卡 約 加 入 了 這 個 受 人 尊 重 的 行 列 之 後 ， 其 他 領 主 會 作 何 反 應 。 
str_npc2_fief_acceptance|把 {s17}作 為 我 的 封 地 ？ 好 吧 ， 我 一 直 想 要 的 是 美 酒 和 女 人 ， 而 不 是 其 他 東 西 。 不 過 既 然 你 跟 我 提 起 這 個 事 情 ， 我 敢 說 ， 這 多 多 少 少 可 以 變 成 一 個 稅 收 的 來 源 。 我 感 謝 你 ， {reg59?女 士 :先 生 }— — 這 的 確 是 你 為 我 做 的 一 件 大 好 事 。 
str_npc3_fief_acceptance|{reg59?女 士 :先 生 } ， 你 把 {s17}封 給 了 曾 經 作 為 奴 隸 的 我 ， 這 真 是 太 慷 慨 了 。 我 很 高 興 能 收 下 它 們 ， 以 後 我 會 全 心 全 意 的 努 力 提 升 此 地 居 民 的 生 活 品 質 。 我 不 會 再 讓 我 的 封 地 出 現 任 何 形 式 的 奴 隸 制 。 
str_npc4_fief_acceptance|你 同 意 把 {s17}授 予 我 作 為 封 地 是 很 明 智 的 — — 因 為 那 再 適 合 不 過 了 。 
str_npc5_fief_acceptance|閣 下 ， 非 常 高 興 我 能 擁 有 {s17} 。 我 將 要 給 康 比 亞 的 親 朋 好 友 寫 信 ， 讓 他 們 知 道 在 軍 隊 服 役 的 我 贏 得 了 錢 與 名 譽 — — 他 們 也 許 會 投 奔 你 ， 為 你 揮 劍 ！ 
str_npc6_fief_acceptance|當 我 剛 開 始 學 習 管 理 自 己 的 時 候 ， 你 就 發 現 了 我 有 管 理 人 民 的 才 能 ， 這 太 讓 我 意 外 了 。 不 過 ， 如 果 你 當 真 希 望 如 此 ， 我 將 以 你 的 名 義 ， 無 比 榮 幸 地 治 理 {s17} ， 為 保 護 生 活 在 這 裡 的 人 們 奉 獻 一 生 。 
str_npc7_fief_acceptance|啊 ， 我 將 會 保 衛 {s17} ， 並 證 明 皮 克 特 人 在 管 理 土 地 和 統 治 人 民 這 方 面 更 加 勝 任 。 謝 謝 你 能 夠 給 我 這 個 機 會 ， 敬 愛 的 {reg59?女 士 :先 生 } 。 
str_npc8_fief_acceptance|你 要 讓 我 成 為 一 個 雅 爾 ？ 好 吧 ， 我 將 把 其 他 事 推 遲 一 段 時 間 ， 先 把 我 偉 大 的 宮 廷 設 在 {s17} 。 有 一 天 ， 我 可 以 在 海 外 旅 行 完 成 我 的 使 命 ， 但 在 那 之 前 ， 我 會 在 你 的 旗 幟 下 領 兵 作 戰 。 
str_npc9_fief_acceptance|敬 愛 的 {reg59?女 士 :先 生 } ， 我 被 剝 奪 了 遺 產 — — 但 是 現 在 ， 這 個 提 議 是 絕 對 不 會 有 任 何 問 題 的 。 它 讓 我 感 到 為 你 服 務 、 為 你 揮 劍 、 為 你 保 衛 這 片 土 地 是 多 麼 榮 幸 。 
str_npc10_fief_acceptance|你 要 封 我 為 領 主 ？ 好 吧 ， 我 認 為 你 是 對 的 — — 撒 克 遜 勇 士 注 定 要 統 治 不 列 顛 ， 如 果 我 們 現 任 的 領 主 無 法 擊 敗 其 他 國 家 ， 那 麼 必 然 會 有 像 我 這 樣 高 貴 強 大 的 戰 士 取 代 懦 弱 的 統 治 者 。 
str_npc11_fief_acceptance|閣 下 ！ 您 要 授 予 我 一 個 頭 銜 ？ 你 對 我 的 愛 無 人 能 比 ， 不 是 嗎 ？ 這 真 是 天 大 的 幸 事 …試 想 一 下 ， 我 這 個 屢 遭 攻 擊 的 老 處 女 可 以 找 到 所 愛 並 成 為 一 位 領 主 ， 從 此 不 再 是 任 何 人 的 「 老 女 僕 」 了 ！ 
str_npc12_fief_acceptance|好 吧 ， 敬 愛 的 {reg59?女 生 :先 生 } ， 你 應 該 要 知 道 一 件 事 ， 國 王 贈 你 的 封 地 ， 永 遠 也 不 是 屬 於 你 的 。 君 主 應 該 予 以 農 民 和 地 主 寬 松 的 自 治 權 。 也 就 是 說 ， 英 格 蘭 在 這 一 時 代 見 證 了 太 多 的 血 腥 ， 只 要 給 予 我 那 片 土 地 ， 我 就 會 終 結 這 一 切 ， 為 人 民 帶 來 希 望 ， 這 個 時 代 的 創 傷 需 要 非 常 長 的 時 間 才 能 愈 合 ， 這 一 代 的 人 或 許 無 緣 此 景 。 
str_npc13_fief_acceptance|你 給 了 我 巨 大 的 榮 耀 。 我 將 忠 心 侍 奉 您 ， 用 我 生 命 的 每 一 天 為 您 建 立 一 支 訓 練 有 素 並 且 紀 律 嚴 明 的 軍 隊 。 很 快 ， 我 們 的 軍 隊 會 助 您 統 治 這 個 世 界 。 
str_npc14_fief_acceptance|你 是 多 麼 的 慷 慨 與 善 良 ， {reg59?女 生 :先 生 } 。 請 允 許 我 向 您 表 達 最 崇 高 的 敬 意 。 事 實 上 ， 您 的 洞 察 力 遠 遠 高 於 所 羅 門 王 ， 你 甚 至 能 從 一 根 頭 發 洞 察 出 一 個 人 的 性 格 。 你 的 判 斷 力 甚 至 超 過 了 馬 可· 奧 裡 利 烏 斯 皇 帝 ， 即 使 是 最 著 名 的 貴 族 的 糾 紛 也 能 輕 易 解 決 。 廢 話 無 多 ， 我 接 受 。 
str_npc15_fief_acceptance|將 軍 ， 你 給 了 我 一 個 巨 大 的 榮 譽 。 在 君 士 坦 丁 堡 ， 像 我 這 樣 最 小 的 兒 子 是 幾 乎 不 可 能 獲 得 自 己 的 封 地 的 。 但 是 在 這 裡 ， 一 個 人 成 功 的 機 會 可 以 憑 劍 爭 取 ， 而 不 是 出 身 ！ 我 將 作 為 您 的 僕 人 守 護 {s17} ， 為 你 我 的 榮 耀 訓 練 一 支 軍 隊 。 
str_npc16_fief_acceptance|你 真 正 的 敬 畏 神 ， 尊 重 他 的 意 願 ， 這 非 常 好 。 {s17}將 成 為 一 個 真 理 與 信 仰 的 中 心 ， 並 且 將 會 成 為 沉 淪 在 這 個 邪 教 與 異 端 黑 夜 中 的 島 上 的 一 個 力 量 的 標 志 。 願 你 獲 得 安 寧 ， 上 帝 與 你 同 在 。 
str_npc3_woman_to_woman|尊 敬 的 女 士 ， 如 果 你 不 介 意 的 話 — — 我 認 為 你 現 在 已 經 證 明 了 你 是 這 個 國 度 最 偉 大 的 戰 士 。 但 很 奇 怪 ， 還 沒 有 國 王 打 算 賜 給 你 一 片 封 地 。 也 許 因 為 你 是 個 女 子 。 沒 關 系 — — 我 堅 信 你 必 將 成 為 這 個 國 度 的 偉 大 領 主 之 一 ， 即 使 你 必 須 付 出 雙 倍 的 時 間 和 努 力 才 能 獲 得 你 應 有 的 東 西 ！ 
str_npc7_woman_to_woman|閣 下 ， 如 果 你 不 介 意 我 直 言 的 話 ， 你 在 與 世 上 各 種 各 樣 的 勇 士 浴 血 奮 戰 並 取 勝 之 後 ， 已 經 為 自 己 贏 得 了 空 前 的 榮 譽 。 你 比 誰 都 更 加 擁 有 封 邑 的 資 格 — — 我 猜 如 果 你 不 是 女 性 的 話 ， 國 王 早 已 分 封 給 你 了 。 這 就 是 男 人 們 在 這 片 可 憐 的 大 陸 上 的 所 作 所 為 ： 他 們 命 令 我 們 在 戰 陣 裡 取 敵 首 級 ， 但 到 了 瓜 分 戰 利 品 的 時 候 ， 又 將 我 們 置 諸 腦 後 。 
str_npc11_woman_to_woman|美 人 兒 呀 ， 我 都 忍 不 住 告 訴 你 了 — — 你 在 無 數 次 的 戰 斗 之 後 ， 難 道 不 是 早 已 為 自 己 贏 得 巨 大 的 名 聲 了 嗎 ？ 如 果 我 沒 猜 錯 ， 要 是 你 生 為 男 人 ， 某 位 國 王 早 就 已 經 分 你 一 方 封 地 了 。 也 許 吧 ， 只 要 你 一 再 證 明 自 己 的 能 力 ， 總 會 得 到 真 正 的 賞 識 。 而 我 將 一 直 與 你 並 肩 作 戰 。 
str_npc1_turn_against|抱 歉 ， 閣 下 ， 我 們 只 能 如 此 見 面 。 毫 無 疑 問 ， 沒 有 你 也 就 沒 有 今 天 的 我 ， 你 大 概 認 為 我 是 忘 恩 負 義 的 人 吧 。 然 而 ， 每 個 人 都 背 負 著 各 自 的 命 運 ， 這 難 道 不 對 嗎 ？ 
str_npc2_turn_against|這 真 是 個 傷 心 的 日 子 。 我 從 未 設 想 過 自 己 將 在 戰 場 上 與 昔 日 的 領 主 遭 遇 。 即 使 我 大 獲 全 勝 ， 也 難 以 感 到 喜 悅 吧 。 
str_npc3_turn_against|尊 敬 的 女 士 ， 如 果 你 不 介 意 的 話 — — 我 認 為 你 現 在 已 經 證 明 了 你 是 這 個 國 度 最 偉 大 的 戰 士 。 但 很 奇 怪 ， 還 沒 有 國 王 打 算 賜 給 你 一 片 封 地 。 也 許 因 為 你 是 個 女 子 。 沒 關 系 — — 我 堅 信 你 必 將 成 為 這 個 國 度 的 偉 大 領 主 之 一 ， 即 使 你 必 須 付 出 雙 倍 的 時 間 和 努 力 才 能 獲 得 你 應 有 的 東 西 ！ 
str_npc4_turn_against|是 的 ， 很 好 … 我 不 知 道 該 說 什 麼 。如 果 我 們 必 須 戰 斗 ， 讓 我 們 結 束 它 。
str_npc5_turn_against|{playername} ！ 在 我 們 一 同 取 得 了 無 數 次 偉 大 的 勝 利 之 後 ， 可 惜 只 能 如 此 兵 戎 相 見 。 無 論 如 何 ， 今 天 我 們 惟 有 舉 劍 相 對 、 一 爭 高 下 ， 只 盼 日 後 我 們 能 夠 舉 杯 相 碰 、 同 賀 新 誼 。 
str_npc6_turn_against|再 沒 有 什 麼 能 比 和 你 如 此 重 逢 更 讓 我 悲 痛 的 了 ， {playername} 。 我 不 會 把 這 種 場 面 放 在 心 上 。 我 只 希 望 有 一 天 我 們 能 重 歸 於 好 。 
str_npc7_turn_against|好 吧 ， 隊 長 。 你 讓 我 成 為 了 一 名 了 不 起 的 女 戰 士 ， 我 對 此 非 常 感 激 。 然 而 ， 你 不 曾 留 下 我 ， 而 如 今 的 境 況 使 我 們 之 間 產 生 了 利 害 沖 突 ， 因 此 我 不 會 在 戰 場 上 手 下 留 情 。 話 雖 如 此 ， 我 還 是 希 望 即 使 你 成 為 了 我 的 手 下 敗 將 ， 我 們 在 時 移 世 易 之 後 還 是 能 夠 以 朋 友 相 稱 。 
str_npc8_turn_against|那 麼 ， 你 我 馬 上 就 會 在 各 自 的 盾 牆 後 見 面 ， 將 對 方 視 作 死 敵 了 。 多 麼 殘 酷 的 一 天 啊 。 有 時 候 ， 我 們 的 命 運 女 神 還 真 是 有 一 種 可 怕 的 幽 默 感 。 
str_npc9_turn_against|我 們 雖 然 反 目 成 仇 ， 但 時 勢 所 迫 ， 非 我 之 過 。 我 希 望 你 明 白 我 的 良 心 是 清 白 的 ， 雖 然 我 你 心 無 比 沉 重 。
