
str_no_string|NO STRING!
str_npc16_home_description|협곡들의 눈은 한해동안 거의 녹질 않고, 땅은 경작하기 힘들죠. 보리는 약간 심을 순 있지만 대단친 않아요. 하지만 숲속에는 부가 있답니다. 사슴과 토끼, 그리고 시라소니들, 고기와 가죽이 있고, 또 산에서는 철이 있죠. 그래서 교역상인들은 강을 따라 올라와 사람들이 겨울을 날 만큼 충분한 절인 생선을 공급 한답니다.
str_npc1_home_description_2|옛 칼라디아 인들은 우릴 관대하게 대했고, 어떠한 경우에도 우리가 낼 수 없는 만큼의 세금도 부과하지 않았다네. 이 땅은 작물에도 좋지 않았지. 솔직히 말해서 말을 기르는데나 쓸모 있었지만 그것도 겨울에 비가 많이 내린 후, 한 해의 절반에 불과했다네. 여름에는 말떼들을 몰고 산으로 돌아가야만 했고, 대상들이 언덕들을 건너와 향료들을 툴가에 가져오곤 했었지만, 마을에서 돈을 보기란 쉽지 않았었지.
str_npc2_home_description_2|나는 샤프란, 계피, 정향, 후추와 다른 향신료, 그리고 디나르 금화로 가득찬 상자들을 싣곤 했습니다. 그걸로 리넨과 가죽, 벨벳, 철과 양모들, 그리고 그 물품들을 실을 말들을 구매했고, 이익도 남길수 있었죠. 그리고 독점을 바탕으로 다른 사람들의 사정을 고려하지도 않고 가격을 후려치는 케르지트인들과는 상대하지 않았죠.
str_npc3_home_description_2|시인들은 벨루카를 파라다이스라고 노래했고, 제가 생각하기에도 그들이 과장했던 것 같지는 않아요.
str_npc4_home_description_2|내가 어떻게 이걸 다 아냐고 묻는다면... 글쎄, 나는 그들에게 붙잡혔고, 몸값을 내라고 강요당했지만 도망쳤지. 이게 정말 내가 말한 모두라네.
str_npc5_home_description_2|물론, 사정이 어떻게 돌아가는지 아실겁니다. 우리 아버지 세대들은 산악지방의 추운 땅에서 온 강인한 전사들이었지만, 우리 세대들은 모두 도시의 집들과 거대한 장원들에서 살고, 활쏘기를 연습하기 보다는 교역하는데 시간을 더 투자하고 있죠. 아마 우리 다음 세대들은 벨루카 와인에 취한 유약한 세대들로 자라날테고, 보는 바와 같이 산들을 넘어온 무식한 습격자들에게 그들의 땅을 잃게 될 겁니다. 언제나 있어왔던 일이고, 있어갈 일 들이죠.
str_npc6_home_description_2|우리 수노의 남자들은 절대 모욕받은 것을 잊지 않으며, 어떠한 부정적인 수단을 님서라도 복수합니다. 지금은 무너져버린 나라에 대해 나를 칼라디아식 명예 옛 방식 그대로 행하기를 기대하고 있습니다. 하지만 그럼에도 불구하고 나는 이 땅에 자부심을 느낍니다. 우리 주군은 프라벤의 스와디아인 왕의 봉신이지만, 우리는 여전히 그를 또 다른 야만인 부족장일 뿐이라고 생각하고 있으며, 우리야 말로 제국의 진정한 계승자라고 생각합니다.
str_npc7_home_description_2|우리는 강에서 물고기를 잡고, 돼지를 키우고 갈대로 집을 이기도 했고, 우리 작은 땅에는 우리가 원하는 것들을 키웠지만, 들판에는 아마만 키우도록 허가받았고, 그들은 아마를 사르고스로 가져가서 리넨으로 짰죠. 그래서 우리는 늘 배고팠고 약했기에 반란할 용기를 내지도 못했어요.
str_npc8_home_description_2|적어도 음유시인들의 이야기는 군디그에게 군사들을 일으킬 근거를 마련해 주었고 -- 사실 우리 노드인들에게 근거란 그다지 필요하지도 않았지만 말이죠. 그는 바다를 건너 칼라디아의 노드인들을 그의 깃발아래로 불러들였고, 리바체그의 바위들로 진군해갔죠. 베기어인들이 그를 죽이고 그의 깃발을 파도 아래로 던져버렸지만, 노드인들은 계속해서 오고 있고 언젠가 모든 칼라디아가 우리의 것이 될거예요.
str_npc9_home_description_2|노드인들이 그들의 혈족들을 바다건너에서 불러왔듯, 베기어의 왕도 그들의 혈족들을 산지에서 불러왔다네. 내 아버지가 그의 의무에서 나를 지워주지 않았기에, 나도 역시 레이바딘의 군주에게 충성을 맹세할 의무가 있지. 하지만 나는 내 유산을 빼았겼기 때문에, 내 의무 역시 빼앗긴 셈이 되었고, 그건 베기어 왕의 손실이나 다름없지.
str_npc10_home_description_2|우리는 뽕나무를 키워서 비단을 잣고 연지벌레를 키워 염료를 만들지. 이것들을 젤칼라로 가져가서 가장 좋은 벨벳을 만든다네 -- 뭐, 내 수중에 벨벳을 살 정도로 충분한 디나르가 있었던 적은 없지만. 하지만 젤칼라의 직공들은 좋은 쇠뇌들도 만들기 때문에 나는 그들의 작은 사치를 시기하지는 않는다네.
str_npc11_home_description_2|스와디아 왕은 프라벤이 칼라디아를 통틀어 가장 거대한 도시라고 이야기 하곤 하는데, 그게 바로 왜 그가 모든 땅을 지배해야 하는지에 대한 이유라고 하더군요. 저는 정치에 대해선 별로 신경쓰지 않지만, {주군/부인} 칼라디아를 행군하는 어떠한 군대들에게도 식료품을 팔아왔고, 제 손에 차갑고 단단한 디나르 금화가 들어오기 전에는 비스켓 하나도 그냥 넘겨준 적이 없어요. 왜 이 위대하고 강력한 왕들과 귀족들은 돈을 내지 않으려 하는지 이해를 할 수 없어요. 하지만 내가 조금 수다를 떨긴 했군요, 그렇죠?
str_npc12_home_description_2|복용량에 따라 독과 약이 달라지는 것이지. 이 점을 지나가는 사람 모두에게 말해도 좋고, 이 점을 위대한 제레무스에게서 직접 처음으로 들었다고 말하게. 사람들은 모든 지혜를 옛 칼라디아 시대의 것들에게서만 찾지만, 그보다는 마을의 산파들이나 자연물에 대한 조심스러운 실험에서, 제국의 시체에서 발견할 수 있는 것보다 두배는 더 많이 찾을 수 있네. 그게 바로 내가 대학에서 쫓겨난 이유이며, 다시 한번 생각해보면 바로 축복이라고 말할 수 있지. 어쨌든 나는 그 성주를 다시 일어설 수 있게 만들었고, 그는 나에게 한 무더기의 황금을 내리고 교수형당한 시체를 해부해 볼 수 있게 해 주었지. 하! 생각해보니 난 그 당시에는 그 표본을 받으러 가야만 했다.
str_npc13_home_description_2|결국 나는 떠나야만 했고, 때때로 그녀가 아침에 소를 몰고 나갈때 그녀의 품에 작은 아기가 강보에 싸여 안겨있는지 궁금하다네. 그녀를 다시 찾아볼까 하는 유혹에 시달리지만 -- 안되지, 안돼. 다시 돌아봐서는 안된다네.
str_npc14_home_description_2|만약 누구라도 우리의 작은 땅을 통일시킨다면 나는 자유의 댓가로 그들을 위해 복무하리라 맹세하네. 나는 모든이들과 함께, 로독의 창으로 주력을 삼고, 노드의 보병들로 측면을 지키며, 베기어의 궁수들을 전열에 세우고, 케르지트 정찰병들로 적을 찾고 고착시키며, 스와디아 창기병들로 적들을 끝내버릴걸세. 이 군대들과 함께 산을 넘어가 모든 세계를 칼라디아의 앞에 무릎을 꿀리길 원한다네.... 물론 이건 황제들이나 할 생각이고, 부족들이 결국 그들의 제국으로 가버려야 하겠지만 말이지. 
str_npc15_home_description_2|그리고 여기서 웃긴 점은, 로독이 처음으로 스와디아인들에 저항해서 일어났을 때, 그들은 모두 어떠한 귀족도 그들을 지배할 수 없다고 입을 모아 말하곤 했죠. 어떻게 끝이 났는지는 아마 짐작을 하실 겁니다. 쿨마의 한 로독 수령이 그를 스스로 일컬어 '백작'이라고 칭했고, 젤카라와 벨루카의 시민들은 그의 신발을 핥으며 그들의 와인과 벨벳을 칼라디아 바깥으로 팔 수 있게 길을 열어달라고 애원했죠. 만약에 당신께서 백작들을 지배하에 넣을 수 있다면, 그리고 농민들이 더 높은 가격을 부르는 사람들에게 식량을 팔지 않고, 도시에 공급하게 하려면, 왕도 필요한 겁니다. 그렇지 않아요? 로독은 다른 어떤 곳들과도 다를 바가 없었고, '고대의 독립'이나 '자유'는 헛소리가 되어버린거죠.
str_npc16_home_description_2|물론, 여전히 척박한 환경이고, 먹여야할 입들이 너무 많답니다. 베기어 왕과 케르지트의 칸은 우리들의 삶을 더 쉽게 만들어 주진 못했고, 오히려 세금으로 우리를 쥐어짜고, 세금을 내지 못하는 곳은 약탈해버리곤 하죠. 물론 저도 재가 성을 지배하고 모든 군대가 내 지휘하에 있다고 해서 다르리라고 말 할 순 없습니다. 강한자가 무엇이든 하고, 약한자들은 무엇이든 해야만 하는 곳이니까요.
str_npc1_home_recap|나는 {s21} 인근의 고지 스텝에서 왔소.
str_npc2_home_recap|저는 산의 너머에서 태어났어요. 나는 상인이고, 상인의 아들이며, 상인의 손자이지요.
str_npc3_home_recap|저는 {s20}의 아버지 집에서 지내곤 했지만, {s21}에서 내 어린시절을 더 많이 보냈어요.
str_npc4_home_recap|내 선조의 남작령은 컬다르 패스 너머 저 산 건너에 있다네.
str_npc5_home_recap|저는 툴가 너머 산들의 반대편에 있는 고원지대에서 태어났지만 내 친척들은 {s21}에 있습니다.
str_npc6_home_recap|내 가족들은 {s21}에 살고 있지만, 대면하고 싶지는 않군요.
str_npc7_home_recap|저는 {s21}에서 멀지 않은 늪지대의 오두막에서 태어났어요.
str_npc8_home_recap|나는 바다건너 노드랜드에서 태어났고, 내 남편의 홀 역시 노드랜드에 있어요.
str_npc9_home_recap|저는 산들 너머 베기어의 고향에서 왔어요. 황제가 베기어 군주들을 칼라디아로 부르기 전에 살았던 그곳 말이죠.
str_npc10_home_recap|젤칼라에서 태어나고 자랐다네, {형제/자매}여 그리고 언젠가 그곳에서 땅을 좀 사서 사는게 소망이라네. 하지만 먼저 이 세계를 좀 구경하는데 마음이 더 쏠리는지라, 그래서 내 쇠뇌를 준비하고 전쟁에 나선거라네.
str_npc11_home_recap|군대 진영에서 태어나서, 군대 진영에서 제 모든 삶을 살았죠. 제 친척들은 프라벤에 있는데, 그래서 다른 모든 곳 보다 그곳이 고향에 가까운 셈이죠.
str_npc12_home_recap|나는 바다건너에서 왔네. 의학지식을 탐구하기 위해 전세계를 여행중이지.
str_npc13_home_recap|오, 여기서 멀리서 왔습니다, {주군/아가씨}, 내게서 이미 그것들을 들으셨으니 다시 언급할 필요는 없겠네요.
str_npc14_home_recap|나는 제로이아 백작의 차남이네.
str_npc15_home_recap|나는 언덕 너머에서 왔습니다. 하지만 요즘에는 칼라디아가 돈이 더 되는 곳이군요. 물론 공성학에 관심이 있으시다면 말이죠.
str_npc16_home_recap|왜요, 두목, 저는 우슬룸 마을에서 태어났지만, 내 어머니는 교활한 친척에게 그녀의 땅을 잃고 근처의 영주에게 팔려왔습니다.
str_npc1_honorific|보스
str_npc2_honorific|{주군/아가씨}
str_npc3_honorific|{주군/아가씨}
str_npc4_honorific|{주군/아가씨}
str_npc5_honorific|{playername} 나리
str_npc6_honorific|두목
str_npc7_honorific|두목
str_npc8_honorific|{playername}
str_npc9_honorific|{나의 유능한 분/나의 유능한 아가씨}
str_npc10_honorific|{형제/자매}
str_npc11_honorific|{총각/처녀} -- 내말은, 두목
str_npc12_honorific|두목
str_npc13_honorific|오 용감한 자여
str_npc14_honorific|사령관
str_npc15_honorific|두목
str_npc16_honorific|두목
str_npc1_kingsupport_1|대장, 그거 괜찮은 생각이군요. 지금 통치하고 있는 모든 왕과 칸들, 그리고 땅있는 영주들은 자신의 아이를 위해 빵한조각이나 한마리 말을 훔치는 이들을 다스리기 위해 감옥에 가두고 형틀에 묶어 낙인찍고 교수대에 매달죠. -- 칼라디아는 뭔가 나아져야 해요.
str_npc2_kingsupport_1|좋아요, 대장님 -- 난 당신을 지지하겠어요. 나는 당신이 칼라디아에 오랫동안 필요로 했던 진보된 통치를 가져올거라 생각해요.
str_npc3_kingsupport_1|좋습니다, 주군 -- 나는 당신이 걱정됩니다. 역사는 우리에게 권력은 부폐할 수 없다고 이야기 했습니다. 그러나 결국, 나는 당신이 이 부대의 대장으로써 보여준 자비와 정의에 편안함을 느낍니다.
str_npc4_kingsupport_1|좋아요, 대장님, 나는 제가 같이 전장을 따라다니며 자랑스러워했던 것 처럼, 당신이 명문의 신사같은 {왕/여왕}이 될수 있을거라 생각해요.
str_npc5_kingsupport_1| 좋은 생각이십니다, 나으리. 당신은 당신이 어떻게 통치자가 되야하는지 알고 있음을 보여주셨습니다. 당신이 그들을 바르게 다스릴 수 있도록 신경써주십시오. 어쨌든...
str_npc6_kingsupport_1|나는 당신이 왕위에 오르는게 정통한 것인지 판단할 수 없습니다. 그러나 당신에겐 이 땅을 하나로 만들 역량이 있으니 다른 왕들과는 다르겠지요. -- 그리고 그건 하늘의 지켜보심 앞에 우리 모두를 수치스럽게 만드는, 왕국과 왕국, 귀족과 귀족, 형과 동생 사이의 끝없는 전쟁을 멈출 겁니다.
