str_yes|是 
str_npc9_kingsupport_2|我 会 的 ， 领 主 阁 下 ， 其 他 人 也 会 愿 意 的 。 但 是 我 要 说 一 下 自 己 的 看 法 — — 你 需 要 给 贵 族 们 证 明 ， 你 能 保 证 他 们 从 祖 先 那 里 继 承 的 权 利 。 但 是 ， 现 在 这 片 大 陆 乱 得 一 团 糟 。 一 个 领 主 拥 有 一 片 地 ， 但 是 国 王 则 拥 有 领 地 上 的 森 林 ， 各 个 城 市 都 有 权 在 大 门 口 上 收 上 一 道 关 税 。 到 目 前 为 止 ， 任 何 一 个 人 都 可 以 在 奇 妙 的 星 期 二 使 用 牧 草 地 ， 除 了 皮 克 特 的 地 方 ， 那 里 完 全 没 有 一 点 秩 序 的 气 息 。 要 我 说 你 就 把 事 情 弄 简 单 点 ， 就 像 过 去 罗 马 人 征 服 不 列 颠 一 样 。 首 先 是 {reg59?女 王 :国 王 } ， 然 后 是 领 主 ， 最 后 是 剩 下 的 人 。 
str_npc10_kingsupport_2|当 然 了 ， 阁 下 。 不 过 我 希 望 你 考 虑 下 我 的 想 法 。 如 果 你 想 成 为 {reg59?女 王 :国 王 } ， 我 希 望 把 你 的 门 户 只 对 撒 克 逊 贵 族 开 放 。 他 们 非 常 弱 小 ， 脆 弱 而 且 胆 小 ， 他 们 在 你 的 王 国 安 身 的 身 份 只 有 农 夫 ， 仆 从 和 奴 隶 。 
str_npc11_kingsupport_2|当 然 了 ， 我 会 的 ！ 我 确 信 ， 如 果 按 你 指 挥 ， 战 斗 ， 行 走 ， 谈 吐 和 博 爱 的 作 风 … 你 是 唯 一 一 个 有 资 格 称 得 上 不 列 颠 统 治 者 的 人 。 
str_npc12_kingsupport_2|当 然 了 ， 领 主 阁 下 。 如 果 说 我 从 旅 途 中 学 会 了 什 么 ， 那 就 是 维 京 人 ， 撒 克 逊 人 ， 法 兰 克 人 以 及 其 他 坚 守 传 统 的 民 族 ， 他 们 还 记 得 罗 马 帝 国 时 代 的 东 西 。 尤 其 是 法 兰 克 人 ， 他 们 自 称 是 罗 马 时 代 的 正 统 继 承 人 。 
str_npc13_kingsupport_2|我 的 确 会 的 ， {reg59?女 士 :先 生 } 。 我 认 为 你 可 以 统 一 这 片 大 陆 ， 并 且 培 养 出 一 支 傲 视 英 格 兰 的 雄 师 — — 撒 克 逊 人 ， 盎 格 鲁 人 ， 皮 克 特 人 ， 挪 威 人 ， 甚 至 布 立 吞 人 ， 各 方 精 英 都 聚 集 到 你 的 旗 下 。 我 们 将 乘 着 精 锐 的 战 舰 去 征 服 大 陆 的 所 有 法 兰 克 领 地 ！ 
str_npc14_kingsupport_2|当 然 了 ， 我 的 {reg59?女 士 :阁 下 } 。 当 你 宣 称 王 座 的 拥 有 权 的 时 候 ， 这 个 行 为 不 会 改 变 史 诗 的 客 观 性 ， 它 会 在 营 火 与 炉 火 之 间 被 人 传 颂 ， ？ 用 来 描 述 一 个 人 的 伟 大 之 举 。 毫 无 疑 问 ， 如 你 所 知 ， 我 把 自 己 幻 想 为 一 名 出 色 的 押 韵 的 工 匠 。 如 果 你 允 许 我 歌 颂 你 的 所 作 所 为 ， 你 的 名 气 会 和 库 丘 林 一 样 广 为 人 知 。 
str_npc15_kingsupport_2|我 会 的 。 人 们 可 能 说 也 许 你 骨 子 里 就 没 有 忠 臣 之 血 ， 不 过 在 我 看 来 ， 忠 臣 之 血 只 能 让 你 变 得 一 毛 不 拔 。 国 王 和 贵 族 会 从 人 们 那 里 拿 走 收 获 和 佣 金 来 实 施 他 们 自 己 的 建 设 计 划 ， 他 们 半 点 都 没 想 过 怎 么 去 偿 还 那 些 普 通 民 众 ， 这 些 人 只 不 过 想 在 一 天 的 辛 劳 后 能 有 所 收 获 。 如 果 你 问 我 ， 只 有 诚 实 的 品 德 能 让 一 个 {reg59?女 人 :男 人 }成 为 {reg59?女 王 :国 王 } ， 而 不 是 什 么 高 贵 的 出 身 。 
str_npc16_kingsupport_2|当 然 了 。 我 认 为 你 应 该 好 好 计 划 ， 在 这 片 大 陆 搜 寻 并 摧 毁 任 何 剩 余 的 异 端 和 异 教 徒 。 只 有 当 恶 魔 在 你 所 有 的 子 民 的 心 灵 中 无 迹 可 寻 ， 而 所 有 人 把 圣 经 当 作 他 们 的 人 生 向 导 ， 牧 师 则 把 圣 经 的 意 义 正 确 诠 释 的 时 候 ， 你 才 能 歇 一 口 气 。 你 的 灵 魂 能 纯 洁 到 去 做 我 说 的 事 情 吗 ？ 
str_npc1_kingsupport_2a|请 继 续 说 ……
str_npc2_kingsupport_2a|请 继 续 ……
str_npc3_kingsupport_2a|我 对 这 个 很 有 兴 趣 … 
str_npc4_kingsupport_2a|当 然 — — 让 我 告 诉 你 他 所 有 的 事 情 。 
str_npc5_kingsupport_2a|请 继 续 说 ……
str_npc6_kingsupport_2a|漂 亮 ！ 跟 我 想 的 一 模 一 样 。 
str_npc7_kingsupport_2a|噢 ， 没 错 ， 我 试 着 对 大 家 一 视 同 仁 … 
str_npc8_kingsupport_2a|有 道 理 。 
str_npc9_kingsupport_2a|那 听 起 来 很 明 智 ……
str_npc10_kingsupport_2a|当 然 了 — — 谁 都 知 道 只 有 撒 克 逊 人 拥 有 称 为 贵 族 的 资 格 。 
str_npc11_kingsupport_2a|再 告 诉 我 一 些 。 
str_npc12_kingsupport_2a|有 趣 。 请 继 续 说 …… 
str_npc13_kingsupport_2a|请 继 续 … 
str_npc14_kingsupport_2a|好 的 ， 队 长 。 
str_npc15_kingsupport_2a|说 得 很 对 ， 将 军 阁 下 。 
str_npc16_kingsupport_2a|理 所 当 然 ， 我 以 及 我 们 所 有 人 都 只 是 上 帝 的 工 具 。 
str_npc1_kingsupport_2b|算 了 吧 。 
str_npc2_kingsupport_2b|我 没 有 寻 求 他 们 的 支 持 ， 因 为 他 们 无 疑 打 算 在 这 件 事 当 中 获 益 。 
str_npc3_kingsupport_2b|抱 歉 ， 我 帮 助 过 的 奴 隶 已 经 够 多 的 了 。 
str_npc4_kingsupport_2b|真 不 走 运 ， 我 没 有 更 多 的 了 。 
str_npc5_kingsupport_2b|不 ， 我 相 信 只 有 血 与 剑 能 够 解 决 领 主 们 的 争 执 。 法 律 是 留 给 弱 者 的 。 
str_npc6_kingsupport_2b|抱 歉 ， 我 未 来 的 王 国 是 不 会 搀 和 到 大 陆 的 事 务 之 中 的 。 
str_npc7_kingsupport_2b|抱 歉 ， 即 使 我 很 尊 重 你 的 能 力 、 战 士 和 人 手 ， 但 是 布 立 吞 人 远 比 这 些 更 重 要 。 
str_npc8_kingsupport_2b|这 是 一 个 相 当 高 的 条 件 — — 在 我 成 为 {reg59?王 后 :国 王 }之 后 ， 弗 里 斯 将 挣 脱 丹 麦 人 的 奴 役 。 
str_npc9_kingsupport_2b|我 没 有 寻 求 他 们 的 支 持 ， 因 为 他 们 无 疑 打 算 在 这 件 事 当 中 获 益 。 
str_npc10_kingsupport_2b|你 疯 了 ， 世 界 上 还 有 来 自 各 国 的 众 多 贵 族 。 
str_npc11_kingsupport_2b|算 了 吧 ， 我 不 想 成 为 不 列 颠 的 统 治 者 。 
str_npc12_kingsupport_2b|够 了 ， 先 生 。 我 不 会 再 允 许 你 嘲 笑 我 们 的 传 统 。 
str_npc13_kingsupport_2b|实 际 上 ， 我 盼 着 在 当 上 国 王 后 能 够 歇 口 气 ， 而 且 我 并 不 想 插 手 欧 洲 其 他 该 死 的 地 方 ！ 
str_npc14_kingsupport_2b|嗯 ， 我 对 这 并 不 肯 定 。 库 丘 林 的 死 过 于 蹊 跷 了 ， 我 可 不 想 步 其 后 尘 。 
str_npc15_kingsupport_2b|你 大 概 只 是 穷 弱 者 的 {reg59?王 后 :国 王 }吧 。 我 不 想 再 多 费 口 舌 。 
str_npc16_kingsupport_2b|无 意 冒 犯 ， 但 是 我 不 确 定 这 是 我 能 接 受 的 方 法 — — 你 知 道 的 ， 可 能 上 帝 根 本 就 不 喜 欢 这 样 。 
str_npc1_kingsupport_3|如 果 让 我 四 处 游 走 几 周 ， 告 诉 老 百 姓 你 会 像 罗 马 人 一 样 大 赦 四 方 ， 嗯 …我 想 长 老 们 会 开 始 认 为 你 是 个 合 法 的 国 王 ， 这 样 一 来 你 的 称 王 之 路 就 畅 通 无 阻 了 。 要 我 去 这 么 做 吗 ， 阁 下 ？ 
str_npc2_kingsupport_3|如 果 您 愿 意 ， 阁 下 ， 我 可 以 花 上 几 周 时 间 去 找 我 的 联 系 人 ， 并 向 他 们 解 释 ， 您 是 一 位 明 哲 的 {reg59?统 治 者 :国 王 } ， 将 对 贪 得 无 厌 的 贵 族 们 展 开 调 查 ， 他 们 为 了 军 费 和 宴 会 征 收 高 额 的 关 税 和 赋 税 ， 这 正 是 贸 易 发 展 的 绊 脚 石 。 您 说 怎 么 样 ， 阁 下 ？ 
str_npc3_kingsupport_3|如 果 你 保 护 穷 奴 ， 甚 至 女 奴 隶 ， 那 我 敢 肯 定 许 多 老 百 姓 会 把 你 当 作 和 蔼 公 正 的 {reg59?女 王 :国 王 } 。 所 以 ， 如 果 你 给 我 几 周 时 间 ， 我 会 去 乡 村 告 诉 每 个 害 怕 因 债 务 或 者 战 争 而 被 奴 役 的 穷 人 ， 在 你 的 统 治 之 下 ， 他 们 仍 然 会 得 到 一 些 保 护 ， 拥 有 一 些 权 利 。 
str_npc4_kingsupport_3| {reg59?女 王 :国 王 } ， 我 接 下 来 几 周 会 去 乡 村 和 城 堡 ， 宣 扬 你 的 权 利 。 当 然 ， 我 希 望 你 戴 上 王 冠 成 为 强 大 的 {reg59?女 王 :国 王 }之 后 ， 在 分 封 土 地 的 时 候 还 能 记 得 那 些 信 誓 旦 旦 的 话 语 。 
str_npc5_kingsupport_3|不 管 怎 样 ， {reg59?女 士 :阁 下 } ， 如 果 给 我 几 周 时 间 去 告 诉 人 们 ， 当 上 {reg59?女 王 :国 王 }之 后 你 会 颁 布 基 于 传 统 习 俗 之 上 的 习 惯 法 ， 无 论 贵 族 还 是 平 民 都 适 用 ， 以 此 来 解 决 国 境 内 的 纠 纷 。 我 很 确 信 他 们 会 对 你 的 声 明 表 示 万 分 欢 迎 ， 因 为 在 你 的 统 治 之 下 ， 你 会 带 来 一 视 同 仁 的 公 正 。 
str_npc6_kingsupport_3|非 常 好 。 尽 管 现 在 我 已 经 与 自 己 的 家 族 翻 脸 了 ， 但 我 在 你 的 培 养 下 去 过 不 少 贵 族 大 厅 ， 我 觉 得 回 去 应 该 没 问 题 。 我 会 走 遍 这 片 大 地 ， 告 诉 贵 族 们 你 当 上 {reg59?女 王 :国 王 }后 ， 会 竭 尽 全 力 保 护 势 弱 一 方 、 消 除 不 和 ， 这 样 就 不 会 有 人 可 以 肆 意 攻 击 别 人 而 免 于 受 罚 ， 这 样 一 来 ， 也 许 有 一 天 大 不 列 颠 会 支 配 全 世 界 。 
str_npc7_kingsupport_3|长 官 ， 听 我 说 。 给 我 几 周 ， 我 先 去 一 些 尽 管 都 是 又 破 又 脏 的 村 庄 ， 但 我 会 告 诉 那 儿 的 人 们 在 你 统 一 了 这 片 土 地 之 后 ， 各 行 各 业 的 人 们 ， 无 论 男 女 ， 在 你 的 统 治 下 都 会 被 平 等 对 待 、 被 给 予 同 等 的 尊 敬 。 这 样 一 来 ， 人 们 就 会 把 你 看 作 是 这 样 一 名 {reg59?女 子 :男 子 } ， 一 个 在 秉 承 着 公 平 正 义 的 称 王 者 。 
str_npc8_kingsupport_3|好 ！ 再 给 我 几 周 时 间 ， 我 会 走 遍 这 片 土 地 的 宫 廷 ， 让 大 家 知 道 你 就 像 那 些 古 代 的 传 奇 战 士 ， 你 的 力 量 、 魄 力 、 勇 气 和 能 力 就 足 以 称 王 。 每 个 人 都 会 把 你 看 作 是 现 世 的 贝 奥 武 甫 ， 亚 瑟 王 的 传 人 ， 以 及 唯 一 能 把 和 平 带 给 这 片 混 乱 之 地 的 人 。 
str_npc9_kingsupport_3|十 分 有 道 理 ， {reg59?女 士 :先 生 } ， 这 样 一 来 ， 我 们 就 能 从 那 些 该 死 的 商 人 求 见 、 请 愿 和 文 书 中 解 放 了 ， 那 时 我 们 就 能 全 身 心 为 王 国 荣 耀 而 战 了 。 请 允 许 我 离 开 ， 我 会 对 这 片 土 地 上 的 贵 族 领 主 们 说 你 会 恢 复 往 日 时 光 ， 我 肯 定 那 样 就 会 有 很 多 人 追 随 你 去 战 斗 。 
str_npc10_kingsupport_3|那 么 好 吧 ， 长 官 ， 请 允 许 我 离 开 几 周 ， 我 在 这 片 大 地 上 四 处 游 走 ， 让 每 一 个 撒 克 逊 贵 族 知 道 英 格 兰 都 将 会 是 属 于 他 们 的 ， 而 且 当 你 成 为 他 们 国 王 后 ， 英 格 兰 也 只 会 是 他 们 的 。 我 确 信 他 们 中 的 许 多 人 会 非 常 乐 意 参 与 你 的 事 业 ， 支 持 你 这 样 一 个 慧 眼 如 炬 而 又 高 贵 的 人 。 
str_npc11_kingsupport_3|那 么 ， 我 请 求 你 让 我 离 开 一 段 时 间 ， 即 使 对 我 来 说 这 很 痛 苦 。 我 会 四 处 游 走 ， 歌 颂 你 在 战 场 和 情 场 的 伟 大 之 举 ， 我 会 诉 说 你 是 多 么 的 像 雷 神 索 尔 ， 并 且 没 有 人 比 你 更 适 合 当 不 列 颠 统 治 者 了 。 在 我 的 家 乡 ， 有 许 许 多 多 的 人 翘 首 以 待 一 个 合 法 的 统 治 者 。 对 于 其 他 异 见 者 ， 我 可 以 让 他 们 尝 尝 长 矛 的 滋 味 。 虽 然 我 知 道 这 对 你 来 说 也 是 痛 苦 的 ， 但 我 还 是 请 求 你 给 我 几 周 时 间 。 我 也 非 常 期 待 你 成 为 他 们 的 下 一 任 {reg59?女 王 :国 王 } 。 
str_npc12_kingsupport_3|王 位 应 该 让 给 最 适 合 来 统 治 的 人 ， 自 然 也 就 是 你 。 给 我 几 周 时 间 ， 我 写 张 证 实 这 点 的 传 单 ， 找 个 抄 写 员 在 这 片 土 地 上 的 每 个 领 主 大 厅 里 贴 上 。 你 说 说 这 个 主 意 怎 么 样 ， 阁 下 ？ 
str_npc13_kingsupport_3|请 允 许 我 离 开 几 周 ， {reg59?女 士 :先 生 } 。 我 会 让 这 片 土 地 上 的 所 有 名 士 知 道 ， 你 不 仅 仅 能 统 一 英 格 兰 、 还 能 统 治 全 世 界 。 就 我 而 言 ， 除 非 有 人 能 够 统 治 全 世 界 ， 不 然 没 人 应 该 当 {reg59?国 王 或 女 王 :国 王 } ， 只 有 你 有 这 个 能 力 ， {reg59?女 士 :先 生 } 。 
str_npc14_kingsupport_3|啊 ， 勇 士 ， 请 允 许 我 离 开 几 周 ， 我 会 讲 述 你 的 传 奇 ， 甚 至 让 麻 木 的 心 灵 都 为 你 的 美 德 所 折 服 ， 为 你 的 不 幸 而 悲 哀 ， 为 你 的 敌 人 而 愤 怒 ， 全 因 你 是 当 代 的 库 丘 林 ， 整 个 世 界 都 会 屈 服 于 你 的 意 志 之 下 。 当 然 ， 我 想 还 要 加 入 一 些 艺 术 描 写 ， 比 如 像 您 能 单 手 扫 平 一 支 佛 莫 尔 军 队 ？ 
str_npc15_kingsupport_3|我 很 高 兴 你 能 这 样 想 。 那 么 ， 我 的 建 议 是 ， 我 知 道 一 些 像 我 一 样 靠 银 子 生 活 的 人 ， 他 们 现 在 由 于 财 源 断 了 ， 生 活 环 境 每 况 愈 下 。 我 会 去 告 诉 他 们 ， 你 是 个 正 直 的 人 ， 你 尊 重 商 人 ， 并 会 偿 还 他 们 的 债 务 ， 而 且 你 不 会 半 途 而 废 。 
str_npc16_kingsupport_3|请 允 许 我 离 开 几 周 ， 我 会 去 访 遍 这 片 土 地 上 的 每 座 教 堂 、 修 道 院 和 寺 院 。 整 个 教 会 都 会 知 道 你 会 让 黑 暗 之 地 也 能 永 久 地 沐 浴 在 基 督 教 的 圣 光 之 中 。 每 一 个 真 正 敬 畏 上 帝 的 人 ， 每 一 个 虔 诚 的 基 督 徒 都 会 支 持 你 ， 并 把 你 当 作 是 上 帝 在 人 间 指 派 的 合 法 统 治 者 。 你 觉 得 怎 么 样 ？ 
str_npc1_kingsupport_objection|长 官 ， 你 把 别 的 人 派 出 去 对 贵 族 们 说 他 们 会 拥 有 牧 地 、 市 集 和 森 林 的 所 有 权 ？ 我 不 喜 欢 这 样 。 这 样 一 来 ， 这 些 人 会 在 这 片 土 地 上 的 每 个 村 落 立 起 绞 刑 架 ， 对 我 们 这 样 的 穷 人 为 所 欲 为 ， 比 如 拿 起 一 张 弓 去 树 林 里 打 猎 ， 然 后 在 桌 上 摆 满 菜 肴 。 而 我 们 得 被 吊 死 。 
str_npc2_kingsupport_objection|嗯 ， 长 官 。 你 对 某 人 说 过 你 当 上 国 王 后 ， 会 帮 助 他 实 现 愿 望 ， 是 吧 ？ 我 觉 得 这 个 主 意 糟 透 了 ， 他 不 是 个 好 人 ， 我 不 喜 欢 那 些 沉 默 独 饮 的 人 。 我 不 信 任 他 。 
str_npc3_kingsupport_objection|阁 下 ， 雷 因 哈 德 出 发 到 远 方 了 ， 他 说 已 经 得 到 你 的 同 意 。 他 说 他 会 走 遍 村 庄 ， 告 诉 那 些 穷 乡 下 人 你 当 上 {reg59?女 王 :国 王 }后 ， 你 会 平 等 对 待 无 论 是 男 是 女 还 是 不 同 行 业 的 人 。 然 后 我 问 了 他 ， 那 奴 隶 怎 么 说 ， 他 说 奴 隶 和 人 不 一 样 ， 对 待 他 们 只 需 要 狠 狠 鞭 打 。 我 真 希 望 你 没 这 样 对 他 说 过 ， 是 吗 ？ 
str_npc4_kingsupport_objection|我 感 觉 你 在 戏 弄 我 ， 别 人 在 称 王 问 题 上 的 观 点 你 全 都 同 意 。 真 是 搞 不 懂 你 。 
str_npc5_kingsupport_objection|长 官 ， 我 偶 然 间 听 到 了 你 说 的 一 些 话 。 但 是 我 在 想 ， 如 果 你 给 了 奴 隶 过 多 的 权 利 和 保 护 ， 就 没 人 会 想 要 购 买 奴 隶 了 。 当 然 ， 很 可 能 多 数 人 会 过 着 一 种 没 有 奴 隶 的 生 活 ， 但 是 多 数 富 人 真 的 很 喜 欢 有 一 两 个 奴 隶 帮 他 们 干 家 务 活 。 贵 族 对 于 奴 隶 和 奴 隶 女 孩 也 有 许 许 多 多 的 用 途 。 所 以 ， 你 得 做 好 富 人 和 贵 族 因 此 不 支 持 你 的 准 备 。 在 我 看 来 ， 这 对 想 称 王 的 人 来 说 是 不 利 的 。 
str_npc6_kingsupport_objection|我 理 解 你 把 埃 吉 尔 派 出 去 编 造 你 的 皇 家 血 统 的 行 为 。 但 我 得 告 诉 你 ， 我 觉 得 即 使 是 出 于 好 意 ， 上 帝 也 不 会 眷 顾 试 图 通 过 欺 骗 来 获 得 王 位 的 人 。 
str_npc7_kingsupport_objection|我 听 到 你 在 这 个 问 题 上 对 别 人 说 的 话 了 。 我 特 别 注 意 到 他 说 皮 克 特 人 和 农 民 、 奴 隶 没 有 区 别 。 这 真 是 荒 谬 ， 如 果 你 不 把 土 地 分 给 皮 克 特 人 ， 他 们 的 战 士 会 把 你 的 王 国 大 卸 八 块 的 。 我 真 希 望 你 质 疑 过 他 的 观 点 。 
str_npc8_kingsupport_objection|长 官 ， 你 说 过 你 当 上 不 列 颠 统 治 者 后 ， 你 的 第 一 场 战 争 将 会 是 对 抗 敌 人 的 。 这 不 对 ， 你 应 该 先 帮 助 我 从 丹 麦 人 手 上 解 放 弗 里 斯 。 那 样 的 话 我 们 两 族 人 民 就 能 一 起 对 抗 敌 人 ， 一 起 从 战 争 中 获 利 。 但 我 们 首 先 应 该 着 眼 于 弗 里 斯 。 
str_npc9_kingsupport_objection| {reg59?女 士 :先 生 } ， 当 我 听 到 你 准 备 颁 布 习 惯 法 来 处 理 王 国 内 的 法 律 纠 纷 时 ， 我 感 到 十 分 遗 憾 。 这 一 点 道 理 也 没 有 ， 众 所 周 知 ， 只 有 罗 马 帝 国 法 适 合 进 步 国 家 。 即 使 是 软 弱 的 法 兰 克 国 王 达 戈 伯 特 一 世 也 费 尽 心 思 来 施 行 罗 马 法 ， 你 应 该 遵 循 这 个 先 例 。 
str_npc10_kingsupport_objection|我 听 到 你 对 阿 格 霍 斯 说 ， 你 当 上 {reg59?女 王 :国 王 }后 ， 你 会 召 集 一 支 由 各 个 国 家 战 士 组 成 的 军 队 去 恢 复 古 罗 马 帝 国 的 疆 域 。 这 真 是 荒 谬 之 极 。 只 有 一 支 真 正 的 、 完 全 由 撒 克 逊 人 组 成 的 军 队 才 能 达 到 古 罗 马 人 的 荣 光 。 只 要 队 伍 中 有 布 立 吞 人 的 存 在 ， 就 不 可 能 征 服 这 片 大 陆 。 如 果 你 想 把 撒 克 逊 人 和 布 立 吞 人 放 在 一 起 作 战 来 实 现 你 的 “ 帝 国 ” 计 划 ， 别 指 望 我 会 帮 你 。 
str_npc11_kingsupport_objection|我 听 说 队 伍 里 有 人 要 出 去 传 颂 有 关 你 荣 耀 和 名 声 的 故 事 了 。 我 认 为 你 弄 错 人 了 ， 很 明 显 我 是 队 伍 里 面 最 好 的 诗 人 。 我 的 声 音 ， 我 作 为 女 吟 游 诗 人 的 名 声 ， 将 为 你 打 开 人 们 梦 寐 以 求 的 王 宫 大 门 。 
str_npc12_kingsupport_objection|长 官 ， 我 听 说 你 要 从 大 伙 里 面 选 个 僧 侣 去 充 当 某 种 使 者 。 传 教 士 是 彻 头 彻 尾 的 疯 子 、 狂 热 分 子 。 他 告 诉 过 我 当 你 的 王 国 建 立 起 来 后 ， 会 禁 止 一 切 的 医 学 研 究 ， 他 声 称 这 是 旧 约 的 旨 意 。 如 果 你 听 从 了 他 的 建 议 ， 世 界 将 会 陷 入 因 无 知 和 恐 惧 而 产 生 的 黑 暗 时 代 。 我 说 的 就 这 么 多 了 。 
str_npc13_kingsupport_objection|我 听 说 你 让 别 人 向 大 家 宣 布 ， 你 取 得 王 位 后 会 把 这 片 土 地 上 的 所 有 流 氓 都 放 出 来 。 真 是 个 愚 蠢 的 主 意 啊 …人 必 须 得 处 于 管 理 监 督 之 下 ， 必 要 的 时 候 可 以 用 鞭 子 、 锁 链 和 套 锁 来 管 教 。 我 敢 保 证 你 当 上 {reg59?女 王 :国 王 }之 后 会 发 现 ， 情 况 会 万 分 的 棘 手 。 
