str_yes|Evet.
str_npc6_rehire_speech|Sizi görmek çok güzel, {beyim/hanımım}. Nereye gitsem, insanlar yaptıklarınızdan heyecan içinde bahsediyorlar. Sizden ayrıldığımdan beri işlerim pek yaver gitmedi. Nereye gidersem gideyim, şeytanlarım geri dönüyor. Ruhum ıstırap içinde. Tam açıklayamadığım sebeplerden dolayı, liderliğinizle ilgili sıkıntılarım olmuş olsa da birliğinde huzur bulmuştum. Tekrar size hizmet etmeme izin verir misiniz?
str_npc7_rehire_speech|Kumandan! Sizi görmek çok güzel. Ne yazık ki ganimetten kendi payıma düşen para ile bile bir hain olmanın garip alayı ve hala bana bağlı bir kadın var. Bu yüzden benim yöneteceğim bir birliğe hiçbir Pikt savaşçı katılmadı. Ne yazık ki hayat bu şekilde işliyor. Beni geri alacak mısınız?
str_npc8_rehire_speech|Saygılar, {playername}. Aramızda geçmiş olabilecek kaba konuşmaların unutulup unutulmadığını merak ediyorum. Yeteri kadar adam toplayıp kocamın meclisini geri almaya girişebilmek için burada, Nordlar arasında geziniyordum. Ama bir gemiyi doldurabilecek kadar bile adam bulamadım. Toparlayabildiklerim de çabucak sıkılıp birliği terk ettiler – bütün birikimimi zevkleri için çarçur ettikten hemen sonra tabii. Sonra yan yana giriştiğimiz eski savaş günleri aklıma geldi. Onlar güzel ve tabii kazançlı günlerdi.
str_npc9_rehire_speech|Çok değerli {beyim/hanımım}! Sizi görmek ne kadar da güzel! Bu diyarın lordlarının hizmetine girmeyi denedim ancak çok acı bir şekilde hayal kırıklığına uğradım. Yarısı, sanki ben bir muhasebecinin ayakçısıymışım gibi gidip başka lordlardan borçlarını tahsil etmemi, yada ben muhtarmışım gibi topraklarını kontrol etmemi istiyor. Hatta bir tanesi benden alacaklısını öldürmemi bile istedi! Ben de sizi aramaya başladım, belki beni birliğinize geri almayı kabul edersiniz diye.
str_npc10_rehire_speech|Dryhten! Sizi görmek çok güzel. Anlaşıldı ki ben iyi bir çiftçi değilmişim. İşçilere karşı çok samimi olmuşum. Onlar da soyup soğana çevirmişler beni. Sanırım savaş benim doğal mesleğim. Söylesenize, hala adama ihtiyacınız var mı?
str_npc11_rehire_speech|{Beyim/Hanımım}, Sizden ayrıldıktan sonra çok düşündüm ve yürekten şunu söylebilirim ki bazen en çok istediğimiz şeyi alamasak da ondan uzakta olmaktansa yakınında yaşamak daha iyidir. Ve hala bunca şeyden sonra az da olsa birliğinizin beni kabul deceğine dair bir umut olabilir. Bu yüzden beni geri alır mısınız?
str_npc12_rehire_speech|Şef! Sizinki gibi dürüst bir yüz görmek ne kadar güzel! Dünya yalanlarla dolu! Bulduklarımı yayınlamak için Roma'ya döndüm, bir kaç katip ayarladım ve sonra işleri beklemeye başladım. Ama anlaşıldı ki üniversiteler yeni tıbbi bilgiler yerine sürekli ısıtıp ısıtıp ortaya sunulan bilgileri tercih ederlermiş. Şu yayıncılar kadar vicdansızını da görmedim. Kitapları sayfa sayfa kopyalasınlar diye öğrencilere kiralıyorlar. O sayfaların yarısı geri dönmüyor bile. Geri gelenler de şaraba banıp çıkmış oluyorlar, böylelikle giderek kendi kitabımın hiçbir kopyasını bulamaz olacağım. Aslında denemeye devam edeceğim fakat öncelikle biraz paraya ihtiyacım var. Bir hekim arıyor musunuz?
str_npc13_rehire_speech|Sizi tekrar görmek güzel. En son ayrıldığımızda, bir daha size hizmet edemeyeceğime yemin edebilirdim ama belki de sizi tartarken çok katı davranmışım. Başka lordların birliklerinde hizmet vermeyi de denedim ve inanın bana, orada gördüklerim sizin liderliğinize olan saygımı daha da arttırdı. Eğer beni tekrar birliğinize alırsanız, tekrar sizin için savaşırım.
str_npc14_rehire_speech|Merhabalar yiğit insan! Sizinle tekrar karşılaşmayı umuyordum. Nereye gitsem hikayelerinizi ve yaptıklarınızın şarkılarını duyuyorum. Yanından ayrılmış olmanın pişmanlığını yaşıyorum, onu itiraf edeyim. Tabii bu başarılarınızdan ve kazanımlarınızdan dolayı sizi biraz da kıskanıyorum. Düşündüm de, bir süreliğine tekrar beraber at sürebiliriz belki, ne dersiniz?
str_npc15_rehire_speech|Merhaba, ne yalan söyliyeyim sizi görmek aslında beni mutlu etti. Gördüğünüz gibi beni kıtaya götürecek bir gemi bulamadım ve bu yüzden ayrılmadan önce yeni bir anlaşma yaptım. Sıra ödemeye geldiğinde kral ancak konuştu ve benim şaheserimde sözde kusurlar buldu. Sizin kalkan duvarınızda mutlu olduğumu söyleyemeceğim fakat en azından her savaş sonunda cüzdanıma para giriyordu. Hala bana iş var mı?
str_npc16_rehire_speech|Sana ve adamlarına bir şans daha vermek için buradayım. Rüyamda bir melek gördüm ve bana sizin ölümsüz ruhlarınızın geleceğini anlattı. Melek ayrıca sizin cennete gitmek için tek şansınızın benim emrimde vaiz olarak çalışmanız olduğunu söyledi. Siz benim sorumluluğumdasınız. Bu yüzden beni tekrar kalkan duvarınıza kabul etmenizi istiyorum. Belki bu defa tanrının sözlerine kulak asarsınız.
str_npc1_home_intro|Kumandan belki Hadrian Duvarını bilmiyorsunuzdur. Buranın yakınlarında benim 18 yıl önce doğduğum mağara bulunuyor. Burası durup gezmemiz için özel bir yer ve çok da eski bir tarihi var. Efsanevi savaşçılar olan Romalılar burada yaşamışlar. 
str_npc2_home_intro|Ribe! Yirmi yıl önce doğduğum yer. Kralın oğlu ve aynı zamanda köle olarak ama yine de tüm Danimarka'nın en iyi ozanı olarak.
str_npc3_home_intro|Bunu duyabiliyor musunuz? Bu kötülüğün, Kennemer'in kokusu. Bu yerden o kadar çok nefret ediyorum ki! Hayatımın en kötü yıllarını burada geçirdim. Buraya yakında bulunmak bile midemi bulandırıyor.
str_npc4_home_intro|Belki de görkemli Dal Riata kalesi Dun Onlaigh'ı bilmiyorsundur.
str_npc5_home_intro|Ah, belki de Cornubia'nın en güçlü kalelerinden biri olan Din Tagell'i bilmiyorsunuzdur. Sürülmeden önce ben de onun lorduna kalkan duvarında hizmet ettim.
str_npc6_home_intro|Batı Seaxe krallığındaki Cantwareburh hakkında bunları bilmiyorsundur. Bu şehir Woden Ric gemisinin bana getirilmesi gereken yerdi fakat Vikingler Friese sahilinde ona saldırarak tüm durumu değiştirdi. Kaderimi sonsuza kadar değiştirdiler.
str_npc7_home_intro|Buraya bak ve dikkatli ol. Şimdi Dun Taruo yakınındaki Alban'dayız. Alban krallığı kuzeyin en güçlüsü.
str_npc8_home_intro|Dorestad'ın ana kasaba olduğu Friese krallığındayız. Yıllar önce Frisyalılar olarak biz Franklerin halkıydık fakat kralımız Hrorek adında bir Danimarkalı. Yani aslında o bizim kralımız değil. Frisyalılar onu tanımaz ama gücünü kabul etmek zorundalar. Çünkü yaşamayı tercih ederiz.
str_npc9_home_intro|Ufka bak, orada Doğu Engle'nin krallarına gücü veren Rendlaesham kaleleri uzanır.
str_npc10_home_intro|Bak, Doğu Seaxna'na Saksonların evi, ticaret kasabası Lundenwic. Bu güzel alanın görkemli bir geçmişi ve eminim palak bir geleceği var.
str_npc11_home_intro|Tuzun ve denizde çalışan insanların ter kokusu. İşte evin sıcaklığı... Tusnberg.
str_npc12_home_intro|Muhtemelen Heidabyr hakkında bunu bilmiyordun.
str_npc13_home_intro|İleride, Norveçlilerin topraklarının ötesinde benim güçlü, savaşçı ve yönetici halkım, Sviar var.
str_npc14_home_intro|Ah, Caiseal! Eriu'nun dibinde ne kadar sevimli bir yer. Mhumhain ya da Munster bölgesi Romalıların Hibernia dedikleri en şairane ve güzel yerdir.
str_npc15_home_intro|Şuradaki küçük yerleşim yerini görüyor musun? Orası Hordaland.
str_npc16_home_intro|Aman tanrım! Bu Witan Ceaster. Burada bir köyde doğdum fakat ailem bana bakamadı ve beni Witan'lı keşişlere verdi.
str_npc1_home_description|Adım Caio nesilden nesile aktarılmaktadır. Bu adı ilk kullanan benim dedemdir ve o Virio adında, duvarı korumakla görevli atamızın torunudur.
str_npc2_home_description|İnsanlar Danimarkalıların kana susamış insanlar olduklarını söyler ama bence iyi bir ticaret zekaları var. Sahil boyunca insanlara kap kacak, tekstil ve deri üretmeyi öğrettiler. Ayrıca Ribe kadınlarıyla da ünlüdür, anlarsın ya.
str_npc3_home_description|Kennemer şimdilerde bir Danimarka kalesi fakat her zaman böyle değildi. Aslında Danimarkalılardan önce burayı Frankler yönetiyordu. Biz Frisyalılar Frankleri çok sevmedik. Dinleri hristiyanlığı empoze ettiler ve lordları çok kontrolcüydü. Bu yüzden Danimarkalılar geldiğinde çok umursamadık. Bunlar vergilerini ödediğimiz sürece bize karşı daha anlayışlılar.
str_npc4_home_description|Bilirsin çok konuşmam, ama bir Dal Riata ve İskoç olmaktan gurur duyuyorum. İskoçlarla alakalı birçok hikaye duymuşsunuzdur ya da belki duymadınız. İnsanlar Norveçlileri görüp bizden beter olduklarını görene kadar bizim sahilleri yağmalayan korsanlar olduğumuzu düşünürdü.
str_npc5_home_description|Cornubia daha önce Dumnonia krallığıydı. Dumnonia halkı genellikle kendilerine 'Dumnonia halkı' anlamına gelen 'Defnas' der. Topraklarımız madenlerinde çıkarılan yüksek kalite saçla meşhurdur. Şimdi krallığımız daha küçük ve fakir.
str_npc6_home_description|Bildiğin gibi çok yakın zamana kadar Cantwareburh Cent krallığının başkentiydi. Buraya gelmeden önce onla alakalı çok şey okudum ve Asturias'a davet edilen bir Sakson alimi ile konuşabilirim. Benim krallığımda buradaki herkese 'Sakson' denir ama aslında Cent'te buraya yüzyıllar önce gelmiş Jutlar yaşar.
str_npc7_home_description|Alban krallığı basitçe iki halkı birleştirir. Bunlardan ilki Hibernia soyundan gelen Dal Riata ve diğeri biz Piktlerdir. Halklar arasında hala farklılıklar ve yıllarca süren kan ve savaşlar olsa da soylularımız ve krallarımız karışmıştır ve artık tek bir krallık olmuşuzdur.
str_npc8_home_description|Frisyalılar tutucu insanlardır. İlişkilerinde tek olmayı severler ve Danimarkalılar Franklerden daha iyi beylerdir. Vergilerimizi ödeyip otoritelerine itaat ettiğimiz müddetçe bizi rahat bırakırlar.
str_npc9_home_description|Doğu Engle kralları adlarını efsanevi kral Wuffa'dan alan Wuffing hanedanlığındandırlar. Soyları Beowulf destanında olduğu gibi Geatlara kadar gider. Anglo-Sakson krallığının en güçlüleridirler.
str_npc10_home_description|Burada bir zamanlar Britanyanın Romalı başkenti Londinium bulunurdu. Lundenwic, Londinium harabelerinin çok yakınında. Adının anlamı  'Londinium ticaret kasabası' ya da biz Saksonların kısaca dediği gibi 'Londra.'
str_npc11_home_description|Bildiğiniz gibi ben buralıyım. Bence birliğinizde iyi bir savaşçı olmayı başardım çünkü savaş Northvegr'daki her kadın ve erkeğin kanının daha koyu akmasını sağlar. Bunlar bu toprakların beylerinin birbirleriyle sürekli savaştığı savaş zamanları.
str_npc12_home_description|Heidabyr Danimarka'daki en yaşlı yer değil. Aslında birkaç yıldır var fakat Rerik tüccarları sayesinde önemli bir yer oldu. 
str_npc13_home_description|Danimarkalılar ve Norveçliler batıya doğru büyüdüğünden bizim hedefimiz doğu, Slav toprakları ve öteleri.
str_npc14_home_description|Burası en iyi şarkıların ve ozanların memleketi. Krallığın küçük çocukları bile dünyanın diğer yerlerindeki ozanlardan çok daha başarılılar. Halkın büyük kısmı eski geleneklere ve tanrılara saygı duyar bu yüzden Munster tüm Eriu'nun en zengin yeridir.
str_npc15_home_description|Hordaland, Eirik Konungr tarafından yönetilen Northvegr'deki küçük krallıklardan biri. Onu iyi tanırım. Kaba ve şiddete meyilli bir adamdır ve onu en çok karllığının bağımsızlığı mutlu eder. Bu yüzden Harald Tanglehair'ın Northvegr'i tek bir krallık altında birleştirme sözünü beğenmez.
str_npc16_home_description|Witan Ceaster, Batı Seaxe Saksonlarının başkentidir. Batı Seaxe kralı şimdilerde Britanya ve Englaland'ın en güçlüsü. With Mierce weakened, West Seaxe is the only krallık that can stop the Danish.
str_npc1_home_description_2|O zamandan bu yana babadan oğula geçmektedir. Babam, sizin bildiğiniz yaşlı Romalı, Caio'dur. Adı hala yaşamaktadır. Tüm kardeşlerimin adı Caio. Annem karıştırmamak için bize Büyük Caio, Ortanca Secundo, ve Küçük Caio der.
str_npc2_home_description_2|Bir gün Ribe yakınından bir çiftlik alıp iki ya da üç kadınla evlenip kendimi çocuk yapmaya adayacağım. Ya da belki yakında bu fikirden sıkılıp vazgeçerim...
str_npc3_home_description_2|But now it seems that the Danish may be worse, in fact, than the Franks. Many Frisians have rebelled against their dominion. The Danish are people who take what they want, regardless of who is harmed, and they value their strength above our laws. I hate them! They made me a slave!
str_npc4_home_description_2|The truth is that, for many Gaels, to become Scots was a way out of poverty, especially in such a closed society like Eriu. We joined a brotherhood and threw ourselves to the dangers of the sea. Looting and robbery were our ways. It was not very different from what others are doing today, but we were never as bloodly as the Norwegians.
str_npc5_home_description_2|We only have the memories and history. You know they say that Din Tagell was the place where that man, Arthur, whom the bards sing about, was born?
str_npc6_home_description_2|Romalılar Britanya'dan gittikte sonra Jutlar bu toprakları Britonlardan aldılar. Jutların akrabaları hatta belki ataları olan Danimarkalılar şimdi düşmanları ve topraklara saldırıyorlar. Yaşlı Sakson alimi Bedda ile uzun akşamları hatırlıyorum da beni bu topraklar hakkında bilgilendirip yolculuğum için hazırlamıştı.
str_npc7_home_description_2|The pikts are fine shepherds and hunters, but these Dal Riata are a clan of pirates, Scots. But I should not say that, since we are now fighting on the same side and for the king himself.
str_npc8_home_description_2|Many of us prefer our own government, without the interference from either the Franks or Danish, but this is impossible as long as we are divided and unable to raise an army. Our aethelings, our noblemen, prefer to serve the Danish. Without an aetheling to lead us, the frilings, the freemen, are unable to organize. Perhaps our fate is to be dominated by other people forever.
str_npc9_home_description_2|They harbor a great hatred against the rival krallıks. Curiously enough, their territory is one of the few parts of Britannia where rainfall is sparse and the climate is dry. So, I am not really sure if you will ever want to fight their warriors for such a piece of land -- I don't think it'd be worth it.
str_npc10_home_description_2|The mouth of the River Fleet serves Lundenwic as a harbour for both trade and fishing, merchants from all the nations of Europe are slowly flocking to Lundenwic in search of good commercial opportunities. And here, the old gods are still very well respected, but I should not say any more about that...
str_npc11_home_description_2|A man, Harald Tanglehair, rules Tunsberg, and I think that he will rule all Northvegr in little time, as he is the strongest jarl, smart and ruthless. Like you, {reg59?my pretty:handsome}. Then, he says, he will finally comb his head and marry Gyda Eiriksdottir, but of course he'd have to kill her father first. Anyway, Tunsberg is an important center of commerce, and I'm sure you'll find many trade goods and news from all over the world. Shall we go?
str_npc12_home_description_2|Eminim Kral Gotrik'in adı size tanıdık geliyordur, değil mi? He was a famous man because, fearing an invasion of the Franks from the south, he built an enormous structure to defend Danmark. We called it the Danavirki. It is an important linear defensive earthwork constructed across the neck of the Danmark peninsula.
str_npc13_home_description_2|Neyse sizi uzun konuşmalarla sıkmayacağım. Midgardr bitip Ragnarok gelene kadar konuşabiliriz, ha!
str_npc14_home_description_2|Benim de bir parçası olduğum asaletleri, diğer asillerden çok daha üstte. Bunun sebebi ise bizimle birlikte kutsadığı herkesteki en az bir damla dokuz tanrıçanın kanı. Bu tanrıçalar: Anann, Aine, Grian, Cliodhna, Aimend, Mor Muman, Bebinn, Aibell, ve kötü ünlü fakat son derece güzel Kraliçe Mongfind. Buraya yerleş ve bir gün tıpkı bana oniki kış önce olduğu gibi bir gece bu tanrıçalardan biri yatağına gelsin.
