qstr_{reg1}.0|{reg1}.0
qstr_Occupation:_Bard^Ini|Meslek: Ozan^Başlangıç maliyeti: 200 ^Haftalık Maliyet: 40^Notlar: alonlarını büyüleyici İngiliz müziği ile doldurur.
qstr_Name:_Casius.|İsim: Casius.
qstr_Occupation:_This_man|Meslek: Bu adam zaten senin için çalışıyor.
qstr_Occupation:_Bottler^|Meslek: Şişeci^Başlangıç maliyeti: 100^Haftalık Maliyet: 10^Notlar: salonun için gerekli.
qstr_Name:_Suaibsech.|İsim: Suaibsech.
qstr_Occupation:_This_wom|Meslek: Bu kadın zaten sana hizmet ediyor.
qstr_Occupation:_Happy_Wi|Meslek: Mutlu Dul^Başlangıç maliyetit: 300^Haftalık Maliyet: 25^Notlar: Adamlarını mutlu etmenin en iyi yolu.
qstr_Name:_Tancoystl.|İsim: Tancoystl.
qstr_Name:_Gulla.|İsim: Gulla.
qstr_Occupation:_Happy_Wid|Meslek: Mutlu Dul^Başlangıç maliyeti: 150^Haftalık Maliyet: 15^Notlar: Adamlarını mutlu etmenin en iyi yolu.
qstr_Name:_Eadgyd.|İsim: Eadgyd.
qstr_Name:_Harald.|İsim: Harald.
qstr_Occupation:_This_tra|Meslek: Bu talimci zaten senin için çalışıyor.
qstr_Occupation:_Talimci^|Meslek: Talimci^Başlangıç maliyeti: 450^Haftalık Maliyet: 45^Notlar: birliğini eğitir.
qstr_Name:_Ulfberht.|İsim: Ulfberht.
qstr_Occupation:_This_smi|Meslek: Bu demirci zaten senin için çalışıyor.
qstr_Occupation:_Smith^In|Meslek: Demirci^Başlangıç maliyeti: 400^Haftalık Maliyet: 40^Notlar: sığınağın için yeni silahlar yapar.
qstr_Name:_The_Hungry_Ham|İsim: Aç Çekiç.
qstr_Occupation:_This_arm|Meslek: Bu zırh ustası zaten senin için çalışıyor.
qstr_Occupation:_Armorer^|Meslek: Zırh ustası^Başlangıç maliyeti: 400^Haftalık Maliyet: 40^Notlar: Lakabı demir için olan doyumsuz iştahından gelir, her çeşit eşyayı üretebilir.
qstr_Name:_Aurelius.|İsim: Aurelius.
qstr_Occupation:_This_phy|Meslek: Bu doktor zaten senin için çalışıyor
qstr_Occupation:_Physicia|Meslek: Doktor^Başlangıç maliyeti: 250^Haftalık Maliyet: 15^Notlar: hafif yaraları tedavi eder.
qstr_Name:_Morgan.|İsim: Morgan.
qstr_Name:_Alexander.|İsim: Alexander.
qstr_Occupation:_Physician|Meslek: Doktor^Başlangıç maliyeti: 350^Haftalık Maliyet: 30^Notlar: hafif ve ağır yaraları tedavi etmede yüksek eğitimlidir.
qstr_Name:_Aillil.|İsim: Aillil.
qstr_Occupation:_Physician^|Meslek: Doktor^Başlangıç maliyeti: 250^Haftalık Maliyet: 30^Notlar: hafif yaraları tedavi eder..
qstr_Name:_Wamba.|İsim: Wamba.
qstr_Occupation:_This_coo|Meslek: Bu aşçı zaten senin için çalışıyor.
qstr_Occupation:_Cook^Ini|Meslek: Aşçı^Başlangıç maliyeti: 350^Haftalık Maliyet: 30^Notlar: sana ve adamlarına ziyafet hazırlar.
qstr_My_name_is_Beda_the_|Adım yaşlı Beda ve bu da benim dönemimde yaşanılanları gösteren kronolojik belge...
qstr_They_weren_t_good_ti|İyi zamanlar değillerdi. Anno Domini 861'de, ustam Psikopos Swithunus öldü. Ölmeden önce bana dönemin sonunun gelmekte olduğunu söyledi. ^^865'te bir pagan ordusu Cent'e saldırdı. Centliler onları sakinleştirmeyi başarsa da paranın çekiciliği ve sözde barış istilacıları durdurmadı.^^Bu yıldan sonra, Doğu Anglia'da geniş bir pagan ordusu kışı geçirdi. Sonraki yaz Kral Eadmund, onları göndermeye hevesli, hepsini sürdü. Akıncı taraf değildi; Büyük Vahşi Ordu olarak anıldı. Ragnar'ın oğlunun yönettiği binlerce kişi buraya yerleşmek için geldi. ^^867'de, Swithunus'un tahmin ettiği gibi dönemin sonu geldi. Danimarkalıların Büyük Vahşi Ordusu Humbre nehrinden Eoferwic'e kadar açıldı. Şehri ele geçirdiler ve Northumbrianları katlettiler. İki kral da, Osbert ve Aella, katledildi. Bu yüzden şimdi kuzeyi Danimarkalılar kurallarını ve pagan biçimlerini empoze ederek yönetiyor... İhtiyacın olduğunda tanrı nerededir?^^ Güneyde, Friese kıyısı Vikingler tarafından harap edildi. Tüccar gemileri, Batı Seaxe'nin kurtuluşu umuduyla kuzeye yol aldı.^^İrlanda ve Galler'de paganlar her geçen gün daha da güçleniyor. Birçok kişi Dal Riata ve Pikt bölgelerinin yakında yok olacağını söylüyor...
qstr_BEDA_CHRONICLE^^{s2}^|BEDA KRONOLOJİK BELGESİ^^{s2}^^{s3}
qstr_The_news_coming_from|Kuzeyden gelen haberler rahatsız edici. Ragnar'ın oğulları Mercia'nın üzerine gitmek için adam topluyorlardı. Hala büyük bir orduydu, ancak Danimarka'dan destek bekliyorlardı. Tanrı bizi korusun.
qstr_Some_merchants_repor|Birkaç tüccar Sigurd'un yüzlerce gemi ile savaşçı getirdiğini söylüyor.  Witan Ceaster'daki bazı kral danışmanlarının Danimarkalıların tüm Englaland krallıklarını yıkacaklarını duydum.^^Bir ulaktan duyduğum tek iyi haber, Ragbar'ın oğlu Jarl Sigurd'un yoladığı bazı Danimarkalıların Doccinga'da yenildikleridir.^^Doccinga'nın savunmasına neden olan {playername}'ın adını ilk kez duydum. ^^Hayatımda önemli bir yer edeceğini bilmiyordum. 
qstr_There_was_a_man_call|Egbert adında bir adam vardı ya da belki kral demeliyim, Northhymbre kralı Egbert Cyning. Kontrol edebilcekleri zayıf biri olduğu için Vikingler tarafından seçilmiş kukla bir kraldı. Bizi de bekleyen kader bu mu? 
qstr_In_Anno_Domini_868_t|In Anno Domini 868'de Vikingler Snotingaham'ı ele geçirdi. Her yerde korku hakimdi, fakat Batı Seaxe ve Mierce birliklerini birleştirdi. Batı Seaxe'lı  Aelfred, kralın kardeşi, Aethelred Mucel'in kızı Ealswith ile evlendi. ghter of Aethelred Mucel, ealdorman of the Gaini, and of Eadburh, from the royal line of the king of the Mercians.^^The two realms called the fyrd to war. West Seaxe advanced on Snotingaham from the south, and Mierce joined them on the way. Maybe they could finally put an end to the advance of the sons of Ragnar?^^My life was about to change, but I did not know that.
qstr_I_still_dream_of_Dou|Hala gözlerimi kapattığımda Douar-an-Enez'i görüyorum. Tanrının hiçbir kulu bu tip rüyalara izin vermemeli -- adeta şeytan esaretinden kurtulmuş ve tüm dünyayı ele geçirmiş gibi.
qstr_I_remember_sailing_i|Savaş için gemiye bindiğimi ve bir kaç kez kustuğumu hatırlıyorum. Ellerim titriyordu ve omurgamda acılı bir üşüme vardı. Savaşçı değildim fakat kaderim {playername} ile ve {reg59?her:his} adamlarıyla yazılmıştı. Eğer yenilseydik, diğerleri ile ölecektik. Çok şükür ki, Tanrının mucizesi ile hayatta kaldım. Woden Ric gemisinde {playername} ile uzun vakit geçiren Bodo dahil bir çoğu başaramadı. {reg59?her:him} için Bodo çok büyük bir kayıp olmuştur, ama {reg59?her:his} yüzü değişmedi ve kimse nasıl hissettiğini soramadı. ^^Douar-an-Enez'in iki savaşından sonra, köy kalıntılarında yaraları iyileştirerek, ölüleri gömerek ve geçmişi düzelterek bir kaç hafta geçirdik. En çok benim işime ihtiyaç duyulan zaman olduğunu düşünüyorum. Bir çok kişi bana teselli ve teşekkür için geldi. ^^Sonra dünyanın değiştiğini henüz bilmediğimiz Englaland'a geri gittik...
qstr_Maybe_part_of_him_is|Belki bir parçası Danimarkalı Ulf'un kızı Thora ile sahip olduğu bebeğinde kalmıştır. Babasından sonra adı verilen oğlan güçlü ve sağlıklı yetişiyor ve ilerde güçlü bir erkek olacağını belli ediyor.
qstr_My_name_is_Beda_and_|Adım Beda, ve bu kitap karanlık zamanların bir kronolojisi olarak başladı ancak zaman bir kahraman tarafından gölge düşürüldüğünden, o kadar korkunç değil. 
qstr_I_was_there_when_the|Aescendun'da Sakson ve Dan orduları savaştığında oradaydım. {playername} tarihin seyrini değiştirdiğinde oradaydım. Fakat bunlar ya da diğerleri dünya kahramanını kaybettiğinde önemsizleşiyor.  Salona girip Sven Bull Neck'in {playername}'in annesini öldürdüğünü görmemizi dün gibi hatırlıyorum.  {reg59?her:his}'ın yüzünü hatırlıyorum. Buz kesilmişti. Ne bir öfke, ne korku, ne de ağlama, yalnızca soğukluk. Ve Sven Bull Neck ölümünün kaçınılmaz olduğunun farkında yüzü solmuştu. Salonda dövüştük ve Sven öldü, ama bu {playername}'in yüzünün sertliğini değiştirmedi. Annesi cenazesinde bir kraliçe gibi saygı gördü ve bir savaş gemisine zengin bir mezara gömüldü. ^^O günden sonra kahramanımızı kaybettik.  Savaştan savaşa takip ettiğimiz {reg59?She:He} bize veda etti, ve nereye gideceğini söylemeden ayrıldı. ^^Korkarım bir daha dönmemek üzere bizi terk etti. Umarım yanılıyorumdur çünkü bu karanlık o gelene kadar sürecek. 
qstr_BEDA_CHRONICLE^^{s2}^^|BEDA KRONOLOJİK BELGESİ^^{s2}^^{s3}^^{s16}
qstr_Little_news_has_reac|Genç Chio ile alakalı çok az bilgi bana ulaştı, Adriyen kalesine döndü mü ya da ailesini hiç ziyaret etti mi tam bilmiyorum. Son duyduğum bir Danimarka seferi ile İstanbul'a gittiği. 
qstr_^^Egil_returned_to_R|^^Egil evine, Ribe'ye geri döndü, ve maceralarından yağmaladıkları ile zengin oldu. Tüm parasını kadınlar ve içkiye harcadı, ve kısa süre sonra bir düelloda ölümle yüzleşti. 
qstr_^^Brunhild_married_a|^^Eskiden onlardan nefret etmesine rağmen Brunhild bir Danimarkalı ile evlendi ve Jorvik yakınlarına yerleşti. Bir tüccarın bana söylediğine göre üç çocuğu ile mutlu bir anne olmuş. 
qstr_^^The_fate_of_Donnac|^^Donnachdh'ın kaderi karanlık. İrlanda Denizinde Norveçli tüccarları yağmalamak için İskoçyalılardan bir mürettebat oluşturduğu Alban'a geri döndü. Dublinli Norveçliler kellesine bir bedel biçti, peşine adam taktı ve ozanların hala Alban hanedanlığı için şarkılar söylediği bir savaşta öldürdüler. 
qstr_^^Morgant_returned_t|^^Morgant Cornubia'ya döndü ve eski Dunmonia krallağını iyileştirmek için klanları birleştirmek istedi fakat başarısız oldu. Bir çoğu kanalın diğer tarafı için ana vatanlarını terk etti. Sonunda pes etti ve Petrockstow manastırında emekli oldu. 
qstr_^^Dwywei_was_one_of_|^^{playername} ayrıldıktan sonra pes etmeyenlerden biri de Dwywei, ve onun peşinden gittiğini biliyorum. Tüm olanlara rağmen onu sevdi ve onu bulmak için tüm dünyayı gezmeye razıydı. Başarılı oldu mu ya da hala hayatta mı bilmiyorum.
qstr_^^Dwywei_despite_all|^^Tüm geçmişine rağmen Dwywei, {playername} ayrıldıktan sonra asla pes etmedi. Peşinden gittiğini duymuştum. 
qstr_^^Reginhard_returned|^^Reginhard Adda ile evlendiği Dorestad'a geri döndü ve Thiaderd adında bir oğulları oldu. Evlilikleri mutluydu ancak sonsuza kadar sürmedi. Kulağıma son gelen haberler Thiaderd ve {playername} ile iki defa ihanete uğradığı yönünde. 
qstr_^^About_Clovis_he_re|^^Clovis, eş ve toprak sahibi olduğu Frankia'ya geri döndü ancak geçmişi unutmak istiyor gibi görünüyor. Hiç ulağı yok. 
qstr_^^The_beautiful_and_|^^Güzel ve inatçı Solveig tek başına Boğa Boyunlu Sven'den {playername}'ın intikamını almaya karar verdi. Sven'in tüm kardeşlerini ve ailelerini yakalayıp öldürdüğü Danimarka'ya geri döndü. Bu yaptıkları için idama mahkum olduğundan şimdi haydutlar ve kaçakların arasında saklanıyor.
qstr_^^The_loeknir_the_ph|^^Loeknir, doktor Asbjorn savaştan yorgun düşerek ailesinin evi Odinsve'ye geri döndü. Bilgisini insanları yalnızca bir kaç penninge, hatta isteyenlere bedavaya tedavi etmeye adadı. Namı tüm kuzeye yayıldı ve insanlar ona evliyaymışcasına saygı duydu.
qstr_^^Helgi_was_very_fon|^^Tüm geçmişine rağmen Helgi, {playername}'e çok düşkündü, ve o gittikten sonra depresyona girdi. Son bildiğim şey saha çok kanın acısını hafifletmesi umuduyla doğuya geri gidip Rus olduğu. 
qstr_^^Helgi_became_depre|^^Helgi, {playername}'in gidişinden sonra çok üzüldü. Belli bir rotası olmadan doğuya gitti ve sonsuz savaş arayışıyla Rus oldu. 
qstr_^^The_Greek_Agathino|^^Yunan Agathinos, Lundenwik yakınlarında kuzeyde kaldı. Burada eski Roma altyapılarını yeniden inşa etme işini buldu. Ara sıra bana mektup yazar. Neden hiç bir zaman arkadaş olamadığımızı bilmiyorum ama geçmiş ilişkilerini sürdürmeyi sever ve ben onun için diğer zamanlardan kalan tek şey olmalıyım. 
qstr_^^And_that_is_all_wh|^^{playername} için çalışan insanlar hakkında tek bildiğim bunlar. 
qstr_After_the_departure_|Liderimiz gittikten sonra biz dört bir yana dağıldık. Batı Seax'ın uzak bir yerinde bir manastırda saklandım. Burada günlerimin sona ermesini bekleyeceğim. Dışarıda olan biteni, özellikle de {playername} bulunursa bana haber vermeleri için insanlara para ödüyorum fakat kimse onu görmedi. Ama son anına kadar onun yanında olanlar alakalı ufak tefek bilgiler ulaşıyor. 
qstr_{s11}{s12}{s13}{s14}|{s11}{s12}{s13}{s14}{s15}{s16}{s17}{s18}{s19}{s20}{s21}{s22}{s23}.
qstr_{s2}^^{s3}^^I_hope_m|{s2}^^{s3}^^Umarım yazdıklarım {playername}'i tarihe yazar. Woden Ric adında bir gemide sıfırdan başlayan {reg59?lady:man} döneminin tüm güçlerini kontrol eden bir savaş beyi olmuştur.  Korkulan Boğa Boyunlu Sven'i öldüren ve Ragnar'ın oğulları, Batı Seax'ın kralları gibi en güçlü adamlarla karşılan odur. ^^Her birimiz yok olduğunda, dünya {playername}'ı hatırlasın.
qstr_The_{s1}_and_the_{s2}|{s1} ve {s2} birbirleri ile müttefik oluşturdular.
qstr_The_{s15}_complies_wi|{s16}'ya saldırarak {s15} yeni müttefiği ile anlşatı.
qstr_The_supply_box_will_|{reg1?after {reg0} rounds:next round} erzak kutusu hazır olacak.
qstr_Shoes_are_included_w|Yere kadar olan kıyafetlere ayakkabılar da dahil edildi. Ek ayak zırhı {s0} için çıkarıldı. 
qstr_Head_armor_cannot_be|Kafa zırhı başlıkla birlikte kullanılamaz ve {s0} için çıkarıldı.
qstr_beaufort:_{reg1}|beaufort: {reg1}
qstr_TEST:_wind_created_a|TEST: Rüzgar oluşturuldu ve {reg8} derecesinde yönlendirildi.
qstr_TEST:_startup_battle|TEST: başlangıç savaş büyüklüğü = {reg7}, filo aralığı = {reg8}
qstr_You_suffer_a_serious|Kafanda ciddi bir yaralanma var. (-1 zeka)
qstr_You_suffer_a_serious_|Yüzünde ciddi bir yaralanma var. (-1 karizma)
qstr_You_suffer_a_serious_i|Bir bacağında ciddi bir yaralanma var. (-1 çeviklik)
qstr_You_suffer_a_serious_in|Gövdende ciddi bir yaralanma var. (-1 güç)
qstr_Your_weapon_broke!|Silahın kırık!
qstr_Your_weapon_was_dama|Silahın hasar görmüş!
qstr_You_have_received_{reg|Kafana {reg5} kritik hasar aldın ve kısa sürede görüşünü kaybedeceksin!
qstr_You_have_received_{reg5|Vücuduna {reg5} kritik hasar aldın!
qstr_You_have_caused_{reg|{reg5} kritik ekstra hasar verdin!
qstr_You_have_caused_{reg5|Düşmana arkasından {reg5} kritik hasar verdin!
qstr_You_have_received_{reg5}|Arkandan {reg5} kritik hasar aldın!
qstr_You_have_fallen.__Pr|Düştün. (Ayrılmak için tab tuşuna bas)
qstr_Ships|Gemiler
qstr_Camera_follow_terrai|Kamera takibi arazi modu açık.
qstr_Camera_follow_terrain|Kamera takibi arazi modu kapalı.
qstr_Camera_rotate_before|Camera rotate before pan ON.
qstr_Camera_rotate_before_|Camera rotate before pan OFF.
qstr_Strategy_Camera|Strateji Kamerası
qstr_Death_Camera|Ölü Camera
qstr_shader_timer_on:_{re|Gölgelendirici zamanlaması açık: {reg1}
qstr_animation_on:_{reg1}|animasyon açık: {reg1}
qstr_lightning_cycle:_{re|şimşek döngüsü: {reg1}
qstr_You_can_give_the_com|Sıra halinde ilerleme, hızlı ilerleme, gerileme ya da bekleme emrini verebilirsin. Yukarı ve aşağı yön tuşları bu emirler arasında geçiş yapabilir. ^Ayrıca düz gitme You can also give the command to go straight, starboard, hard starboard, port or hard port. Sağ sol yön tuşları bu emirler arasında geçiş yapar.^Current commands are represented by arrows around the representation of your ship in the upper right corner.^Press Enter to set the sail and backspace to get a wide view of the scene.
qstr_Ship_Control|Gemi Kontrolü
qstr_You_are_so_tired_you|Çok yorgunsun, tek bir kasını oynatacak halin yok. Yalnızca yarı zarar verebilirsin, kaçamazsın. 
qstr_You_take_1_damage_fr|Kan kaybından 1 hasar aldın.
qstr_MENU_ERROR:_CAM!|MENU HATASI: CAM!
qstr_You_have_obtained_th|Hapishane anahtarlarını ele geçirdin. 
qstr_TEST:_Banner_courage|TEST: Banner courage bonus applied!
qstr_We_lost_a_quarter_of|Çok kısa bir sürede birliklerimizin çeyreğini kaybettik. Birliklerimizin kalpleri korku ile doldu. 
qstr_Half_of_our_army_has|Ordumuzun yarısı çok kısa bir sürede düştü. Birlikler panikledi!
qstr_The_enemy_lost_a_qua|Çok kısa bir sürede düşman birliklerinin çeyreğini kaybetti. Birliklerinin kalpleri korku ile doldu.
qstr_Half_of_the_enemy_ar|Düşman ordusunun yarısı çok kısa bir sürede düştü. Birlikleri panikledi!
qstr_TEST:_ally_delta_cou|TEST: müttefik delta cesareti = {reg1}, düşman delta cesareti = {reg2}
qstr_You_fall_and_your_tr|Düştün ve birliklerin panikledi!
qstr_Our_side_lost_a_lead|Tarafımız bir liderini kaybetti. Birliklerimiz panikte!
qstr_The_enemy_lost_a_lea|Düşman bir lider kaybetti. Birlikleri panikte!
qstr_You_call_your_horse.|Atını çağırıyorsun...
qstr__{reg3}| {reg3}
qstr_Scout_report:_We_ve_|İzci Raporu: Eski bir anıta ulaştık -- taş dizisi -- fakat asıl engel ırmak boyunca dizilmiş düşman. ^^Senin cevabın: Taş dizisi mi dediniz? Onları düşman için mezar taşı yapmanın tam zamanı!
qstr_Scout_report:_A_bog_|İzci Raporu: Önümüzde bir bataklık var bu yüzden dikkatli olmalıyız. Patikadan ayrılmayın!^^Bir adam kolunu tutuyor: Ağaçların ilerisindeki ne? Kötülük pusuda bekliyor.
qstr_While_exploring_an_a|Terk edilmiş bir Roma hisarını keşfederken izci seni uyarıyor: Komutanım, burada fazla oyalanmamalıyız. Düşman tepenin arkasında konumlanmış. Emirleriniz nedir? 
qstr_Stretched_out_before|Gözünüzün görebildiğince alanda bir zamanlar yüce bir duvar olan yapı uzanmaktadır. Düşman, diğer tarafında mevzi almaktadır. ^^Hemen yanınızdaki bilge insan fısıldar: Umalım ki bizi Romalıları koruduğundan daha iyi korusun.
qstr_The_scout_returns_an|İzci geri döner ve bilgi verir: Düşman köyün arkasında yer almaktadır. Köylüler ortalıktan çekilip güvenli bir evde beklemektedir. Hepsi savaşın korkularını çok iyi bilir. '^^'Tıpkı bizim gibi... Tıpkı bizim gibi...' kendini mırıldanırken bulursun.
qstr_Formations_turned_OF|Seçenekler menüsünde biçimlendirmeler kapatıldı
qstr_ENEMY_LORD_FOUND!|DÜŞMAN LORDU BULUNDU!
qstr_{s1}_is_shouting_out|{s1} savaş çığlığı atıyor!
qstr_{s1}_is_starting_a_s|{s1} kalkan duvarı oluşturuyor!
qstr_ENEMY_LORD_TRAIT_ACT|DÜŞMAN LORDU ÖZELLİĞİ AKTİVE EDİLDİ! 
qstr_All_around_you_unfol|Her tarafında erkeklerin elbise giydiği tanrının dünyası olan Ora et Labora uzanmaktadır. Adamlar yalnızca işlerine odaklanır sadece yemek, uyku ve dua etmek için ara verirler.
qstr_You_must_stay_behind|Çizginin gerisinde yerde kalmalısın! Puan sayılmaz. 
qstr_Tutorial|Öğretici anlatım
qstr_{s0}^^{s1}|{s0}^^{s1}
qstr_Everybody_back_on_th|Herkes gemiye geri dönsün! Acele edin!
qstr_Sea_Info_Tutorial|Deniz Bilgisi Anlatımı
qstr_A_huskarl_shouts__Me|Huskarl bağırır, 'Herkes dinlesin! Sırayı koruyun ve kazanalım!  Gelenler sadece Vikingler! Bizse Danimarka savaşçılarıyız!'
qstr_A_huskarl_shouts__Th|Huskarl bağırır, 'Thor! Savaş çığlığımızı duy ve Valkyrlerimizi hazırla! Bu akşam salonumuzda ziyafet çekeceğiz!'
qstr_From_the_boat_you_se|Gemiden adamların tepede çarpıştıklarını görürsün. Aralarında düşmanlarca sarılmış, canı pahasına savaşan Bodo'yu tanırsın...
qstr_Harald_calls_out:_Co|Harald bağırır: Hadi! Acele edin! Tüm zamanımızı burada çürütecek değiliz. Kölelere göz atın da da yanıma gelin!
qstr_The_stranger_shouts:|Yabancı bağırır: 'Hey! Adım Olvir, Ak Saçlı olarak tanınırım. Bull Neck diye bilinen kardeşim Sven'i arayan kişiymişsin. Umrumda değil. Sigurd Ragnarsson adına anneni Bodo adındaki adamla takas etmeye geldim.'
qstr_The_stranger_shouts:_|Yabancı bağırır: 'Hey! Adım Olvir, Ak Saçlı olarak tanınırım. Bull Neck diye bilinen kardeşim Sven'i arayan kişiymişsin. Umrumda değil. Sigurd Ragnarsson adına anneni sana teslim etmeye geldim.'
qstr_Egil_yells__Heill_Ol|Egil bağırır, 'Hey Ak Saçlı Olvir! Loki ile olan anlaşmanı duydum. Sözlerine devam etmeden önce arkadaşımın annesi ile kavuşmasını sağla.'
