str_yes|Sí.
str_npc6_personalityclash_speech_b|Sé que no soy el mejor de los hombres, pero me arrepiento de mi pasado, y no merezco los conjuros de esa bruja. Creo que la sangre de algún demonio corre por sus venas. Pensé que deberías saberlo.
str_npc7_personalityclash_speech_b|No me importa que no deje de mirarme al calor del fuego, después de cada comida, mientras se hurga entre los dientes y bebe su cerveza. Lo que me molesta es que se considere mejor rastreador que yo, algo a todas luces falso. Él es simple, ignorante y un completo idiota; nunca podrá llegarme a la suela del zapato, ya sea como rastreador o en cualquier otra cosa. Me repugna viajar con esta clase de gente.
str_npc8_personalityclash_speech_b|Cierto es que no sé leer ni escribir, como tampoco sé hablar latín. Pero conozco muchas cosas de la vida y la muerte que {s11} ignora. Un gran guerrero como yo no debería ser el blanco de las burlas de un erudito de mente blanda. Fue sólo por respeto a ti que no le degollé allí mismo, cuando escuché sus bromas. Pensé que mi deber era advertirte.
str_npc9_personalityclash_speech_b|Así que le pregunté que, puesto que él y sus hombres eran más disciplinados incluso que los francos, ¿cómo es que fue incapaz de vencer a sus enemigos daneses y vive exiliado entre sajones, un pueblo que tanto desprecia? Fue incapaz de darme una respuesta; en su lugar, enrojeció y me maldijo a voz en grito. Casi me desafía a un duelo. Se jacta de su disciplina, pero tal vez deberías aplicarle algo de ella.
str_npc10_personalityclash_speech_b|Todo el mundo sabe que no existe un solo galés con sangre noble. La sangre azul jamás ha fluido por venas britonas, y cualquier galés que diga lo contrario es un simple, un bobo y un ignorante. En cualquier caso, podría haberle dicho algo un tanto brusco. Algo así como «si realmente eres noble es porque tu padre era sajón». Aun así, parecía ofendido. Pensé que deberías saberlo.
str_npc11_personalityclash_speech_b|No nos traerá más que dolor y desgracia, eso seguro. No me gusta tenerle cerca, creo que no debería estar con nosotros. También le he dicho que una skjaldmo ha de ser virgen, pero él sigue hablándome de amor. No le puedo soportar más tiempo. Eso es todo. Lamento molestarte, {reg59?guapa:guapo}.
str_npc12_personalityclash_speech_b|No tengo la culpa de que ese bárbaro estúpido sea incapaz de comprender la ciencia médica, o que prefiera morir por una herida infectada antes que someterse a mis conocimientos sobre la naturaleza y el cuerpo humano. Señor, de verdad que estoy cansado de esta recua tan ingrata e ignorante.
str_npc13_personalityclash_speech_b|Esa mierda de {s11} se atrevió a burlarse de la belicosidad de mi pueblo, e incluso sugirió que estoy en Englaland sólo porque fui derrotado por los daneses; algo que, por supuesto, jamás sucedió. No quiero que mis métodos sean cuestionados ante mis hombres, y no serviré a un señor que tolere esa indisciplina en su muro de escudos. Gracias por poder mostrarme así de franco.
str_npc14_personalityclash_speech_b|Es ella la que ha intentado colarse infinidad de veces en mi tienda por la noche, y aprovecha cualquier excusa para estar a solas conmigo. Trata, mediante malas artes, que ocurra algo en mí que ni siquiera me atrevo a decir en voz alta. Por favor, explícale a esa insolente que sólo me interesan las mujeres prudentes y hermosas.
str_npc15_personalityclash_speech_b|Le oí predicar ante los hombres que nuestros preparativos antes de la batalla son inútiles, pues la victoria sólo depende de la voluntad de Dios. Yo también creo en Cristo, pero ni la más pura alma cristiana puede, por sí sola, vencer en cualquier circunstancia. Creo que deberías decirle que se abstenga de tales sermones.
str_npc16_personalityclash_speech_b|Ante el temor a la brujería, pregunté a {s11} acerca de ello, y me contestó que me ocupara de mis asuntos. Así que no tuve más remedio que husmear entre sus cosas, y hallé una figura pagana de Odín. Estoy seguro de que es obra del Diablo, sin ninguna duda. Creo deberíamos deshacernos de {s11} cuanto antes, por el bien de nuestras almas.
str_npc1_personalityclash2_speech|{reg59?Señora:Señor}, sin ánimo de ofender... estoy un tanto cansado de {s11}. Sigue diciendo que soy un loco y un idiota, cuya alma está condenada al Infierno.
str_npc2_personalityclash2_speech|{reg59?Señora:Señor}, si no te importa, preferiría no tener que cerrar filas cerca de {s11}, para evitar caer en la tentación de sacrificarlo a mis dioses.
str_npc3_personalityclash2_speech|{reg59?Señora:Señor}, desde que me uní a tu muro de escudos, me he esforzado por vivir como un guerrero y honrar su código de honor; sin duda, es mucho mejor que ser una esclava. Pero algunos de sus hombres no me tratan como a una igual.
str_npc4_personalityclash2_speech|Te dije que odiaba a los pictos, y ofreciste a {s11} unirse a la hueste. En fin. Dile que, la próxima vez que me hable, debe recordar que ella no es más que una picta, mientras que yo soy un escoto.
str_npc5_personalityclash2_speech|{reg59?Señora:Señor}... {s11} necesita que le corten la lengua, y que su espalda sea convenientemente azotada.
str_npc6_personalityclash2_speech|¿Has visto a {s11} en la última batalla? Se burla de los enemigos moribundos, que yacen indefensos en el suelo. Insulta a sus parientes, una raza depravada y débil, y a su necedad por haberse enfrentado a nosotros. Se está convirtiendo en alguien completamente débil y depravado, tal y como son los de su raza.
str_npc7_personalityclash2_speech|{reg59?Señora:Señor}, cada vez me resulta más cargante la insolencia de ese individuo que responde al nombre de {s11}. Él cree que soy peor guerrero que él sólo porque también soy rastreadora y, sobre todo, una mujer. Ya sé que no es común que una hembra abandone a su marido y deje su hogar, pero las pictas tenemos más alternativas. O al menos muchas más de las que hay en otras tierras pobladas por ignorantes.
str_npc8_personalityclash2_speech|{reg59?Señora:Señor}. {s11} es una chica de lo más insolente. He tratado de ser cortés con ella, sólo para obtener su desprecio. Esa presuntuosa se cree un guerrero y no una simple esclava de campamento.
str_npc9_personalityclash2_speech|{reg59?Señora:Señor}, espero que no te importe, pero creo que {s11}, el muy hijo de puta, no sabe cuál es su lugar. En la última batalla, se me adelantó para encararse a un enemigo al que yo había reclamado.
str_npc10_personalityclash2_speech|{reg59?Señora:Señor}, sólo una pregunta... ¿Eres tú quien lidera esta hueste o lo hace {s11}?
str_npc11_personalityclash2_speech|{reg59?Guapa:Guapo}, no creo que debamos mantener a {s11} en la hueste. Por favor, haz caso a mi intuición.
str_npc12_personalityclash2_speech|{reg59?Señora:Señor}. Ya no puedo soportar más la ignorancia de {s11}. Cuando atendía a los heridos durante la última batalla, él se atrevió a despreciar mi uso del láudano para aliviar el dolor, e incluso negó la utilidad de tratar las heridas con una cataplasma de miel.
str_npc13_personalityclash2_speech|Debo decir que la presencia de {s11} en la hueste me ofende. Él es el danés, y se burla de una gloriosa victoria de mi pueblo sobre el suyo, en la que yo mismo participé.
str_npc14_personalityclash2_speech|{reg59?Señora:Señor}. {s11} es una horrible camarada. No merece el honor de formar parte de la gloriosa saga de esta hueste, la cual se rememorará durante las generaciones venideras.
str_npc15_personalityclash2_speech|Estrategos, lamento poner en entredicho los conocimientos médicos de {s11}. Cuando atendía a los heridos tras la última batalla, tuve que recordarle que, en sus escritos, Hipócrates a menudo recomienda administrar una infusión de remolacha para restablecer el desequilibrio en los humores causado por la pérdida de sangre.
str_npc16_personalityclash2_speech|Si eres un hombre temeroso de Dios, presta atención a esta advertencia. Ese perverso demonio, llamado {s11}, debe ser condenado a muerte en este mismo momento.
str_npc1_personalityclash2_speech_b|No tengo ningún interés en hacerme cristiano; en mi opinión, este sacerdote nos traerá mala suerte. Tal vez lo deberíamos quemar.
str_npc2_personalityclash2_speech_b|El enemigo cargaba contra nosotros, cuando él me dijo: «un buen guerrero no bebe hidromiel justo ante la batalla». La próxima vez me haré a un lado y dejaré que él se llene el estómago con el hierro de una lanza.
str_npc3_personalityclash2_speech_b|Tras nuestra última victoria, estaba saqueando a los muertos, cuando ese frisio llamado Reginhard me hizo a un lado de un empujón. Dijo que una simple esclava no tenía derecho al botín, pues sólo se me permite acompañar a la hueste. Creo que, si lucho en el muro de escudos, merezco mi parte como cualquier otro guerrero. Aunque tenga menos experiencia que el resto, también arriesgo la vida.
str_npc4_personalityclash2_speech_b|Por último, tendrás que lidiar con esa mujer del norte. Ella debe recordar cuál es su lugar, o ser azotada.
str_npc5_personalityclash2_speech_b|En mi opinión, no es más que una mujer. Aun así, cuando anoche le ordené que me trajera algo de guiso, ella se negó y me contestó que fuera yo mismo. Ayer me hallaba demasiado cansado para abofetearla por su descaro, de modo que lo dejé pasar. Mas no volveré tolerar semejante falta de respeto.
str_npc6_personalityclash2_speech_b|No debemos admitir a ese cabrón en nuestro muro de escudos. La batalla no es lugar para bromas, y ningún auténtico guerrero atormenta a un enemigo caído. Por favor, déjame matar a este idiota; así apaciguaré mi alma atormentada con su sangre.
str_npc7_personalityclash2_speech_b|También insiste en que debo dirigirse a él como «señor», en lugar de usar su ridículo nombre. Te aseguro que, cuando tenga mi propia hueste, le daré caza para preguntarle cuán mejor guerrero es con mi hacha hundida en su cráneo.
str_npc8_personalityclash2_speech_b|Cuando limpiábamos las armas, después de la última batalla, le comenté que me parecía hermosa y que podría encontrarle un buen partido entre alguno de mis amigos. Le expliqué que, aunque yo mismo busco esposa, quiero una mujer libre. Pensé que mi oferta era generosa, puesto que es difícil que una esclava tenga muchas más opciones. Pero, en lugar de darme las gracias, la muy zorra me dio la espalda sin pronunciar una sola palabra. Sólo por respeto a ti no la enseñé modales en ese mismo momento. En verdad creo que deberías educar mejor a tus esclavos.
str_npc9_personalityclash2_speech_b|Valoro que esté dispuesto a arriesgar su vida en la batalla, pero eso no le convierte en guerrero. Al fin y al cabo, no es de noble cuna. Puede pelear con nosotros, como simple escaramuzador, mas no debería tratar de robar la gloria a sus superiores.
str_npc10_personalityclash2_speech_b|En la última batalla, como siempre, se mostró a sí mismo como el glorioso caudillo que nos llevaría a la victoria, la gloria y la fortuna. Lo siento, pero si él es nuestro líder, y no tú, prefiero buscar esa fortuna en cualquier otra parte.
str_npc11_personalityclash2_speech_b|Hasta donde sé, él es un exiliado que nunca hallará la paz, ni tampoco se le permitirá regresar a su patria. Y todo porque era incapaz de obedecer a su jarl. Y si no pudo obedecer ni a su legítimo jarl, ¿quién dice que te obedecerá a ti? Por favor, no me malinterpretes, {reg59?señora:señor}. Obedeceré hasta el último de tus deseos, te seré más leal que a Thor, pero creo que él es peligroso. Sería mejor deshacerse de él.
str_npc12_personalityclash2_speech_b|{reg59?Señora:Señor}, si ese hombre supiera algo sobre medicina sabría que no se debe menoscabar la confianza del paciente en su médico, en especial durante una operación complicada. Debería centrarse en los asuntos militares. Si lo destituyeras de su cargo y lo expulsaras de la hueste, nos estarías haciendo un favor a todos.
str_npc13_personalityclash2_speech_b|Sigue diciéndome que vigile mi espalda, o de lo contrario clavará su lanza en mi negro corazón. Ha jurado matarme en la siguiente batalla. Creo que deberías mantener vigilado a ese idiota.
str_npc14_personalityclash2_speech_b|En la última refriega, mientras cantaba sobre las muchas batallas en las que tu liderazgo y mi coraje nos permitieron salir victoriosos, escupió al suelo a mis pies y me dijo que cerrara mi boca arrogante. Si ese hombre no soporta la leyenda de nuestras hazañas, no creo que le debas permitir compartir nuestra gloria y fortuna.
str_npc15_personalityclash2_speech_b|{s11} me respondió que Hipócrates era un «idiota anticuado», y que su erudición no se podía ni siquiera comparar a la de Galeno. Estrategos, ningún verdadero médico mostraría tal falta de respeto hacia los grandes maestros del pasado. No debes dar trabajo a semejante impostor.
str_npc16_personalityclash2_speech_b|Esa mujer despreciable ha declarado abiertamente que adora a los dioses paganos Odín y Thor, y que las enseñanzas de Cristo no son más que los balbuceos de ancianos. Incluso añadió algo absurdo, al sugerir que yo, un santo sacerdote, había traído la mala fortuna con mis ridículos sermones. Si deseas no conducir a todos estos buenos hombres al infierno, esa mujer nórdica debe ser enviada al Infierno de inmediato gracias al fuego.
