qstr_Breaking_camp...|Levantando el campamento...
qstr_After_traveling_for_|Después de viajar durante días, llegaste a Douar-an-Enez y te encontraste con los astures. Pero al tiempo que intentabas convencerles de que se uniesen a los hijos de Ragnar, Bodo tomó el mando y ordenó que atacaran tu flota. ¡Debes volver a tu flota y luchar!
qstr_After_traveling_for_s|Después de viajar durante días, llegaste a Douar-an-Enez y te reuniste con los astures. ¡Desenmascaraste al traidor Silo, pero fue demasiado tarde! Los daneses atacaron tu flota. ¡Debes darte prisa y salvar a tus hombres!
qstr_You_are_now_a_Christ|Ahora eres cristiano.
qstr_The_priest_is_happy_|El sacerdote está contento con donaciones, pero parece que se siente molesto porque cree que estás tratando de comprarle. Tal vez sea mejor dejar de hacerlo por un tiempo.
qstr_You_are_now_a_pagan_|Ahora eres pagano, seguidor de Odín y otros dioses nórdicos.
qstr_The_priest_is_happy_a|El sacerdote está satisfecho por realizar el sacrificio, pero es evidente que se siente molesto pues cree que estás tratando de comprarle. Tal vez sea mejor dejarlo por un tiempo.
qstr___The_abbot_looks_yo|--El abad te mira de arriba abajo, poco convencido.--
qstr_Welcome_then._Listen|Bienvenido, entonces. Escucha, necesitamos tu apoyo.
qstr_In_nomine_pater_the_|In nomine pater, el jarl nos insulta enviando un pagano. Muy bien, si es así como quieres jugar... Ahora, escucha.
qstr_Then_welcome_{player|Bienvenido, {playername}. Te explicaré lo que está ocurriendo.
qstr___The_abbot_after_ru|--El abad, después de revolver entre sus libros, saca una carta y te la enseña.--
qstr___The_document_seems|--El documento parece auténtico, escrito de buena mano. En él un hombre llamado Frethwi dona al monasterio varias parcelas de tierra. Está firmado por varios testigos.--^^
qstr___You_look_at_the_te|--Examinas el texto. Todo muy bonito. Las letras perfectamente alineadas, pero sin ilustraciones no consigues entender nada.--^^
qstr_Note_1:_You_chose_to|Nota 1: Decides darle la tierra al monasterio cerca de {s3}.
qstr_Note_1:_You_chose_no|Nota 1: Decides no darle la tierra al monasterio cerca de {s3}.
qstr___The_abbot_opens_hi|--El abad abre los ojos como platos.--
qstr_Note:_You_returned__|Nota: Has devuelto el «El Cathach de Colum Cille» a Gleann Da Loch.
qstr_The_abbot_of_Finian_|El abad de Finian, monasterio próximo a {s3}, en Ériu, ha solicitado tu presencia. Al parecer, él tiene una importante tarea para encomendarte. Te ha ofrecido 1.000 peniques sólo por comparecer ante él. 
qstr_So_you_re_{playernam|Así que tú eres {playername}. He oído hablar de ti. Personalmente, me desagradan lo que he oído sobre tus muchos pecados, pero no soy quien toma las decisiones. Aquí tienes los mil peniques, y ahora escucha...
qstr_So_you_re_{playername|Así que tú eres {playername}. He oído hablar de ti. Sin duda eres una persona que ama al prójimo y trata a los demás con benevolencia. Te mereces estos mil peniques. Ahora escucha, pues mi patrón tiene una misión para ti...
qstr_So_you_re_{playername}|Así que tú eres {playername}. No puedo negar que tu reputación te precede. He oído hablar mucho de ti, gracias a algunos viajeros. Para bien o para mal, pareces alguien destinado a dejar una profunda huella en el mundo. Aquí tienes los mil peniques. Ahora escucha, pues mi patrón tiene una misión para ti...
qstr_So_you_re_{playername}.|Así que tú eres {playername}. No sé mucho sobre ti, y no estoy especialmente interesado en ello. Sin embargo, mi patrón me entregó una lista que incluía tu nombre. Aquí tienes los mil peniques. Ahora escucha, pues mi amo tiene una misión para ti...
qstr_The_abbot_of_Finian_h|El abad de Finian te ha pedido que viajes a {s3} para matar a un hombre llamado «La Serpiente». Ve al salón de festejos para reunirte con él.
qstr_You_are_working_for_|Estás trabajando para el desconocido patrón del abad de Finian. 
qstr_The_abbot_of_Finian_ha|El abad de Finian te ha pedido que viajes a {s3} para descubrir el paradero de los nietos de Flaithbertach, gracias al alcalde llamado Donngal. 
qstr_The_abbot_of_Finian_has|El abad de Finian te ha pedido que viajes a {s3} para investigar qué clase de mal está atacando a los pescadores. Entra en el pueblo y buscar a un hombre llamado Caliacas.
qstr_You_have_finished_th|Has concluido las misiones que te encomendó el abad de Finian. Es el momento de hablar con Mael Bresail, su patrón, que te está esperando en {s3}. 
qstr_You_need_to_learn_th|Debes averiguar cuál es el paradero de Mael Bresail, pero el abad de Finian se niega a decírtelo. Tal vez deberías regresar con más plata, o mejorar tus poderes de persuasión o intimidación.
qstr_The_abbot_of_Finian_t|El abad de Finian te dijo que Mael Bresail, su patrón, se encuentra en {s3} a la espera de tus noticias sobre los nietos de Flaithbertach.
qstr_The_abbot_of_{s3}_as|El abad de {s3} te pidió que le trajeras {reg33} cargas de madera.
qstr_Of_course_my_{reg59?|Por supuesto, {reg59?hija mía:hijo mío}. Tenemos una gran cantidad de vino.
qstr_We_have_some_wine_st|Aún nos queda algo de vino.
qstr___A_huge_creature_is|--Una inmensa criatura te está mirando, y no parecer intimidarla ni tu presencia ni tu panoplia.--
qstr___You_see_a_short_th|--Ves ante ti a un hombre bajito y delgado que luce una cara extraña.--
qstr___The_Swedish_Viking|--El vikingo sueco te mira de arriba a abajo, evaluándote.--
qstr___The_man_flattening|--El hombre que está aplanando el suelo con sus pies se vuelve hacia ti de repente cuando te acercas. Al principio parece sorprendido, pero enseguida sonríe.--
qstr_I_was_just_leaving._|Ya me iba. (Flemático)
qstr_I_think_we_are_both_|Creo que los dos somos demasiado viejos para juegos como este. (Melancólico)
qstr_Heh_I_ve_played_game|Je, he participado en juegos con menos probabilidades. Procede. (Colérico)
qstr_Very_well_but_if_I_s|Muy bien, pero si resuelvo el acertijo, pero no me gusta tu respuesta, tomaré tu alma. (Sanguíneo)
qstr_When_you_open_your_e|Cuando abras los ojos recibirás la bendición de los dioses. Puede que sólo sea tu imaginación, pero te sientes más hábil blandiendo tus armas. 
qstr_When_you_open_your_ey|Cuando abras los ojos recibirás la bendición de los dioses. Puede que sólo sea tu imaginación, pero te sientes más atractivo.
qstr_When_you_open_your_eye|Cuando abras los ojos recibirás la bendición de los dioses. Puede que sólo sea tu imaginación, pero te sientes más fuerte.
qstr_When_you_open_your_eyes|Cuando abras los ojos recibirás la bendición de los dioses. Puede que sólo sea tu imaginación, pero te sientes más inteligente.
qstr_When_you_open_your_eyes_|Cuando abras los ojos recibirás la bendición de los dioses. Puede que sólo sea tu imaginación, pero te sientes más ágil.
qstr_You_open_your_eyes_a|Abres los ojos de nuevo. No pasa nada. Los dioses no aceptan tu sacrificio.
qstr_An_old_Roman_at_{s3}|Un viejo romano en {s3} te ha pedido que le lleves ocho sacos de trigo.
qstr_I_have_a_good_load_o|Tengo disponible una buena carga de mineral.
qstr_I_have_loads_of_both|Tengo una buena cantidad de mineral y piedra disponibles. 
qstr_I_have_a_good_load_of|Tengo disponible una buena carga de piedra.
qstr_I_have_some_soapston|Tengo algo de esteatita disponible.
qstr_I_have_loads_of_salt|Hoy dispongo de mucha sal.
qstr_Come_with_me._I_ll_s|Ven conmigo. Te enseñaré lo que tenemos.
qstr_I_have_some_salt.|Tengo sal.
qstr_I_have_plenty_of_tim|Tengo bastante madera disponible. 
qstr_I_have_some_timber_a|Dispongo de algo de madera. 
qstr_I_have_nice_cows_hug|Tengo unas vacas estupendas, grandes y gordas, listas para ser vendidas en la ciudad. Estaría encantado de venderlas ahora.
qstr_I_have_raw_materials|Tengo materias primas y otros productos.
qstr_I_have_a_few_food_it|Tengo algunos alimentos a la venta. 
qstr_I_am_the_reeve_of_th|Soy el juez local del fuerte de {s9}. Llevo los asuntos del fuerte en tu nombre, {reg59?señora:señor}.
qstr_I_am_the_reeve_of_the|Soy el juez local del fuerte de {s9}. Llevo los asuntos del castillo en nombre de mi señor.
qstr_Your_highness|Su Alteza
qstr_May_I_remind_you_tha|Te recuerdo que la población te está pagando los impuestos normales.
qstr_May_I_remind_you_that|Te recuerdo que la población te está pagando impuestos a un nivel bajo, y por ello te están agradecidos.
qstr_May_I_remind_you_that_|Te recuerdo que la población te está pagando impuestos muy elevados, y tu nombre es maldecido en cada esquina, en cada puesto del mercado.
qstr_Donngal_mayor_of_{s3|Donngal, el alcalde de {s3}, desea que mejores tu relación con su pueblo antes de darte alguna información sobre los nietos de Flaithbertach. Es necesario aumentar las relaciones por encima de 10 puntos.
qstr_Donngal_told_you_tha|Donngal te dijo que los nietos de Flaithbertach se hallan en una granja en las proximidades de {s3}. Es hora de llevar la noticia al abad y obtener la recompensa.
qstr_Note_1:_You_chose_to_|Nota 1: Eliges matar a los nietos de Flaithbertach.
qstr_The_children_who_wil|Los niños que encontrarán en la granja serán esclavos. Dongall ocultará los nietos de Flaithbertach en otro lugar.
qstr_Note_1:_You_chose_to_s|Nota 1: Eliges salvar a los nietos de Flaithbertach. En su lugar sacrificas a otros, los niños esclavos.
qstr_Dongall_will_remove_|Dongall ocultará a los nietos de Flaithbertach de la granja cerca de Dinas Bran, de modo que, cuando lleguen los asesinos, no encuentren a nadie. Es posible que esto te ponga en contra del mayor poder existente en Ériu, pero estás dispuesto a correr ese riesgo.
qstr_Note_1:_You_chose_to_sa|Nota 1: Eliges salvar a los nietos de Flaithbertach.
qstr__May_I_remind_you_th| ¿Debo recordarte que la población te paga los impuestos a un nivel normal?
qstr__May_I_remind_you_tha| ¿Debo recordarte que la población te paga los impuestos a un nivel bajo? Te están muy agradecidos.
qstr__May_I_remind_you_that| ¿Debo recordarte que la población te paga los impuestos a un nivel alto? Tu nombre es maldecido en cada esquina y en cada puesto del mercado.
qstr_town|ciudad
qstr_village|aldea
qstr_The_mayor_of_{s13}_h|El alcalde de {s13} te ha pedido que te encargues de los saqueadores que merodean por las tierras circundantes.
qstr_{s9}_of_{s3}_asked_y|{s9} de {s3} te ha pedido que lleves {reg5} unidades de {s6} a la casa larga en {s4} dentro de 7 días.
qstr_Escort_the_merchant_|Escoltar a las caravanas de mercaderes a la ciudad de {s8}.
qstr_Merchant_{s9}_of_{s4|El mercader {s9} de {s4} te ha pedido que des caza a los molestos bandidos que merodean por los alrededores de la ciudad.
qstr_The_mayor_of_{s4}_ga|El alcalde de {s4} te dio {reg12} peniques para pagar la recompensa de la niña secuestrada por los bandidos. Debes encontrarte con los bandidos cerca de {s3} y pagarles. Después de hacerlo deberás llevar a la niña de vuelta a {s4}.
qstr_The_mayor_of_{s4}_pr|El alcalde de {s4} ha prometido darte {reg12} peniques si puedes asegurar que {s12} y {s13} ya no representan un peligro para establecer la paz entre los {s15} y los {s14}. Para cumplir tu objetivo deberás, o bien convencerles o asegurarte de que caen prisioneros y mantenerlos como tal hasta que el tratado de paz de firme.
qstr_The_mayor_of_{s14}_h|El alcalde de {s14} te ha pedido que te ocupes de un grupo de bandidos que están aterrorizando las calles de {s14}. Sólo salen por la noche y únicamente atacan a viajeros que atraviesan solos las calles.
qstr_The_mayor_of_{s10}_a|El alcalde de {s10} te ha pedido que lleves unas cabezas de ganado a {s13}. Sacarás {reg8} peniques si completas el trabajo.
qstr_Yes_{playername}_I_h|Sí, {playername}, tengo una tarea delicada para ti. Yo tenía un magnífico instrumento musical, en {s13}, fabricado por uno de los mejores artesanos de antaño, {s50} de..., no estoy muy seguro de dónde era. De todos modos, parece que fue robado por un guardia local. Se ha Escondido y nadie consigue encontrarle. Es probable que se oculte en algún poblado cercano. Si consigues traerme a {s13}, te recompensaré con {reg33} peniques.
qstr_{s10}^{s11}|{s10}^{s11}
qstr_The_{s9}_of_{s3}_ask|El {s9} de {s3} te ha pedido que recuperes un {s13} que le ha sido robado.^^Mirar dentro:^{s10}
qstr_Yes_{playername}_one|Sí, {playername}, uno de los comerciantes de aquí tiene idea de expandir su negocio y, para ello, necesita piedra. Por desgracia, con todas las guerras, bandidos y de más, le está siendo imposible conseguir piedra a un precio razonable. ¿Puedes ir a la cantera más cercana y conseguir {reg33} cargamentos de piedra?
qstr_Yes_{playername}_one_|Sí, {playername}, uno de los mercaderes locales tiene mucha demanda de sal últimamente, y se le está acabando. Por desgracia, con todas las guerras, bandidos y de más, su último cargamento nunca llegó y le está siendo imposible producir la sal a un precio aceptable. ¿Puedes ir a la mina de sal más cercana y conseguirle {reg33} cargamentos de sal?
qstr_{s9}_of_{s3}_asked_yo|{s9} de {s3} te pidió que le trajeras {reg33} cargas de {s33}.
qstr___His_eyes_widen.__|--Sus ojos como platos.--
qstr_He_has_killed_many_p|Ha acabado con mucha gente, pero también mató a mi madre. Necesito encontrarle. (Flemático)
qstr_I_know_but_he_must_d|Lo sé, ¡Pero debe morir! ¡Ahora es mi mortal enemigo! ¿Dónde está Sven, Thonkirk? (Melancólico)
qstr_Sven_had_the_audacit|Sven se atrevió a atacar mi nave. Lo pagará caro. ¿Dónde está? (Colérico)
qstr_Sven_is_my_goal_now.|Sven es mi objetivo. ¡Y quien se interponga será mi enemigo! ¿Dónde está Sven? 
qstr___He_looks_frightene|--Parece asustado.--
qstr_Note_1:_Doccinga_fis|Nota 1: Los Pescadores de Doccinga te han rescatado del mar. Parece que eres el único superviviente. Sven fue quien atacó tu barco.
qstr_{s9}_told_me_that_{s|{s9} me dijo que {s3}, jarl de {s1}, puede que sepa dónde está Sven Cuello de Toro.
qstr___He_rubs_his_hands_|--Se frota las manos, nervioso.--
qstr___He_points_to_the_s|--Apunta hacia el mar, allí se ven tres velas.--
qstr___He_seems_nervous_n|--Parece nervioso, no gesticula con las manos.--
qstr_Thonkrik_from_{s3}_t|Thonkrik de {s3} te ha dicho que {s9} podría estar aliado con Sven Cuello de Toro en su intención de hacer suyo el trono de Friese.
qstr_Note_4:_You_chose_to_|Nota 4: Decides respetar la vida del prisionero vikingo en {s3}.
qstr_Note_4:_You_chose_to_s|Nota 4: Elegiste perdonar la vida del prisionero vikingo en {s3}.
qstr_Note_2:_The_Viking_p|Nota 2: el prisionero vikingo en {s3} te dice que hubo otros supervivientes del ataque al Woden Ric. Parece que se los han llevado a la guarida que Sven Cuello de Toro tiene en Danmark.
qstr_{s11}_told_me_that_I|{s11} me dijo que tengo una nave esperándome en una playa cerca de Doccinga. La única condición es que debo llevar a mi hija conmigo. Ya es hora de abandonar Friese.
qstr__May_I_remind_you_that_| ¿Debo recordarte que estamos pagando los impuestos a un nivel medio a su señoría?
qstr__May_I_remind_you_that_c| ¿Debo recordarte que estamos pagando los impuestos a un nivel bajo a su señoría? Te estamos muy agradecidos por tu generosidad.
qstr__May_I_remind_you_that_cu| ¿Debo recordarte que estamos pagando los impuestos a un nivel alto a su señoría? Mucha gente te maldice a causa de tu codicia.
qstr_Old_gods?_This_is_a_|¿Dioses antiguos? Resulta un problema, pues nunca me he encontrado con ningún «dios». (Flemático)
qstr_Tell_me_more_about_t|Cuéntame algo más sobre estos «dioses» y cómo se te observan. (Melancólico)
qstr_Look_at_me._I_m_here|Mírame. Estoy aquí contigo, escuchando, Caliacas. Quiero saber más sobre los «dioses» que te observan. (Colérico)
qstr_Come_on_man_no_need_|Vamos hombre, no hay necesidad de estar triste. Ahora estoy aquí, yo me encargaré de este problema. Dime, ¿quién te están observando? (Sanguíneo)
qstr_Demons?_This_could_b|¿Demonios? Este puede ser un problema grave, sin duda. (Flemático)
qstr_I_sure_hope_I_am_rea|De verdad espero estar preparado para hacer frente a un «demonio». (Melancólico)
qstr_Morrigan_is_a_pretty|Morrigan es un bonito nombre, incluso para un «demonio». (Colérico)
qstr_Tuatha_De_Danann?_I_|¿Los Tuatha De Danann? Yo no temo a ningún «demonio». (Sanguíneo)
