str_no_string|NO STRING!
str_npc_probulator_personalitymatch_speech_b|저렇게 석궁을 쓰는 사람은 처음 봅니다. 저런 자가 적이라면 전 방패를 손에서 놓지 않을 겁니다.
str_npc_grim_personalitymatch_speech_b|스파르타쿠스는 부족을 잃고 노예로 끌려와 아내마저 잃어버렸다. 복수심에 불타있지. 그것도 전 로마를 향한 복수. 나는 그와 깊은 동길감을 느꼈다. 안다여 나 또한 하나의 대제국에 복수의 칼을 갈고 있지 않은가? 
str_npc_enchantress_personalitymatch_speech_b|언젠가 서로의 목표를 이룰 날이 오겠지.
str_npc1_retirement_speech|더 이상 조비의 추격자도 오지 않는 것 같고. 싸움에는 지쳐버렸습니다. 이제 혼자서 세상을 구경해보고 싶군요. 그동안 지켜주셔서 감사했습니다.
str_npc2_retirement_speech|도적질을 때려 칠 때도 그랬지만, 어째 내가 속한 곳은 항상 끝이 안 좋은 것 같군. 더 이상 네 명령을 따르고 싶지 않아졌어. 나와는 생각이 너무 다르고… 에 그리고…또… 더 할말이 없군. 이제 이곳을 한시라도 빨리 떠나서 옛 친구들 얼굴이나 구경하고 싶다. 그 다음은…또…네가 알 필욘 없겠지.
str_npc3_retirement_speech|정이 많이 들었지만 떠날 때가 온 것 같군요. 사실대로 말하자면 몇몇 사람들을 도저히 견딜 수가 없네요. 그들과는 공기도 나누고 싶지 않아요. 제게 전사의 길을 열어준 당신에게 마지막 인사를 하러 왔어요.
str_npc4_retirement_speech|더는 무시와 천대를 받으며 이곳에 있고 싶지 않아요. 난 놀림감이 아니라고. 기사인 이상 동료를 어찌할 수는 없지만 내가 떠난 뒤에 그들 모두 조심하라고 일러주는 게 좋을 겁니다.
str_npc5_retirement_speech|대장. 이제 용병의 맹세를 거둘 때가 온 것 같습니다. 고향으로 돌아갈 순 없지만, 용병일을 관두고 물 좋은 곳에 정착하고 싶군요. 사실 푸대접을 받으면서 싸워나가는 것에 회의를 느낍니다. 갑작스러운 일은 아니라는 걸 대장도 알겠죠. 이만 가보도록 하겠습니다.
str_npc6_retirement_speech|많은 전투를 겪으면서 제가 갈 길에 대해 생각해 봤습니다. 제가 당신을 섬기는 일이 과연 옳은가 의문이 들더군요. 좀더 나은 주군을 찾고 싶습니다. 당신은 제가 생각했던 것과는 너무 달랐습니다.
str_npc7_retirement_speech|해적질이 그리워. 배를 사고 선원을 모을 돈도 충분히 있고. 이제 떠날 때가 된 것 같아. 그 동안 고마웠어 대빵. 나중에 바다에서 만나면 봐줄 테니까 너무 걱정 말라고.
str_npc8_retirement_speech|나는 당신의 옆에서 싸워왔습니다. 그리고 잘해왔죠. 그러나 당신의 지도력이 언제나 내 마음에 드는 것은 아니었어요. 그리고 어쨌든 저는 지금 다른 할 일이 있습니다. 저는 제가 있던 곳으로 돌아가 새로운 사람들에게 우리 가문의 검술을 전파할 겁니다. 그 동안 감사했습니다. 무례하게 떠나는 것을 부디 용서하시길.
str_npc9_retirement_speech|우리는 함께 잘 싸워왔죠. 그리고 많은 영광을 거머쥐었습니다. 그런데 나는 당신의 지도력에는 약간의 의문이 있습니다. 그리고 고향을 그립기도 하구요. 아마도 우린 다시 만나겠죠.
str_npc10_retirement_speech|저는 부대 생활이 잘 맞지 않는 것 같습니다. 돌아갈 곳은 없지만 어딘가 좋은 곳을 찾아서 정착이란 걸 해보고 싶어요. 그 동안 보살펴 주셔서 정말 감사했습니다.
str_npc11_retirement_speech|우리의 계약을 끝낼 때가 온 것 같습니다. 사실 이 집단에 회의가 들던 참인데 다른 목표가 생긴 것은 큰 행운인 것 같습니다. 저는 노르드 신의 숨겨진 신전을 찾으러 떠날 겁니다. 그럼 안녕히.
str_npc12_retirement_speech|당신의 부대에서 난 다 괜찮게 해왔어요. 나는 배도 채웠고, 지갑에 돈도 챙겼으며, 상처와 부상에 대한 지식도 넓혔습니다. -- 내가 거기에 불평할 수는 없죠! 그러나, 지금은 부대생활이 나의 발전을 막고 있어요. 나는 내가 익힌 지식을 다른 의원들과 함께 나눠야 할 의무가 있어요. 그리고 그것을 집필하기 위해 대륙에서 찾기 드문 저술가도 고용해야 하죠. 그러니 나는 집으로 가야겠습니다.
str_npc13_retirement_speech|당신의 부대에서 강한 자를 만나는 것에 한계가 있었소. 나는 좀더 많은 사람과 겨뤄보길 원해. 그러니 나는 떠나겠소. 다음에 만날 땐 당신과도 겨뤄보고 싶군.
str_npc14_retirement_speech|저는 하샤신과 관련된 일을 처리하러 떠나겠습니다. 언젠가 다시 보게 될겁니다.
str_npc15_retirement_speech|어머니에게 편지를 받았습니다. 당신이 준 돈으로 치료를 잘 받으셨다더군요. 그녀가 괜찮은지 직접 두 눈으로 확인하고 싶습니다. 그러니 떠나는 것을 허락해 주세요.
str_npc16_retirement_speech|난 좀더 싸움다운 싸움을 원해. 이곳에서 하는 싸움은 삼류라고. 좀더 구색이 갖춰지면 날 다시 찾아.
str_npc_bashe_retirement_speech|나으리. 전 이만 떠나겠어요. 이곳은 제가 있을 곳이 아니라는 생각이 계속 들어서 말이죠. 그럼 안녕히.
str_npc_sange_retirement_speech|더 이상 이 역겨운 부대에 있고 싶지 않습니다. 가겠어요.
str_npc_paintrain_retirement_speech|나는 따로 할일이 있네. 이만 가보도록 하지.
str_npc_hammertime_retirement_speech|대장님. 더는 이 부대에 머무를 수 없게 되었습니다. 사정은 당신도 알겠죠. 그럼 이만.
str_npc_tank_retirement_speech|더 이상 가르칠 것도 없다. 나는 떠날것이니 다시 나를 찾지 말라.
str_npc_backwoodsharry_retirement_speech|당신의 호의에 감사드립니다 하지만 개인적인 사정이 있어 이제 떠나봐야겠습니다.
str_npc_deadeye_retirement_speech|이 부대는 가망이 없습니다. 저는 떠날겁니다.
str_npc_probulator_retirement_speech|이 무리에서는 더 기대할 것이 없군요. 다른 곳으로 떠나겠습니다. 이만.
str_npc_grim_retirement_speech|너에게 더는 기대할 수 없다. 복수는 나 혼자 이루기로 했다. 이제 떠날 시간이다.
str_npc_enchantress_retirement_speech|사정이 있어 떠나야겠군. 혼자인 편이 좋겠어.
str_npc1_rehire_speech|다시 만났군요! ....사실 당신을 찾고 있었어요. 더 이상 추격자는 없지만 당신과 당신 사람들이 많이 그리웠다고요. …절 다시 받아 주실 건가요?
str_npc2_rehire_speech|헤이 친구! 다시 봐서 더럽게 좋군. 부모님은 건강하신가? 에 그러니까 흠. 흠. 고백하나 할까 – 사실 널 찾고 있었어. 도적단 시절 친구들을 찾아봤더니 다들 농사일에 바쁘더라고. 따라서 해봤더니 그게 또 나에겐 안 맞아. 결국 너랑 같이 위험한 일 뭐 없나 찾아 다닐 운명인가 봐. 다시 받아 줄 거지?
str_npc3_rehire_speech|좋아, 안녕 하세요 {playername}! 다시 보니 정말 좋네요. 우리가 갈라선 뒤로 저는 그리 잘 지내지 못했어요, 모닥불에서 거친 동료들과 밥을 먹는 일이 제게 더 어울리는 것 같아요. {playername}, 나는 당신에게 물을 수 밖에 없어요. -- 저를 다시 데려가 주겠습니까?
str_npc4_rehire_speech|반갑소. 지난번에는 우리 사이에 불화가 있었지만 이젠 다 지나간 일이지 않겠습니까?. 그 동안 당신과 검을 섞던 일이 그리워 지더군요. 무례하게 떠난 나를 다시 받아줄 수 있겠습니까?
str_npc5_rehire_speech|{playername} 대장! 당신의 명성은 계속 높아져가는군요 – 어디를 가도 당신 소식을 들을 수 있었습니다. 그래서 내가 다시 한번 당신과 함께 싸울 수 있도록 당신이 내가 떠든 불쾌한 말들을 잊길 바라며 나는 다시 돌아왔죠.
str_npc6_rehire_speech|주군. 제가 가는 어디든 사람들은 당신의 업적에 경외하더군요. 이제 와서 생각해보니 이유를 제대로 설명할 수 없지만, 당신의 지휘에 의문을 느낀다 해도 저는 당신의 부대에서 평온을 찾을 수 있었습니다. 제가 다시 당신을 모실 수 있게 허락해주겠습니까?
str_npc7_rehire_speech|대빵! 한참 찾았다고. 망할 빨간 머리 년이 또 내 배를 침몰시켰어. 다시 배를 사고 선원을 모으려면 돈이 필요해. 날 다시 받아 줄거지?
str_npc8_rehire_speech|{playername}. 면목이 없습니다. 저는 고향으로 돌아갔지만 그 사건은 여전히 잊혀지지 않았고 아무도 제게 검술을 배우려 하지 않더군요. 그렇게 허송세월을 보내다 당신을 찾기 시작했습니다. 결국 이곳에 이르렀죠. 저는 당신의 병사들을 훈련시키면서 다시 전장에도 나가보고 싶습니다. 절 다시 받아주시겠습니까?
str_npc9_rehire_speech|고향에 다녀왔습니다. 너무 많은 것들이 달라져 제가 있을 자리는 어디에도 없더군요. 다시 합류해도 되겠습니까?
str_npc10_rehire_speech|다시 만났군요! 보시다시피 정착은 대실패로 끝났어요. 장사를 시작했지만 세상 물정을 몰랐던 탓에 본전도 못 찾게 됐죠. 부대에 자리는 있나요? 제가 돌아가도 괜찮을까요?
str_npc11_rehire_speech|다시 보게 되어 반갑군요. 저는 노르드 신의 숨겨진 신전을 찾아내었지만 그것은 이미 파괴되고 도굴당해 신전이라 불릴 수 있는 것이 아니었습니다. 목적도 이루었으니 이제 합류하도록 하죠. 부대에 제 자리가 있습니까?
str_npc12_rehire_speech|대장님! 당신의 얼굴을 보는건 참 좋은 일이군요. 이 세상은 거짓말로 가득해요. 나는 내가 찾아낸걸 저술하러 고향으로 갔죠. 그곳에 권력자의 앞잡이가 기다리고 있더군요. 그 동안 제가 돌아오지 못한 것은 그에게 잡혀서 화타님이 전수해주신 의술을 문서로 남겨야 했기 때문이죠. 하지만 저는 화타님이 전수해주신 것은 거의 쓰지 않았어요. 제가 개발한 머리가 똑똑해지는 뇌수술에 대해 적어놨죠. 이제 권력자들이 똑똑해지면 절 더 이상 괴롭힐 생각을 하지 않을거라 믿습니다. 말이 너무 길었나요? 군의관이 필요하시죠?
str_npc13_rehire_speech|혼자서 떠돌아다녔지만 별다른 수확이 없소. 차라리 당신의 부대에 몸담으면서 우연을 기다리는 편이 나을듯하군. 내가 들어갈 자리가 있소?
str_npc14_rehire_speech|다른 일을 보고 왔습니다. 합류하고 싶군요. 자리가 있습니까?
str_npc15_rehire_speech|어머니는 건강해지셨어요. 이제 제가 당신에게 은혜를 갚아야 할 차례인 것 같네요. 제가 들어갈 자리는 마련해 놓았겠죠?
str_npc16_rehire_speech|하! 오랜만이군. 네 부대를 떠나고 나서부터 제대로 된 싸움 한번 해본 적이 없어. 알고 보니 너도 나 못지 않은 싸움광이더군. 내 자리는 준비돼 있겠지?
str_npc_bashe_rehire_speech|이럴수가! 나으리! 다시 만났군요! 부대를 떠나고 나선 되는일이 하나도 없었답니다. 절 다시 받아 주실거죠? 전보다 더 잘해드릴께요. 
str_npc_sange_rehire_speech|또 만나네요. 다시 합류할까요? 전 아무래도 좋답니다. 어차피 죽을때까지 떠돌테니까.
str_npc_paintrain_rehire_speech|다시 보는구만. 어때 이제 분위기는 좀 나아졌나? 내가 합류해도 될만큼 말이지.
str_npc_hammertime_rehire_speech|못 본 동안 부대가 잘 정비되었네요. 제멋대로 떠난 절 다시 받아 줄 수 있나요?
str_npc_tank_rehire_speech|책읽기를 멈추가 산책을 나왔더니 네놈이 있구나. 어디 또 가르침을 받고 싶은게냐?
str_npc_backwoodsharry_rehire_speech|반갑습니다. 대장님. 다시 부대에 받아주실 수 있을까요?
str_npc_deadeye_rehire_speech|다시 뵙는군요. 그 동안 혼자 도망다니느라 고생 좀 했습니다. 염치없지만 다시 합류해도 되겠습니까?
str_npc_probulator_rehire_speech|다시 보는군요! 어떻습니까? 역시 부대에 제가 있는 편이 좋지 않습니까?
str_npc_grim_rehire_speech|안다여 너와의 인연은 질기구나. 다시 한번 복수를 위해 손을 잡을텐가?
str_npc_enchantress_rehire_speech|다시 만나 반갑소. 혹 부대에 남는 자리가 있소?
str_npc1_home_intro|와! 탁트인 곳이군요. 이렇게  지평선이 아름답게 보이는 곳은 처음이에요. 제가 살던 곳이 생각 나네요.
str_npc2_home_intro|이 숲. 마치 셔우드 숲 같아.
str_npc3_home_intro|좋은 곳이군요.
str_npc4_home_intro|녹슨 갑옷의 거인은 대체 뭐 였을까.
str_npc5_home_intro|이 대륙은 넓지만 저와 비슷하게 생긴 사람은 도통 보이질 않는 군요. 그래서인지 다들 절 이상한 눈빛으로 쳐다보곤 합니다.
str_npc6_home_intro|사람은 변하기 마련인지 제가 사람을 잘못 본 것인지 모를 일입니다. 제 옛 주군 여포에 대한 이야기죠.
str_npc7_home_intro|바다 냄새. 갑자기 해적질이 그리워지는군.
str_npc8_home_intro|요즘들어 검술을 익히는 것에 한계를 느낍니다.
str_npc9_home_intro|가끔. 옛 생각에 잠겨 아무것도 하고 싶지 않을 때가 오곤 하죠.
str_npc10_home_intro|양아버지 왕윤과 함께 평화롭게 보내던 때가 있었죠. 사실 바깥은 난리였지만.
str_npc11_home_intro|교황의 손이 미치지 않는 곳은 얼마든지 있군요.
str_npc12_home_intro|화타님은 모든이에게 평등하게 의술을 행하셨지만 그 끝이 좋지 않았죠.
str_npc13_home_intro|꽃이 만개하군. 이럴 때는 고향이 나곤 하지.
str_npc14_home_intro|하샤신은 멸망했습니다. 하지만 그것이 안타깝지는 않군요.
str_npc15_home_intro|기계가 좀더 발달한다면 조만간 갑옷을 입을 일도 없어질 거에요.
str_npc16_home_intro|가끔은 내가 어디서 온 것인지 의문이 들 때가 있지.
str_npc_bashe_home_intro|가끔 고향 생각이 나곤 하죠. 좋은 고향이든 나쁜 고향이든간에.
