dlga_event_triggered:upgrade_talk|네? {s65}?
dlga_minister_grant_fief_select:minister_grant_fief_select_recipient|{s1}{s12}
dlga_minister_grant_fief_select:minister_pretalk|신경쓰지 마시오
dlga_minister_grant_fief_select_recipient:minister_grant_fief_select_recipient_choice|그리고 누구에게 영지를 내릴지 결정하시겠습니까?{s12}
dlga_minister_grant_fief_select_recipient_choice:minister_grant_fief_complete|{s1}
dlga_minister_grant_fief_select_recipient_choice:minister_pretalk|신경쓰지 마시오.
dlga_minister_grant_fief_complete:minister_pretalk|잘 알겠습니다. - {s2}가 {s1}을 받을 것입니다.
dlga_minister_indict:minister_indict_select|암울한 소식이군요, {주군/나의 레이디}. 누가 배신을 계획하고 있다고 믿으시나요?
dlga_minister_indict_select:minister_indict_confirm|{s11}
dlga_minister_indict_select:minister_pretalk|신경쓰지 마세요.
dlga_minister_indict_confirm:minister_indict_confirm_answer|Think carefully on this, {sire/my lady}. If you indict {s4} for treason unjustly, you may find that others become nervous about serving you. On the other hand, if you truly believe that {reg4?she:he} is about to betray you, then perhaps it is best to move first, to secure control of {reg4?her:his} fortresses.
dlga_minister_indict_confirm_answer:minister_indict_conclude|나는 기소하는 문제에 대해서 오랫동안 충분히 생각했소!
dlga_minister_indict_confirm_answer:minister_pretalk|아마 나는 좀 더 오래 기다려야 할것 같소..
dlga_minister_indict_conclude:minister_pretalk|그것은 보냈습니다. {주군/나의 레이디}.
dlga_center_captured_lord_advice:center_captured_lord_advice_2|{s11}. {s1}
dlga_center_captured_lord_advice:center_captured_lord_advice_2.1|난 {s1}을(를) 내가 직접 관리하고 싶어요. (영지:{s0})
dlga_center_captured_lord_advice:center_captured_lord_advice_2.2|{s66}, {s1}을 당신이 가져야 한다고 봅니다. (영지: {s0})
dlga_center_captured_lord_advice_2:minister_issues|As you wish, {sire/my lady}. {reg6?I:{reg7?You:{s11}}} will be the new {reg3?lady:lord} of {s1}.
dlga_center_captured_lord_advice_2:close_window|Hmmm. All right, {playername}. I value your counsel highly. {reg6?I:{reg7?You:{s11}}} will be the new {reg3?lady:lord} of {s1}.
dlga_event_triggered:companion_quitting|말씀드리기 뭣하지만 {s5} -- 당신께 뭔가 말씀드리고 싶은 게 있습니다.
dlga_companion_quitting:companion_quitting_2|{s5}
dlga_companion_quitting_2:companion_quitting_response|사실대로 말하자면, {s21}.
dlga_companion_quitting_response:companion_quitting_yes|좋아요, 그럼 떠나세요.
dlga_companion_quitting_response:dplmc_companion_quitting_persuasion_start|아마도 제가 당신을 설득할 수 있을지 몰라요.
dlga_dplmc_companion_quitting_persuasion_start:dplmc_companion_quitting_persuasion_1|종습니다, 그럼 한번 들어보도록 하죠.
dlga_dplmc_companion_quitting_persuasion_start:dplmc_companion_quitting_persuasion_1.1|듣고있습니다.
dlga_dplmc_companion_quitting_persuasion_1:companion_quitting_persuasion|우린 좋은 시간을 보냈었어요. 지금 당장은 상황이 당시에게 좋게 흘러가지 않았지만 조금만 더 머무시다보면 상황이 바뀔껍니다.  
dlga_dplmc_companion_quitting_persuasion_1:dplmc_companion_quitting_persuasion_bribe|자자, 이번만 참고 넘어갑시다. 이 정도 선물-{reg0}-이면 내 성의를 봐서라도 조금만 더 부대 머물러 줄 수 있겠지요?
dlga_dplmc_companion_quitting_persuasion_1:companion_quitting_response|사실은 다른 말을 꺼내려고 했어요. 
dlga_dplmc_companion_quitting_persuasion_bribe:close_window|흠 당신이 그렇게 말씀하신다면야 , 여기 조금 더 남아서 상황이 진정되는 걸 볼 수도 있겠네요.
dlga_companion_quitting_persuasion:close_window|흠, 그렇다면, 나아지는걸 보면서 좀 더 머무를 수도 있겠네요.
dlga_companion_quitting_persuasion:companion_quitting_response|미안해요, 당신이 싫든 좋든 떠나겠습니다.
dlga_companion_quitting_response:companion_quitting_no|우리는 일행에 탈영자가 있어.
dlga_companion_quitting_no:companion_quitting_no_confirm|오... 그래... 그렇단 말이지?
dlga_companion_quitting_no:companion_quitting_no_confirm.1|오... 그래... 그렇단 말이지?
dlga_companion_quitting_no_confirm:companion_quitting_no_confirmed|물론. 당신은 내 명령대로 떠나든 직접 떠나는 떠나세요.
dlga_companion_quitting_no_confirm:companion_quitting_yes|아니 사실. 당신은 자유롭게 떠나도 됩니다.
dlga_companion_quitting_yes:close_window|그럼 안녕입니다. 아마 주변에서 보게 되겠죠, {playername}.
dlga_companion_quitting_no_confirmed:close_window|흠, 그럼 머물고 있길 바랄게요.
dlga_event_triggered:companion_objection_response|{s5}
dlga_companion_objection_response:close_window|지원해줘서 정말 고마워요.
dlga_companion_objection_response:close_window.1|가능한 이런 일은 다시 일어나지 않을걸세.
dlga_companion_objection_response:close_window.2|그대의 불만은 알았네. 이제 자리로 돌아가게.
dlga_event_triggered:companion_personalityclash2_b|{s5}
dlga_companion_personalityclash2_b:companion_personalityclash2_response|{s5}
dlga_companion_personalityclash2_response:close_window|{s11}은 우리 일행에게 중요해. {reg11?그녀와:그와} 다신 싸우지 않았으면 좋겠군.
dlga_companion_personalityclash2_response:close_window.1|당신이 내 지지를 받는다고 {s11} 에게 말하고 {reg11?그녀가:그가} {reg11?그녀의:그의} 혀를 나불대지 말라고 전해줘요.
dlga_companion_personalityclash2_response:close_window.2|당신의 논쟁 따위에 쓸 시간 없어요. 다신 귀찮게 하지 말아요.
dlga_event_triggered:companion_personalityclash_b|{s5}
dlga_companion_personalityclash_b:companion_personalityclash_response|{s5}
dlga_companion_personalityclash_response:close_window|{s11} 은 이 일행의 능력 있는 동료이니 {reg11?그녀와:그와} 다신 싸우지 않길 바래요.
dlga_companion_personalityclash_response:close_window.1|당신이 내 지지를 받는다고 {s11} 에게 말하고 {reg11?그녀가:그가} {reg11?그녀의:그의} 혀를 나불대지 말라고 전해줘요.
dlga_companion_personalityclash_response:close_window.2|당신의 논쟁 따위에 쓸 시간 없어요. 다신 귀찮게 하지 말아요.
dlga_event_triggered:companion_personalitymatch_b|{s5}
dlga_companion_personalitymatch_b:companion_personalitymatch_response|{s5}
dlga_companion_personalitymatch_response:close_window|아주 좋군.
dlga_event_triggered:companion_sisterly_advice|{s5}
dlga_companion_sisterly_advice:close_window|고맙소.
dlga_companion_sisterly_advice:close_window.1|나는 이런 것을 논의 하는 걸 좋아 하지 않아.
dlga_event_triggered:companion_home_description|{s5}
dlga_companion_home_description:companion_home_description_2|더 말해주게.
dlga_companion_home_description:close_window|우린 잡담을 나눌 시간이 없어.
dlga_companion_home_description:close_window.1|난 하찮은 것으로 날 괴롭히지 않는 동료들을 좋아합니다.
dlga_companion_home_description_2:companion_home_description_3|{s5}
dlga_companion_home_description_3:close_window|{s5}
dlga_event_triggered:rebel_thanks_answer|{s6}
dlga_rebel_thanks_answer:rebel_thanks_answer_2|당신의 원인을 위해 명예를 걸고 싸울 것입니다, {reg65?부인:주군}.
dlga_rebel_thanks_answer:rebel_thanks_answer_2.1|당신은 항상 나의 충성하는 지원이 있을 것입니다, {reg65?나의 레이드:경}.
dlga_rebel_thanks_answer_2:close_window|난 당신의 모험에 길을 놓을 것입니다. 하지만 나에게도 의무가 기다리고 있습니다. 따라서... 작별 인사를 드립니다, {playername}. 나는 다른 모험을 희망한다. 다른 모험은 당신에게 빨리올 것이다.
dlga_event_triggered:companion_political_grievance_response|{s21}
dlga_companion_political_grievance_response:close_window|당신의 의견을 알겠어요.
dlga_event_triggered:companion_rejoin_response.4|Greetings, {s21}. Are you ready for me to rejoin you?
dlga_event_triggered:companion_rejoin_response.5|Well, {s21}, at last I've found you. I've been out spreading the word about your claim, and am now ready to rejoin the shield wall.
dlga_event_triggered:companion_rejoin_response.6|Well, {s21}, I've found you at last! {s11}. The rest of my report I submit to you in writing.
dlga_event_triggered:companion_embassy_results|흠, {s21}, 드디어 당신을 찾았습니다. 저는 {s31}에 대한 임무를 끝내고 돌아왔습니다. 전반적으로, 저는, {s14}고 말하겠습니다.
dlga_companion_embassy_results:companion_rejoin_response|이 서신에는, {s12}는 당신을 {s4}의 {군주/레이디}로 칭하고 있습니다, 이것은 당신이 최고권력을 지닌 독립된 군주로 인정하는 것을 은연 중에 나타내는 겁니다.
dlga_companion_embassy_results:companion_rejoin_response.1|그의 서신에는, {s12}는 어떠한 칭호도 생략한체 그저 당신을 {playername}(으)로 언급하고 있습니다. 이것은 당신의 정통성을 인정하지 않는 것으로 여겨집니다.
dlga_companion_embassy_results:companion_rejoin_response.2|{s12}은(는) 그대와의 현재 휴전은 만족스러운 일이다고 말했습니다.
dlga_companion_embassy_results:companion_rejoin_response.3|{s12} says that your current truce should suffice.
dlga_companion_embassy_results:companion_truce_confirm|{s12} says that he is willing to consider a truce of twenty days.
dlga_companion_embassy_results:companion_rejoin_response.4|{s12} says that you are already pledged to another ruler.
dlga_companion_truce_confirm:companion_rejoin_response|아주 좋군 - 이번 휴전은 {s4}와 함께 매듭을 짓게
dlga_companion_truce_confirm:companion_rejoin_response.1|다시 잘 생각해보면, 아마도 이것은 지금 우리의 관심사가 아니군..
dlga_companion_embassy_results:companion_rejoin_response.5|{s12} says that he does not believe that you would honor your obligations as a vassal, and suspects that your offer is just a ploy.
dlga_companion_embassy_results:companion_rejoin_response.6|{s12} says that he does not believe you would honor your obligations as a vassal, and suspects that your offer is just a ploy.
dlga_companion_embassy_results:vassalage_offer_confirm|{s12} says that he accepts your offer of vassalage. He will give you 30 days to seek him out, in which time he will refrain from making war on you.
dlga_vassalage_offer_confirm:companion_rejoin_response|나는 그의 조건을 수락한다고 전하게.
dlga_companion_rejoin_response:close_window|돌아온 걸 환영하네, 친구!
dlga_companion_rejoin_response:companion_rejoin_refused|불행하게도, 아직 자네를 다시 합류 시킬수 없네.
dlga_companion_rejoin_refused:close_window|당신 바람대로. 전 다른일을 하다 몇일 후에 다시 올께요.
dlga_event_triggered:companion_rejoin_response.7|당신에게 다시 가세해도 되겠나요?
dlga_event_triggered:close_window.2|There! I can see the walls of {s3} in the distance. We've made it safely. Here, take this purse of {reg3} scillingas, as I promised. I hope we can travel together again someday.
dlga_start:lord_start|나의 숙녀, 나는 머지않아 적당한 연회를 열어 우리의 결혼식을 올리것을 학수고대하고 있오.{s12}
dlga_start:lord_start.1|나의 숙녀, 만약 당신이 결혼을 원한다면, 우리는 {s4}에서 연회를 진행하며 왕국의 영주들 앞에서 서약을 교환할 수 있오.
dlga_start:lord_start.2|나의 숙녀, 나는 이 왕국의 영주들이 모이는 것을 기다리는데 지쳤오. 나와 함께 {s4}에 가서 우리의 서약을 교환 합시다.
dlga_start:lord_start.3|나의 숙녀, 나는 이 왕국의 영주들이 모이는 것을 기다리는데 지쳤오. 아마도 우리는 우리에게 열려있는 어떤 웅장한 홀에서라도 결혼할 수 있는 첫번째 기회를 가질 것이오.
dlga_start:lord_groom_vows|나의 숙녀, 나는 기다리다가 지쳐버렸오. 우리 즉시 서약을 진행합시다.
dlga_start:lord_groom_vows.1|나의 숙녀, 내눈이 당신을 보게되어 기쁘오. 우리는 서약을 진행하게 될것이오.
dlga_lord_groom_vows:female_pc_marriage_vow|나의 숙녀, 여기 모인 사람을 나의 증인으로, 나는 당신을 존경하고 사랑하며, 그리고 당신을 지킬것이며, 당신을 아내로 맞이함을 맹세하오. 하늘이 우리의 건강, 번영, 그리고 아이들을 축복 할것이오.
dlga_female_pc_marriage_vow:lord_groom_wedding_complete|당신을 나의 남편으로 맞이함을 맹세하오.
dlga_female_pc_marriage_vow:close_window|잠시 -- 나는 이것에 대해서 생각이 필요하오.
dlga_lord_groom_wedding_complete:close_window|우리는 지금 남편과 아내가 되었오. 연회를 시작합시다!
dlga_start:close_window.11|그래 네놈이 결국 해냈군. 더는 할말이 없다.
dlga_start:close_window.12|날 더 이상 귀찮게 하지말고 그대로 쳐박혀 있으시지. 말이 없군? 그걸 사과의 의미라고 생각해두지. 그럼 잘 꺼지라고.
dlga_start:close_window.13|그래 그래 당신이 해냈군. 이제 만족하나?
dlga_start:close_window.14|하! 별것도 아닌 놈이... 더는 날 귀찮게 하지마라.
dlga_start:close_window.15|다들 보는 앞에서 날 때려눞혔다 이거지...약속대로 맹세를 취소하도록 하지. 이제 만족하나 이 개자식아?
dlga_start:close_window.16|바닥이 차갑지 않나? 그만 일어나시지. 이제 약속대로 그녀를 다시 만나지 마라. 알겠나? 최소한의 명예가 있다면 뱉은 말은 지킬것이라 믿겠다.
dlga_start:player_siege_castle_commander_1|무엇을 원합니까?
dlga_player_siege_castle_commander_1:player_siege_ask_surrender|항복하시오! 귀하의 상황은 절망적이네!
dlga_player_siege_castle_commander_1:player_siege_tributo|적당한 액수를 지불하면 군사를 뒤로 물려주겠소. 어떤가?
dlga_player_siege_castle_commander_1:close_window|아무것도 난 당신을 떠나겠소.
dlga_player_siege_ask_surrender:player_siege_ask_surrender_treatment|혹시... 우리를 잘 처우해주겠다고 약속해줄 수 있으십니까?
dlga_player_siege_ask_surrender:player_siege_ask_leave_unmolested|우리를 괴롭히지 않고 보내준다 약속하신다면 당장이라도 이 성을 조용히 떠나겠습니다.
dlga_player_siege_ask_surrender:close_window|항복이라고? 하! 우리가 늙어 죽을 때까지는 어림도 없을 것이오.
dlga_player_siege_ask_surrender:close_window.1|항복이라고? 하! 우리가 늙어 죽을 때까지는 어림도 없을 것이오.
dlga_player_siege_ask_surrender_treatment:player_siege_ask_surrender_treatment_reject|너 따위에게 줄 것은 없다. 항복하던지 죽을 준비나 해라!
dlga_player_siege_ask_surrender_treatment_reject:close_window|썩을 놈, 우린 마지막 한 사람까지 싸울 것이다!
dlga_player_siege_ask_surrender_treatment:player_siege_ask_surrender_treatment_accept|너는 해방될 것이고 네 병사들도 살게될 것이다. 약속하지.
dlga_player_siege_ask_surrender_treatment_accept:close_window|좋아요 그럼. 이 조건에 따라, 항복하겠습니다.
dlga_player_siege_ask_leave_unmolested:player_siege_ask_leave_unmolested_accept|약속하지. 성을 떠난다면 공격하지 않겠소..
dlga_player_siege_ask_leave_unmolested_accept:close_window|좋소, 그럼 성을 넘겨드리지. 오늘은 당신이 이겼소, 하지만 우린 다시 만날 것이오.
dlga_player_siege_ask_leave_unmolested:player_siege_ask_leave_unmolested_reject|받아들일 수 없군. 난 포로를 원합니다.
dlga_player_siege_ask_leave_unmolested_reject:close_window|그렇다면 우린 죽을 때까지 이 성을 지키겠소, 그리고 이 협상은 끝이군. 잘 가시오.
